,hsa-let-7a-5p,hsa-let-7b-3p,hsa-let-7c-5p,hsa-miR-106b-5p,hsa-miR-10a-5p,hsa-miR-1224-3p,hsa-miR-1225-3p,hsa-miR-125a-3p,hsa-miR-1271-5p,hsa-miR-1278,hsa-miR-1279,hsa-miR-1290,hsa-miR-1294,hsa-miR-1297,hsa-miR-1298-5p,hsa-miR-1299,hsa-miR-1469,hsa-miR-147b,hsa-miR-148a-5p,hsa-miR-152-5p,hsa-miR-153-3p,hsa-miR-186-5p,hsa-miR-192-5p,hsa-miR-196a-5p,hsa-miR-197-3p,hsa-miR-2115-3p,hsa-miR-2117,hsa-miR-212-3p,hsa-miR-214-3p,hsa-miR-217,hsa-miR-224-5p,hsa-miR-26a-5p,hsa-miR-29a-3p,hsa-miR-3074-3p,hsa-miR-30c-5p,hsa-miR-31-5p,hsa-miR-3134,hsa-miR-3184-5p,hsa-miR-3188,hsa-miR-3191-5p,hsa-miR-3606-5p,hsa-miR-3614-3p,hsa-miR-3620-5p,hsa-miR-3659,hsa-miR-3663-5p,hsa-miR-3671,hsa-miR-3689f,hsa-miR-369-3p,hsa-miR-378e,hsa-miR-378f,hsa-miR-378g,hsa-miR-383-3p,hsa-miR-3914,hsa-miR-3918,hsa-miR-3920,hsa-miR-3925-5p,hsa-miR-3927-3p,hsa-miR-3938,hsa-miR-3973,hsa-miR-411-3p,hsa-miR-423-3p,hsa-miR-4256,hsa-miR-4258,hsa-miR-4282,hsa-miR-4299,hsa-miR-4306,hsa-miR-4315,hsa-miR-4318,hsa-miR-4464,hsa-miR-4480,hsa-miR-4489,hsa-miR-4496,hsa-miR-449b-3p,hsa-miR-4500,hsa-miR-4510,hsa-miR-4512,hsa-miR-4646-3p,hsa-miR-466,hsa-miR-4662a-3p,hsa-miR-4665-3p,hsa-miR-4694-5p,hsa-miR-4704-3p,hsa-miR-4710,hsa-miR-4718,hsa-miR-4746-5p,hsa-miR-4758-3p,hsa-miR-4758-5p,hsa-miR-4792,hsa-miR-484,hsa-miR-495-3p,hsa-miR-500a-5p,hsa-miR-500b-3p,hsa-miR-502-5p,hsa-miR-508-5p,hsa-miR-510-3p,hsa-miR-518c-3p,hsa-miR-518f-3p,hsa-miR-520a-5p,hsa-miR-520b,hsa-miR-525-3p,hsa-miR-545-3p,hsa-miR-548ai,hsa-miR-548aj-3p,hsa-miR-548ap-5p,hsa-miR-548at-3p,hsa-miR-548f-3p,hsa-miR-548h-3p,hsa-miR-548m,hsa-miR-550a-5p,hsa-miR-550b-3p,hsa-miR-5586-3p,hsa-miR-561-3p,hsa-miR-561-5p,hsa-miR-5680,hsa-miR-6087,hsa-miR-633,hsa-miR-635,hsa-miR-638,hsa-miR-6513-3p,hsa-miR-665,hsa-miR-6721-5p,hsa-miR-6791-3p,hsa-miR-6799-3p,hsa-miR-6810-3p,hsa-miR-6829-5p,hsa-miR-6844,hsa-miR-6845-5p,hsa-miR-6861-3p,hsa-miR-6868-3p,hsa-miR-6871-3p,hsa-miR-6874-3p,hsa-miR-6883-3p,hsa-miR-6884-5p,hsa-miR-6889-5p,hsa-miR-7156-5p,hsa-miR-7157-5p,hsa-miR-7159-3p,hsa-miR-7159-5p,hsa-miR-762,hsa-miR-769-5p,hsa-miR-7704,hsa-miR-8079,hsa-miR-8081,hsa-miR-873-5p,hsa-miR-877-3p,hsa-miR-887-3p,hsa-miR-887-5p,hsa-miR-92a-3p,hsa-miR-93-3p,hsa-miR-95-3p,Disese Group
sample_50,1028619.51,1840.25,89313.92,454.0,12.0,84.0,0.5,369.08,293.0,36.0,0.67,0.0,30.5,7.08,6.0,0.0,0.0,28.0,15.0,7.5,5133.16,21848.42,91983.42,15.0,993.67,15.0,0.0,139.0,2.5,1934.5,78.0,569870.48,607294.0,7.08,250847.16,15864.0,0.0,779.25,3.0,4.5,0.0,0.0,0.0,9.0,6.0,0.0,0.0,2413.75,0.0,0.0,2.25,35.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,92.0,779.25,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.33,428.0,54.25,4.0,21.0,0.0,0.0,58.5,22.0,12.5,1.92,1.0,20.58,0.33,0.0,0.0,3.0,3.0,0.0,12.5,6.42,5.42,13.0,2.0,18.0,9.0,0.0,0.0,0.0,0.0,16.0,13.0,3.0,5.0,1.0,3.0,0.0,12.0,0.0,1.33,71.67,0.0,57.0,57.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,8879.33,5.0,0.0,0.0,2038.42,24.33,394.0,22.0,16872.34,193.5,21787.5,1
sample_51,1344007.7,2147.25,110700.83,450.33,19.0,75.0,0.0,321.0,281.5,42.5,0.0,0.0,28.25,9.08,6.0,0.0,0.0,39.0,10.0,5.0,3367.5,22149.08,91532.0,60.5,1288.0,16.5,0.0,182.5,3.5,2814.33,268.0,614604.82,579259.42,9.0,227498.5,18127.0,2.0,1317.79,0.0,1.0,0.0,0.0,0.0,15.0,24.0,0.0,0.0,2734.0,0.0,0.0,4.25,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,1317.79,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.33,0.0,0.0,12.33,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.0,379.92,293.0,70.0,15.0,15.0,2.0,0.0,7.0,2.0,2.0,1.33,0.0,19.83,0.5,0.0,0.0,4.0,12.0,0.0,15.5,4.92,4.92,13.5,2.5,21.5,23.0,0.0,0.0,0.0,0.0,22.0,8.0,3.0,6.0,1.0,2.0,0.0,10.0,0.0,2.5,167.33,1.0,54.0,55.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,5568.17,7.33,0.0,0.0,1729.0,36.25,468.0,15.0,27620.66,209.5,22545.83,1
sample_52,1121914.44,1744.75,102896.92,304.0,6.0,65.5,0.0,334.67,311.67,51.0,0.0,0.0,38.0,6.0,6.0,0.0,0.0,30.0,10.0,3.0,2728.0,20510.25,87707.5,10.0,1322.5,9.0,0.0,144.5,2.75,2301.0,210.0,556982.32,537120.25,7.5,210166.16,15225.08,0.0,1092.58,5.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,0.0,2546.5,0.25,0.0,4.83,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1092.58,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,3.0,0.0,13.5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,340.42,295.0,55.75,12.0,13.25,1.0,2.0,4.5,5.0,2.0,1.0,0.0,14.25,0.0,0.0,0.0,3.0,4.0,0.0,18.0,2.92,2.92,10.0,4.0,27.0,6.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,5.0,2.0,6.0,1.0,5.0,1.0,0.83,166.0,0.0,65.0,45.5,3.0,1.0,2.0,4.0,0.0,0.0,0.0,5352.83,6.67,0.0,0.0,1771.42,32.83,365.0,22.0,24152.16,182.0,22286.58,1
sample_53,1079424.0,1153.0,89192.83,272.0,6.0,59.83,0.0,247.42,237.83,39.0,0.0,0.0,27.5,6.33,5.0,0.0,0.0,25.0,6.0,1.0,2308.84,14456.75,68632.92,32.0,851.5,13.0,0.0,63.0,1.0,1427.5,119.0,430519.98,429493.0,5.5,153877.34,15500.5,0.0,772.17,2.0,1.5,0.0,0.0,0.0,15.0,15.0,0.0,0.0,1518.0,0.0,0.33,2.25,16.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,22.5,772.17,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,238.0,210.0,42.25,8.0,14.25,2.0,1.0,19.0,7.0,3.0,1.25,0.0,6.83,0.0,0.0,0.0,1.0,7.0,0.0,3.83,4.08,4.08,12.5,5.5,22.5,11.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,6.0,0.0,3.0,1.0,6.0,0.0,2.5,134.17,0.0,48.0,33.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,4783.08,4.67,0.0,0.0,1146.83,11.75,265.0,12.0,18400.5,129.0,18084.0,1
sample_54,1176624.79,1043.25,100762.75,364.0,10.0,47.5,0.0,273.33,316.5,29.5,0.0,0.0,21.0,4.75,6.0,0.33,0.0,13.0,11.0,5.0,1617.0,13652.58,69539.92,6.0,1023.5,10.0,0.0,118.5,1.5,2444.0,172.0,441853.16,372094.42,7.5,132932.0,14879.33,1.0,1180.75,2.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1612.0,0.0,0.0,4.75,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.5,1180.75,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.33,4.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,547.42,210.0,39.0,11.0,13.0,0.0,0.0,2.0,3.0,1.0,0.58,0.0,6.75,0.33,0.0,0.0,0.0,3.0,0.0,15.0,2.08,2.08,6.0,1.0,13.0,10.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,3.0,1.0,1.33,0.0,2.0,0.0,1.25,61.17,0.0,24.0,32.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,4673.67,5.0,0.0,0.0,873.67,24.25,312.0,15.0,23417.34,169.5,13165.58,1
sample_55,1522291.84,907.0,128788.17,320.33,17.0,72.25,0.0,293.92,322.5,31.0,0.0,0.0,17.5,8.33,11.0,0.0,0.0,27.0,22.0,8.0,2305.34,14528.92,63774.58,12.0,1044.0,21.0,0.0,142.0,2.5,2243.0,102.0,612820.66,484254.5,6.5,134380.5,19502.33,0.0,1252.25,3.0,2.0,0.0,1.0,0.0,8.0,7.0,0.0,0.0,2350.5,0.0,0.33,3.5,12.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,29.0,1252.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,783.75,260.0,50.5,7.0,21.0,0.0,5.0,13.0,5.0,2.0,1.0,0.0,7.83,0.0,0.0,0.0,2.0,5.0,0.0,11.33,1.5,1.5,10.0,1.0,15.0,13.0,0.0,0.0,0.0,0.0,12.0,8.0,2.0,10.0,0.0,1.0,0.0,9.0,1.0,1.0,86.67,1.0,69.0,64.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,6535.25,7.33,0.0,0.0,1280.0,24.5,308.0,8.0,25982.16,203.0,19514.58,1
sample_56,1310055.5,448.0,103765.5,144.0,140.0,32.0,0.0,230.0,214.33,14.0,0.0,0.0,17.0,5.0,4.0,0.0,0.0,1.0,10.0,5.0,771.0,5185.25,34590.5,14.0,916.0,6.5,0.0,87.5,3.25,1759.0,84.0,369774.32,217018.75,5.75,56956.0,11305.5,0.0,1183.0,3.0,4.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,755.5,0.25,0.0,3.33,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,1183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,903.67,182.0,27.58,10.0,5.33,4.0,0.0,3.0,0.0,0.0,1.67,0.0,2.0,0.33,0.0,0.0,0.0,1.0,0.0,4.5,2.16,2.16,3.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,6.0,0.0,3.0,0.0,1.0,1.0,1.5,1.0,0.0,32.0,25.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,3160.67,5.0,0.0,0.0,459.67,10.5,211.0,11.0,17262.66,130.0,9570.67,1
sample_57,1104968.79,1227.25,92659.0,340.5,6.0,72.5,1.0,307.25,273.0,31.0,0.0,0.0,33.0,6.17,6.0,0.0,0.0,20.0,13.0,2.5,2293.0,16353.83,84059.42,8.0,1116.83,8.5,0.0,103.0,1.0,2364.5,226.0,490719.82,452959.25,6.92,159639.91,14628.58,0.0,1170.62,2.0,3.5,0.0,1.5,0.0,5.0,0.0,0.0,0.0,1946.83,0.0,1.33,4.75,44.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,28.0,1170.62,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.17,0.0,1.0,2.5,3.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,372.0,228.0,49.33,16.0,10.0,3.0,0.0,8.5,2.5,3.0,0.67,1.0,7.33,0.0,0.0,0.0,3.0,10.0,0.0,14.08,2.0,2.0,11.5,0.5,13.5,11.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,10.0,0.0,1.5,0.0,2.5,0.0,0.0,1.0,0.0,55.0,39.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,5670.0,1.67,0.0,0.0,1266.33,20.33,367.0,12.0,22627.34,211.0,20119.0,1
sample_58,1474627.31,424.25,144728.08,355.0,23.0,29.33,0.0,223.0,406.67,13.0,0.0,0.0,25.0,4.5,17.0,0.0,0.0,14.5,21.0,5.0,915.16,6180.83,40979.83,35.16,1443.5,4.0,0.0,147.5,5.5,2864.33,44.0,740705.16,205150.25,11.5,60244.34,18904.0,2.0,3994.37,24.0,0.75,0.0,1.0,0.0,9.0,1.0,0.0,0.0,1489.83,0.0,0.33,15.75,6.0,0.0,0.0,2.0,2.0,0.0,9.0,0.0,81.0,3994.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.08,0.0,0.0,13.5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4515.25,474.0,93.75,13.5,23.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,1.83,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.16,2.16,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,13.0,0.0,1.0,0.0,2.0,0.0,3.33,60.33,0.0,19.0,68.5,7.0,0.0,5.0,1.0,0.0,0.0,0.0,3252.5,14.0,0.0,0.0,395.33,33.25,203.0,9.0,63088.34,256.0,9397.75,1
sample_59,1451569.61,594.5,162802.5,675.5,26.0,28.5,0.0,303.0,482.17,32.0,0.0,0.0,45.0,4.08,15.0,0.0,0.0,16.5,41.0,5.5,1219.16,11291.0,49564.58,22.0,1617.0,14.0,0.0,282.5,9.75,5952.83,95.0,984079.48,354448.0,19.17,105114.5,37213.17,2.0,2499.08,17.0,2.0,0.0,1.0,0.0,13.0,20.0,0.0,0.0,1940.0,0.5,0.0,10.75,14.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,109.0,2499.08,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,0.0,0.5,17.83,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4133.25,564.0,158.83,9.5,22.33,1.0,0.0,2.0,1.0,0.0,0.33,0.0,5.33,0.0,0.0,0.0,1.0,5.66,0.0,8.0,2.16,2.16,5.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,13.0,7.0,1.0,8.0,1.0,5.0,0.0,3.0,0.0,3.0,66.83,0.0,19.0,44.0,4.0,1.0,7.0,2.0,0.0,0.0,0.0,6852.83,10.33,0.0,0.0,777.17,32.0,397.0,19.0,53882.34,435.0,11709.0,1
sample_60,1335679.22,1198.0,108961.92,282.0,16.0,35.5,0.0,277.83,270.5,60.0,0.0,0.0,27.0,4.5,6.0,0.25,0.0,30.0,10.0,7.33,3054.84,16310.08,82252.08,14.0,811.75,14.0,0.0,103.5,3.0,2461.5,174.0,492615.48,484901.33,3.5,161667.66,14344.83,1.0,1059.67,1.0,2.25,0.0,1.0,0.0,21.0,19.5,0.0,0.0,1934.5,0.0,0.33,4.83,15.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,33.0,1059.67,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,347.5,232.0,41.5,16.5,16.0,2.0,0.0,26.0,2.5,4.0,2.0,0.0,7.5,0.0,0.0,0.0,2.0,1.0,0.0,18.5,3.66,3.66,16.0,5.0,11.5,10.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,7.0,0.0,3.0,0.0,6.0,0.0,0.5,78.33,0.0,84.5,32.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,5682.08,3.67,0.0,0.0,879.67,16.0,360.0,21.0,23178.84,179.5,24445.42,1
sample_61,985183.4,1022.5,86326.17,364.92,24.0,33.5,0.0,312.08,336.5,25.25,0.0,0.0,33.0,4.92,5.0,0.0,0.0,7.0,9.0,3.0,3364.34,16550.75,60204.42,115.0,1129.5,9.5,0.0,66.0,4.0,1619.5,162.0,498263.66,381181.75,9.5,116369.16,17204.67,1.0,937.25,5.0,2.0,0.0,2.0,1.0,8.0,23.0,0.0,0.0,1514.75,0.0,0.0,5.25,44.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,81.0,937.25,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,356.17,184.0,48.33,11.0,18.33,0.0,1.0,4.5,4.5,0.0,0.67,0.0,4.83,0.0,0.0,0.0,0.0,4.0,0.0,10.5,3.16,3.16,9.5,1.5,16.5,11.0,0.0,0.0,0.0,0.0,14.0,13.67,2.0,3.0,0.0,1.0,0.0,6.0,0.0,4.5,117.0,1.0,31.0,21.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2992.67,3.67,0.0,0.0,969.67,10.5,408.0,15.0,13308.66,182.0,16388.25,1
sample_62,2234116.69,1298.25,227063.58,962.0,379.0,32.5,0.0,491.25,912.17,55.0,0.0,0.0,32.83,8.58,15.0,0.0,0.0,21.0,46.0,13.5,2544.16,21933.58,106888.58,39.5,1961.0,12.0,0.0,175.5,14.0,7077.33,98.0,1301247.14,664805.5,25.0,191776.34,36882.5,2.0,4637.21,11.0,3.5,0.0,2.0,0.0,17.0,9.0,0.0,0.0,7409.5,0.0,1.0,28.17,33.0,0.0,1.0,0.0,2.0,0.0,16.0,0.0,194.0,4634.37,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,3.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5341.5,722.0,205.42,15.5,50.58,4.0,2.0,17.5,11.0,2.0,0.67,1.0,8.75,0.83,0.0,0.0,1.0,7.0,0.0,21.0,4.08,4.08,15.0,3.0,15.0,11.0,0.0,0.0,0.0,0.0,14.0,9.33,2.0,14.0,4.0,2.0,0.0,8.0,0.0,4.5,1.0,0.0,44.0,57.0,3.0,0.0,7.0,3.0,0.0,0.0,0.0,8483.08,7.67,0.0,0.0,1147.83,21.5,618.0,32.0,89474.66,505.5,23711.08,1
sample_63,1790417.32,1019.0,161597.08,469.0,65.0,121.5,0.0,656.75,476.0,22.0,0.0,0.0,19.0,7.58,15.0,0.0,0.0,33.5,32.33,11.0,3657.5,15210.33,72288.5,274.0,1635.5,10.0,0.0,138.5,4.25,3983.5,99.0,825674.48,588871.17,14.5,135393.41,25217.58,0.0,1818.33,2.0,5.25,0.0,0.0,0.0,2.0,11.0,0.0,0.0,2732.5,0.0,0.0,3.25,68.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,204.0,1815.33,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,9.75,2.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1577.67,494.0,89.17,17.0,21.0,2.0,3.0,23.0,8.0,1.0,1.33,0.0,5.67,0.0,0.0,0.0,0.0,2.0,0.0,10.5,4.34,4.34,10.0,1.5,22.5,25.0,0.0,0.0,0.0,0.0,17.0,33.33,3.0,12.0,0.0,4.0,0.0,9.5,0.0,2.5,1.0,0.0,64.0,32.0,7.0,0.5,1.0,6.0,0.0,0.0,0.0,9061.67,7.0,0.0,0.0,2321.67,24.5,628.0,24.0,19473.66,276.0,23234.08,1
sample_64,968845.91,946.5,90085.92,371.0,39.0,27.0,0.0,244.67,238.0,19.0,0.0,0.0,30.0,12.08,3.0,0.0,0.0,28.5,9.0,5.0,1268.84,10552.25,43438.75,74.5,756.5,13.5,0.0,73.0,2.5,1903.0,112.0,432294.82,302143.42,9.67,103282.5,10564.33,0.0,737.29,3.0,4.0,0.0,0.0,0.0,7.0,18.0,0.0,0.0,1208.0,0.0,0.0,4.83,24.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,737.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.33,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,385.42,244.0,42.5,6.0,22.0,0.0,1.0,11.0,3.0,2.0,0.67,0.0,9.33,0.0,0.0,0.0,0.0,2.0,0.0,7.0,2.66,2.66,5.5,0.5,10.5,11.0,0.0,0.0,0.0,0.0,14.0,7.33,0.0,5.0,4.0,4.0,0.0,8.0,0.0,0.5,0.0,0.0,32.0,17.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,3881.83,1.67,0.0,0.0,1153.25,12.75,277.0,8.0,13901.0,149.0,11248.42,1
sample_65,1565912.63,1815.5,138807.33,494.33,104.0,107.25,0.0,498.0,305.5,36.0,0.0,0.0,119.25,12.42,4.0,0.0,0.0,28.0,12.0,3.0,5176.84,21874.67,85743.42,59.5,1337.0,21.0,0.0,149.5,5.0,2454.5,237.0,759803.3,597618.58,16.5,225268.34,23121.5,0.0,1268.0,8.0,1.5,0.0,0.0,1.0,7.0,22.0,0.0,0.0,2739.5,0.0,1.33,3.5,56.5,0.0,0.0,0.0,1.0,0.0,9.0,0.0,81.0,1268.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,11.5,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,528.5,352.0,82.83,14.0,23.33,2.0,2.0,36.33,15.33,3.0,2.0,1.0,12.17,0.0,0.0,0.0,2.0,10.0,0.0,16.5,4.84,4.84,19.0,2.0,31.5,15.0,0.0,0.0,0.0,0.0,20.0,12.33,3.0,8.0,0.0,1.0,0.0,5.0,0.0,0.5,1.0,0.0,76.0,43.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,6686.33,5.33,0.0,0.0,1778.25,24.75,682.0,37.0,21177.34,253.0,24123.5,1
sample_66,1288898.64,1205.0,126066.58,405.83,11.0,42.5,0.0,378.0,258.83,33.0,0.0,0.0,92.5,5.92,15.0,0.0,0.0,26.5,12.0,5.5,4301.0,19007.67,76570.5,32.5,896.83,12.0,0.0,133.5,4.0,2941.0,112.0,665104.48,574820.42,12.5,178223.25,18667.25,0.0,776.75,9.0,0.5,0.0,0.0,0.0,3.0,11.0,0.0,0.0,2582.5,0.0,0.0,2.5,43.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,114.5,776.75,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.33,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,496.25,296.0,56.58,11.0,20.0,3.0,2.0,20.5,8.5,4.5,0.67,1.0,8.5,0.0,0.0,0.0,1.0,6.0,0.0,11.0,4.08,3.08,10.0,0.5,23.5,15.0,0.0,0.0,0.0,0.0,14.0,11.58,2.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,56.0,38.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,6203.33,2.67,0.0,0.0,1693.67,15.5,467.0,18.0,14586.16,180.0,19645.33,1
sample_67,1680546.84,547.25,198004.92,359.33,18.0,54.5,0.0,525.08,767.5,12.0,0.0,0.0,21.0,8.08,24.0,0.0,0.0,7.0,39.0,8.0,1172.5,10132.67,49820.67,53.5,2720.0,14.0,0.0,136.0,24.17,7154.67,85.0,1244477.32,268267.67,14.75,78987.84,41341.08,1.0,4583.58,15.0,2.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,1681.5,0.0,0.0,15.67,16.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,68.0,4583.58,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3727.92,459.0,194.25,19.5,38.0,2.0,0.0,3.0,4.0,1.0,0.33,1.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,6.5,3.58,3.58,3.0,1.0,8.0,14.0,0.0,0.0,0.0,0.0,9.0,8.67,2.0,15.0,0.0,3.0,2.0,2.0,0.0,4.5,148.5,0.0,25.0,53.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,7106.83,8.67,0.0,0.0,793.67,22.0,515.0,25.0,54735.16,576.0,14373.42,1
sample_68,987628.61,1260.25,92468.92,220.0,7.0,82.0,0.0,383.5,226.5,21.0,0.0,0.0,26.5,4.83,6.0,0.0,0.0,22.0,7.5,2.0,2998.0,10102.08,68848.33,99.0,942.5,12.0,0.0,66.5,2.5,1776.0,149.0,449262.98,357278.58,9.5,131292.66,23109.5,0.0,920.75,5.0,4.5,0.0,1.0,0.0,10.0,11.0,0.0,0.0,1883.5,0.0,0.0,3.08,39.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,66.5,920.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,9.33,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,388.0,242.0,52.0,10.0,19.0,1.0,0.0,20.0,4.0,2.0,1.0,0.0,2.83,0.5,0.0,0.0,2.0,1.0,0.0,13.5,2.16,2.16,9.0,1.0,15.5,13.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0,3.0,0.0,3.0,0.0,4.0,0.0,3.0,2.0,1.0,30.0,16.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,4629.83,2.33,0.0,0.0,973.5,18.5,470.0,15.0,10974.0,161.0,14424.67,1
