,UNC93B6,HMGB1P5,AC024568.1,PTMAP5,AP003086.3,AC103705.1,GAPDHP72,AL590627.1,FAM91A3P,PHACTR2P1,SH3GL1P1,AL669831.3,RPL37P6,CYCSP38,AIDAP2,AC005230.1,AP001885.1,ZNRF2P2,GTF2IP4,KRT8P12,RPS18P9,PDIA3P1,NANOGP4,CCNYL6,RPS10P7,RPS12P26,RPL26P30,AC112694.1,PRELID1P1,AC016629.1,TUBBP1,CCDC144CP,CBX3P2,AC091167.1,AL356235.1,CHP1P2,CSNK1A1P1,AP001992.1,AC135983.2,CICP18,RPL13AP7,CAP2P1,GLDCP1,AC007161.1,DENND10P1,RTEL1P1,PLEKHA8P1,AC079416.2,TMEM14EP,UPF3AP2,AL590396.1,ANP32BP1,RPS4XP16,AL391825.1,AC021148.1,AC006122.1,SMPD4BP,RPSAP36,RPL6P27,VN1R105P,AL049840.7,CYP2F2P,TSPY26P,AC231533.2,RPS10P20,AL031282.1,RPS21P1,TPI1P2,AC136632.1,VDAC1P8,AC011447.1,AL691432.1,ACTG1P17,FAM91A2P,AC092656.1,AC007318.1,RPLP1P6,CHORDC1P4,TBCAP3,IPO5P1,EGLN1P1,PTENP1,AC005363.1,AC060766.1,BOLA2P2,AC025048.6,BEND3P1,HNRNPA1P70,AP006222.1,AC104996.2,AURKAP1,INGX,BNIP3P1,RPL31P11,SUMO2P17,NPY6R,AP005264.4,SELENOKP3,PGAM1P8,AC063950.1,FDPSP3,RPL12P25,SKP1P1,AL513477.1,RPS16P5,NOC2LP1,FAM74A4,ABCA11P,AC023389.2,GUSBP5,RPL13AP3,RPS2P45,AC087633.2,RPL23AP7,AL137803.1,RPS27AP16,AC022137.1,AC016582.2,RPL12P38,ENO1P1,RPL36AP21,AC004057.1,AC090877.1,AL390726.4,GAS2L1P2,SPTLC1P1,Diagnosis
RNA140_FPKM,0.333038085,45.87127182,0.135057259,32.10691694,0.096559476,0.096009829,0.01605026,0.578014659,0.089993128,0.0,0.914750677,0.173417293,13.6856378,1.184833206,0.165856812,0.267673291,0.084200567,0.0,31.99751524,2.485285959,0.839733278,6.833857542,0.083556285,0.060808105,0.400401742,0.192643656,2.223576982,0.073782324,1.025281998,4.218097113,6.015816289,0.085984725,2.098167817,1.816911296,0.678317881,0.133602256,0.044649204,0.733980131,1.160924601,0.150938661,0.111570427,0.274472153,0.057003595,0.0,7.749932995,0.252638003,1.571706274,0.340453742,0.136763749,0.696716627,0.0,1.500716691,0.752354818,1.885143856,0.058359041,0.062942977,8.713074406,0.214969499,286.5811381,0.083831745,0.122254628,0.185202084,0.878826608,0.206515159,0.164766497,4.461939371,0.618038982,0.137781254,42.4812313,0.150619646,8.825077269,7.13932426,0.183983969,0.120358598,0.18266272,4.223394413,0.884257749,0.067877114,0.489280861,1.995544429,0.100114026,7.292854778,7.826861384,3.529595574,0.466972206,13.12420645,0.178368322,0.982837021,0.181249502,0.076286888,2.833311916,0.0,0.317241362,0.316299901,0.745957417,0.0,0.043306561,0.0,1.005883589,0.261349905,0.150696573,0.0,0.936370211,0.58230785,0.944347258,0.051106672,0.0,0.374195363,0.079881558,0.118905105,0.0,0.210213088,1.534167044,1.085326815,0.077059077,614.6160031,0.505211178,1.882988391,1.005167403,1.814133589,1.114742796,170.8553325,0.0,0.744810404,0.084364125,8.186542851,1
RNA145_FPKM,0.159395054,39.28374358,0.0,24.52757548,0.308067412,0.0,0.0,0.440108629,0.200994766,0.0,0.875604384,0.174730065,7.440736917,0.226937841,0.173189765,0.512580936,0.120882268,0.0,35.28796152,2.317928497,0.870781647,5.575341574,0.0,0.038800947,0.296150374,0.553433212,1.267985331,0.035318504,0.934688466,2.202294978,4.312635594,0.008233688,1.52487155,0.869610009,0.730462503,0.255841623,0.0,0.553533889,1.037150273,0.04127877,2.776571304,0.367863803,0.0,0.024922914,6.985048983,0.166253221,1.238958577,0.093107436,0.0,0.62768364,0.094289013,1.149179682,0.445815674,2.741376865,0.242056433,0.180824713,8.943261114,0.068584773,234.1972213,0.240834672,0.234111485,0.319134103,0.21030191,0.24712119,0.0,5.425299284,0.295846093,0.131905063,26.20242253,0.158591102,10.93199754,1.556573662,0.066051703,0.633676514,0.0,3.579752806,0.592503691,0.227359131,0.702434461,0.989582008,0.575140027,10.03654627,11.23770687,1.048510769,0.089441842,6.029993388,0.093127221,0.201618723,0.197420594,0.219159552,3.314776482,0.271534511,0.26990405,0.0,0.642635633,0.0,0.248656284,0.0,1.79554972,1.167421656,0.072136214,0.250146519,0.448179043,0.863952648,0.904072076,0.024464006,0.023526718,0.447722363,0.229486442,0.256102942,0.0,0.100609895,1.822969711,0.692587202,0.024595754,452.3026298,0.483933675,1.612673402,0.338051757,2.12864308,1.552120767,170.8242337,0.0,0.648116978,0.040377437,5.037672432,0
RNA150_FPKM,0.441302106,38.73143104,0.0,21.75196881,0.580018151,0.050874639,0.085094336,0.473466092,0.317966494,0.036987049,1.874729208,0.280577819,7.079618831,0.0,0.255746366,0.8514808,0.624638425,0.241753365,42.27721042,1.857682784,0.890168624,6.036833297,0.531592614,0.107424537,0.540190907,1.02134692,1.153482388,0.0,0.879861187,0.406485809,4.83026823,0.091144424,2.100604666,2.613953041,0.838896471,0.283329864,0.023659162,1.202444641,1.579317111,0.274283163,0.118261222,0.349168386,0.0,0.055177814,10.16416519,0.552343028,1.234862049,0.103111123,0.04832179,0.955787549,0.0,1.073810126,0.797551991,2.728456573,0.226815559,0.133482964,7.957667731,0.11393053,168.0981844,0.355563411,0.388897481,0.274871229,1.242130271,0.218919286,0.0,10.22674211,0.327492616,0.029212956,5.885584794,0.159665949,0.917127846,17.53251222,0.195034783,0.606074285,0.121021359,3.041620109,0.468659769,0.143869588,0.259264987,1.835000555,2.123221869,22.71103776,5.992134246,4.773583025,1.089103349,7.386145352,0.137510712,0.297665781,0.165630503,0.323562704,2.1357947,0.350826972,0.597844046,0.041912267,0.237216059,0.039458866,0.068843129,0.0,0.893371037,2.031594082,0.479115554,0.0,1.488785449,0.709869169,2.202468902,0.027080909,0.0,0.471027771,0.084702279,0.189070532,0.0,0.083564748,0.532743021,1.073795808,0.027226751,317.717817,0.535699841,2.678952964,0.662359235,1.612913436,0.859396293,524.1438252,0.0,0.215325668,0.0,5.888905701,1
RNA151_FPKM,0.356129199,27.81682948,0.032099374,24.83928742,0.244723845,0.045625525,0.030513559,0.524398714,0.14255688,0.0,2.318441364,0.121443763,6.347532159,0.0,0.300945851,1.017965327,0.440052824,0.08668915,23.11509367,3.119190833,0.66510802,9.194562663,0.158850984,0.115577972,0.380546515,0.0,1.124120938,0.070097123,1.1600813,2.915780083,4.452448161,0.0,2.658882731,0.740052834,0.8327468,0.253994655,0.0,1.162657782,0.82753744,0.0,1.343134509,0.156529161,0.0,0.049464853,11.29061839,0.405192684,1.019300795,0.092435276,0.129973437,0.506362362,0.0,0.427905779,0.510768023,2.825356338,0.036969398,0.359035533,5.748922477,0.204296275,102.9324922,0.239093993,0.116257348,0.140835009,2.213452107,0.098126487,0.0,2.361081557,0.880872604,0.104774329,15.46300875,0.171781554,6.08518691,0.490045072,0.109302201,0.51479157,0.0,3.98342133,0.0,0.35474245,0.232514696,0.616980543,0.190329328,12.84668903,5.78570543,11.68330319,0.266310322,12.51903616,0.077064323,0.0,0.362344792,0.217575533,2.034646777,0.089858084,0.402014021,0.676430788,0.070913573,0.0,0.65841212,0.0,0.542603119,0.662374699,0.859190873,0.0,0.74164561,0.47041848,0.179565805,0.04855405,0.0,0.21116396,0.151864867,0.0,0.0,0.074922704,0.829617785,0.59600242,0.0,207.2251154,0.480427716,1.130300317,0.774607254,1.891098078,1.733746907,156.189393,0.0,0.257426902,0.0,2.50109127,0
RNA152_FPKM,0.229347688,44.75435861,0.03721092,29.47102128,0.177306753,0.317289931,0.035386779,0.607925105,0.132192465,0.192224194,1.545469083,0.32180939,10.97770666,0.0,0.11629869,0.590152136,0.139156116,0.050266993,30.94634286,3.054348187,1.079482201,5.464643492,0.092110273,0.133994951,0.381008741,0.212365352,1.094707384,0.0,1.237279132,2.112534228,4.56938807,0.037892691,1.669672089,4.432910941,0.74739406,0.441838946,0.0,0.710684429,1.449694284,0.213840359,4.9171096,0.544446783,0.062805586,0.0,9.318247231,0.052201539,1.609517703,0.053598903,0.401842503,1.21925564,0.0,1.364181412,0.473700461,3.79470226,0.085724607,0.277473294,8.76725813,0.197368221,240.0122958,0.554385704,0.0,0.448973448,1.097426921,0.512030466,0.0,6.909416892,0.680944772,0.060741552,27.74296248,0.207447019,21.5449461,7.735248365,0.304093424,0.69627879,0.050327157,3.587807034,2.046075331,0.336496678,0.539081278,2.03981578,1.103397143,14.50586959,10.54025725,3.486694293,0.308800536,6.152357012,0.196533213,0.696210698,0.289224974,0.672684349,1.734373467,0.15631353,0.582573681,0.043573409,0.904091204,0.04102277,0.166975226,0.172447053,0.958549452,1.343807466,0.083017452,0.072000582,2.751083054,0.802007113,2.70564025,0.028154228,0.08122667,0.528247051,0.352144117,0.163768723,0.0,0.028958912,1.340651338,3.587576433,0.056611699,447.7630689,0.556931651,2.456965567,1.017743564,2.772648477,0.781656932,139.4277747,0.0,0.447640631,0.0,7.087243694,0
RNA155_FPKM,0.085293047,45.49713503,0.069177945,26.87470034,0.197817995,0.147492599,0.0,0.309496711,0.06145525,0.0,1.374272126,0.149583644,9.981084025,0.0,0.077228885,0.274284483,0.129350928,0.0,32.43450007,2.415164005,1.003509121,7.251063482,0.085620019,0.124575423,0.316918657,0.592205134,1.696125813,0.0,1.300263108,1.571277943,3.435043289,0.008808009,1.31339551,0.664720048,0.781660117,0.273804125,0.068591177,1.412513335,0.634213414,0.0,3.009343655,0.562332651,0.0,0.0,6.489756828,0.226428036,1.136416548,0.0,0.093394358,0.881591966,0.100865907,1.191330691,0.220200219,3.936178382,0.079705407,0.0,7.468154821,0.33026822,262.7659322,0.085902283,0.0,0.22768275,1.005218549,0.423071874,0.0,1.976404633,0.316482096,0.056461595,25.26202223,0.084852804,9.925865725,1.340701029,0.188456971,0.154122787,0.11695254,1.8162804,0.724565736,0.173790746,1.002193303,1.403742238,1.230950841,14.56531878,5.344641259,2.119361929,0.669764435,4.399616412,0.132872977,0.071914515,0.217664198,0.312684311,0.193492767,0.096866267,0.722103077,0.0,0.305654263,0.0,0.066528577,0.0,2.227767815,0.892285828,0.231503685,0.0,0.319718109,0.984169699,1.160956599,0.026170431,0.0,0.395266439,0.245563595,0.182713855,0.0,0.05383683,1.747577451,1.457591662,0.0,491.1071674,0.517689256,1.776526582,0.612209084,2.697464204,1.349476253,183.4196377,0.45448301,0.277448368,0.0,0.0,0
RNA165_FPKM,0.191700041,47.07771702,0.116621109,24.85340341,0.407524151,0.220997595,0.036954542,0.997993161,0.345289816,0.040156593,1.754911319,0.273145485,9.451846618,0.545481179,0.156213164,1.541082967,0.242255182,0.210033578,29.98204665,1.173611907,0.966586182,5.642400329,0.288678758,0.046652042,0.607520417,0.887338828,0.816879068,0.25472746,1.123952838,4.414157243,4.685130061,0.118767575,1.162815378,3.883961568,0.910929866,0.307609351,0.025686595,1.049663462,1.737171527,0.248210594,3.638527333,0.505522342,0.032794051,0.119845217,7.748554367,0.636119227,1.021625618,0.111947062,0.104925293,1.509559891,0.226638632,0.734154807,0.371171278,3.29654488,0.134343899,0.289922587,7.812039185,0.288663655,170.7281502,0.289630446,0.140741138,0.554312962,1.230747765,0.118839607,0.0,4.164278726,0.711113116,0.380665306,21.10507924,0.086688769,13.54440705,3.606666825,0.238274509,0.277080463,0.0,3.673874759,0.610696542,0.468680405,0.281482275,1.854179187,2.074925652,7.214555121,12.26231166,2.241544509,0.860068611,7.690717257,0.018661808,1.050491905,0.294954573,0.527031116,4.638364135,0.054412931,0.81142646,0.091007741,0.515181931,0.0,0.099684022,0.060029029,0.719737083,1.203267387,0.433572207,0.0,0.718581137,0.737306189,2.174300226,0.029401563,0.0,0.659526723,0.0,0.0,0.0,0.151242647,1.156977394,0.777342174,0.029559902,354.4075272,1.163211521,1.996340405,0.875582285,1.88612779,0.466648308,114.8019646,0.0,0.8573556,0.072847901,5.384859797,0
RNA174_FPKM,0.306421471,42.61266175,0.213017305,23.56325812,0.778407477,0.100945215,0.0,0.787378998,0.220782451,0.073389525,1.517665231,0.393498456,8.97989359,0.0,0.23783484,2.815525946,0.177057796,0.0,36.44669016,2.546376829,1.361318114,5.669991364,0.527293659,0.170497212,0.688953818,0.607965501,0.447720675,0.0,0.872799115,2.419191509,5.033742825,0.027127249,1.797711489,4.63993277,1.040197005,0.28109088,0.0,1.052450251,1.200402507,0.49882811,4.45797719,0.577284097,0.029966933,0.082112667,10.02306504,0.381875466,1.322161603,0.204592597,0.095879864,1.034294078,0.103550253,1.025741625,1.092541223,2.782811481,0.163630386,0.463424552,10.12750488,0.150706941,195.7157764,0.176376805,0.0,0.311612623,1.740423669,0.271486624,0.0,10.65185605,0.32490464,0.14491052,26.34068948,0.055429839,7.642182474,12.97082693,0.169279854,0.759406772,0.120065,4.542758153,0.464956235,0.285425524,0.514432347,1.82027937,0.315950575,19.448874,9.373335018,3.9673463,0.294680953,12.7467082,0.119352009,1.919373014,0.269454594,0.321005784,2.780695108,0.099444171,0.889540681,0.08316212,0.392235807,0.078294094,0.182105533,0.0,1.915322227,1.099232634,0.158443132,0.0,0.328226773,0.612304384,3.376695588,0.456707405,0.025837555,0.51642698,0.0,0.093788211,0.0,0.027634795,1.00131139,1.065171451,0.054023188,394.0939113,1.062933061,2.136389994,0.799879444,3.507580212,2.024698995,1119.098474,0.233289088,0.356040134,0.0,4.611808909,1
RNA179_FPKM,0.0,34.52851018,0.145349587,15.87688881,1.073840691,0.258258575,0.0,0.692798603,0.677963761,0.225318794,1.443964471,0.363455147,4.595596291,0.765289446,0.178517593,2.881882354,0.407719473,0.0,44.22286364,1.886112438,1.205051511,0.698262387,0.269904931,0.109065374,0.195882774,1.03694731,1.018350118,0.0,1.418753685,2.889011403,4.242952139,0.120302588,2.216373296,3.352318043,0.973413832,0.287709517,0.0,0.981466846,1.186998332,0.092820025,2.041264629,0.0,0.092017626,0.056030742,12.78545855,0.934665692,0.716430195,0.0,0.147206214,0.308761154,0.105988474,1.130606232,0.578388547,2.84824508,0.146549393,0.338804567,5.463797006,0.231348452,120.7814441,0.180529818,0.263272651,0.518293918,1.497602873,0.444556385,0.177410512,2.258361768,0.332554928,0.237289396,15.84258654,0.137792336,3.91097462,2.39053033,0.12375863,0.680102448,0.098291462,2.949376637,0.190361685,0.620831365,1.05285278,1.086815947,1.185666061,19.00794536,14.27353701,2.619774706,0.301619586,10.11873734,0.191984177,0.075566759,0.26233666,0.739195404,5.217920926,0.152678564,0.303489301,0.042560138,0.160588597,0.0,0.046604861,0.0,0.789993591,1.125050689,0.081086937,0.070326256,0.503932928,0.407358058,3.25274424,0.02749952,0.0,0.213951845,0.172023177,0.063997715,0.0,0.113116414,0.199276696,0.493214878,0.027647616,238.0700173,0.0,2.293260183,0.380094507,1.637611307,0.981667203,111.7610874,0.0,0.145769418,0.045406892,6.922915229,0
RNA18_FPKM,0.0,43.12069023,0.0,5.336472981,0.346874937,0.568997091,0.0,0.665452953,0.905226371,0.0,0.876362857,0.845989921,2.595998207,0.0,0.438793767,0.0,1.497087915,0.0,70.25142768,1.33933425,2.300374268,6.184517885,0.0,0.087371935,0.078453455,0.207739648,3.263364362,0.039760706,0.315729455,7.43947444,3.145326273,0.166811878,1.842630227,0.839260439,2.162798798,1.008318806,0.0,1.797906254,2.794422625,0.023245239,5.050286499,0.532575424,0.0,0.0,22.49773183,0.15317191,3.148811094,0.052431422,0.196508565,0.044180935,0.0,5.175869074,0.501988346,3.164893821,0.230615696,0.0,4.404405427,0.154439125,287.4852691,0.361489381,0.0,0.439177367,0.031579616,0.55645499,0.0,1.455719356,0.0,0.148508573,19.20500537,0.202921687,2.424569561,3.120627108,0.446189094,0.097316523,0.0,0.903451775,1.620151232,0.21942425,0.527339105,0.181395727,2.590473165,29.10475613,26.94724365,3.279434533,1.006659088,13.88801468,0.0,0.227042044,0.51867665,0.0822649,6.311115321,0.662475326,0.493873061,0.0,0.160830695,0.0,0.0,0.0,0.175805179,0.0,0.0,0.211296833,6.391494127,0.094160512,0.203625991,0.027540978,0.450157924,0.756183172,0.34445585,0.448578137,0.0,0.396522065,0.342104082,2.001593518,0.193789983,492.3751609,0.544800665,1.602224474,1.405440051,0.378439523,3.713653421,572.7412079,0.0,0.145989176,0.0,2.836321223,1
RNA185_FPKM,0.213611944,45.14376941,0.207903023,30.01207957,0.462359774,0.295509957,0.065903756,0.781828262,0.246224133,0.14322842,1.585255472,0.243498358,7.751743164,0.243199188,0.092839524,2.197874363,0.215968391,0.140424636,30.69813693,1.27508754,1.472010516,8.506441021,0.171544663,0.083198022,0.205419654,0.39550575,1.262175928,0.0,1.102142814,1.574073136,7.197329642,0.06175595,1.754269527,2.66346234,0.435024135,0.548582407,0.068713196,0.821598439,1.171387047,0.132766553,3.014609871,0.169014687,0.0,0.133543892,7.749098849,0.356434765,1.650705249,0.099821719,0.187121,0.799036368,0.0,1.616895317,0.477908397,2.789899716,0.099808996,0.064612326,10.71388134,0.036765323,11.34556958,0.172110195,0.250994034,0.266060221,1.037037425,0.211935422,0.0,8.562910287,0.634090191,0.028281018,23.84889178,0.139099534,10.12093024,15.22118409,0.212388286,0.494036002,0.0,4.664495304,0.09074176,0.243701225,0.752982101,0.074017144,0.616615264,14.93646765,13.60821617,3.74661934,0.670849517,7.688335693,0.366053808,0.144084891,0.141085112,0.156620277,6.008444291,0.097038586,0.325498537,0.121725604,0.2296485,0.0,0.0,0.160581282,0.920577393,2.502865353,0.154610343,0.067046351,0.480430298,0.358502384,1.550480677,0.157301919,0.0,0.443949491,0.082000145,0.152532409,0.0,0.080898903,0.461401034,0.767206215,0.0,403.0827455,0.518610189,1.88130804,0.752652158,2.341897744,2.079835134,705.4768002,0.0,0.486321256,0.0,7.200266266,1
RNA2_FPKM,0.218083793,43.33962966,0.106119975,24.49224376,0.269750627,0.150837198,0.033645371,0.63307901,0.377127213,0.073121375,1.895386467,0.162548998,4.12933693,0.0,0.189569577,1.122220683,0.264568279,0.0,32.36693045,2.103012607,0.989714513,6.419360434,0.087529789,0.148649147,0.438545555,0.605634203,1.387829575,0.038624793,0.971841726,1.205181631,7.670217398,0.054046455,1.384028204,2.719371373,0.71064304,0.139955687,0.0,1.631096526,1.378413485,0.022581152,3.506472977,0.517621175,0.149270945,0.136339561,5.659738687,0.33084841,1.046070925,0.152856051,0.095529538,0.729899125,0.0,0.94333147,0.487946633,1.709093242,0.142662258,0.0,9.86375301,0.112596781,186.1313809,0.17573236,0.384344783,0.349268657,1.887430363,0.540930436,0.0,5.862131276,0.64743501,0.288730655,22.32034233,0.205136944,6.163790007,8.933841573,0.337323998,0.598970275,0.047850523,3.850451524,0.463206943,0.21327803,0.25613685,1.360155862,1.259070382,10.95421685,13.89401352,5.865320528,0.195736166,13.59954787,0.118925635,0.588388902,0.353573686,0.559664039,2.044884693,0.297188531,0.18464092,0.165716526,0.703317139,0.0,0.022670836,0.0,0.768994426,0.821339536,0.236753351,0.0,2.288836453,0.579545447,1.385307028,0.669116474,0.0,0.318518642,0.083680311,0.311451182,0.0,0.082586482,0.290971415,0.985454799,0.026898249,329.1269839,0.0,1.76508532,0.142309573,2.084533277,1.486375864,189.8750923,0.0,1.702516601,0.0,1.837786548,0
RNA201_FPKM,0.106466207,54.65958854,0.0,48.69386388,0.027445691,0.163664333,0.041058817,0.571159931,0.153421821,0.029754793,0.77983332,0.070030656,6.813598726,0.20209234,0.154253877,0.0,0.035892848,0.0,22.71984413,1.847089056,0.86501106,9.586895927,0.213748693,0.155518277,0.108604543,0.328481877,1.250301666,0.094322164,1.415156202,0.327003685,6.96167558,0.029321272,1.093083203,1.438354768,0.216861598,0.113964507,0.0,0.530919275,1.204127361,0.073531023,2.663101096,0.140397523,0.0,0.0,4.364362809,0.0,0.945802207,0.0,0.0,1.222858688,0.083966108,2.494777943,0.305413805,1.112606466,0.165824982,0.0,11.3260435,0.0,14.58214883,0.142943762,0.104284829,0.189468502,1.086340884,0.924314304,0.0,2.364544892,0.26345641,0.14095526,30.38140117,0.192604644,7.818473609,1.284883282,0.196061303,0.179565791,0.0,4.809778515,0.376940931,0.028934519,0.208569658,1.988165108,0.341504318,4.594219051,6.301678474,2.178846157,0.398164043,10.86296546,0.248827876,0.418931782,0.127875327,0.130078823,1.395574723,0.040318298,0.901460903,0.067398354,0.381529925,0.015871642,0.018460634,0.044479654,1.529639995,1.336739708,0.192648131,0.0,1.064320205,0.521227219,1.449322558,0.043548317,0.0,0.388781668,0.0,0.02535011,0.0,0.134402587,1.217684782,0.904684118,0.0,463.3649772,0.430951876,1.478547323,0.74112151,3.093154276,1.123177429,955.3513221,0.0,0.230901766,0.071925453,4.486528674,1
RNA205_FPKM,0.225866124,42.84781428,0.0,30.6812393,0.244429483,0.0,0.0,0.399078078,0.358000152,0.0,0.793976927,0.168340171,10.33449245,0.257150686,0.065443605,0.290535161,0.182686202,0.049493438,34.69355159,1.797642745,1.366615948,5.584316576,0.090692794,0.065978104,0.473911237,0.836389101,1.026596239,0.0,1.536178553,0.41609307,4.416100417,0.027989585,1.138208776,2.252873553,0.4293185,0.290026343,0.0,1.158304952,0.860700301,0.070191456,4.196251827,0.059570159,0.061839075,0.028240969,6.659188103,0.137046312,0.641980771,0.15832222,0.0,0.311247209,0.213683925,1.628219993,0.427583281,2.438624343,0.105534694,0.0,8.496309712,0.077748846,267.4048584,0.0,0.132696348,0.160781594,0.17480852,0.392112519,0.0,4.684037635,0.335232879,0.029903402,31.24078617,0.171588104,6.383355292,3.571728948,0.299443915,0.293827818,0.049552676,3.847675764,0.863438407,0.073634968,0.796178087,1.356444353,0.434658903,21.02049318,1.179523091,1.848739953,0.0,5.540363333,0.052785288,0.456982321,0.196645952,0.0,1.366253905,0.051302677,0.688357825,0.214514303,0.242822642,0.040391474,0.070470231,0.0,1.327328846,1.606726222,0.245219707,0.070892569,2.539800556,0.852896618,1.434510652,0.027720965,0.026658893,0.647035221,0.173408421,0.258022916,0.0,0.085539794,1.463622826,3.71583539,0.0,535.9299,0.548361066,2.311822746,1.002157239,2.34922692,2.528960553,188.9088383,0.0,0.661177769,0.0,3.806723788,0
RNA209_FPKM,0.0,42.28478087,0.076667783,17.73499837,0.877070148,0.163485324,0.01823532,0.49222901,0.44278268,0.118857643,1.223302477,0.217628472,7.334520558,0.538103072,0.068487283,3.344190123,0.430129617,0.569691683,43.44139274,2.062136065,0.516478284,4.2725814,0.0,0.023020578,0.413288619,0.218869889,0.752037105,0.0,0.831547234,4.354258652,1.133593307,0.039055115,1.05882552,2.06298614,0.513474371,0.303448668,0.0,0.707103381,1.208302913,0.146901195,3.166893698,0.249362692,0.064700967,0.059095904,9.281262065,0.268923717,1.217709802,0.0,0.258787846,0.884128198,0.0,1.064960686,0.732230043,3.74577039,0.088354357,0.071511944,9.34123674,0.162729644,167.8206582,0.476055884,0.0,0.46266708,0.232828378,0.293106126,0.0,9.393108415,0.350900712,0.062574644,19.35255077,0.128264909,8.841553239,9.277105457,0.156685754,0.341678814,0.025934314,3.00169906,1.00405269,0.154119227,0.833146363,1.255740924,0.796004995,27.85127331,8.886894538,2.211133656,0.0,5.093676257,0.092055005,0.7174103,0.120636979,0.51988333,2.001709324,0.322108631,0.640360648,0.089776782,0.169373597,0.0,0.024587936,0.059242977,1.018652767,0.890211182,0.085560193,0.074205887,1.417489815,0.925628272,5.361708008,0.029016564,0.0,0.464699281,0.0,0.033764112,0.0,0.029845894,0.961069616,2.628968876,0.0,388.9058637,0.573989907,2.081751101,0.586061483,1.860484433,1.035624164,124.0745322,0.0,0.768853125,0.0,4.647646936,0
RNA213_FPKM,0.128398402,42.62715157,0.0,25.81936578,0.330879054,0.148021554,0.033011329,0.391662666,0.185026943,0.035871707,1.400233567,0.178286591,13.50736541,0.0,0.155011705,0.550536307,0.649116655,0.046892662,33.66643423,2.849930031,1.187093656,5.276798672,0.08592708,0.020837032,0.430350557,0.396219312,0.875513185,0.037917556,1.254870591,2.75959782,5.842691919,0.008839597,0.998657196,3.335650907,0.435869813,0.137393036,0.022945722,0.75460544,0.795692502,0.17734145,4.702723177,0.338639239,0.26365303,0.053513932,10.90462284,0.373362277,1.292689177,0.250004537,0.421781848,1.011230564,0.101227644,1.504306689,0.810332611,2.198985948,0.039995628,0.129457795,11.69702551,0.220989926,231.1878491,0.0,0.377170306,0.380832154,0.210824774,0.371556134,0.0,3.620242682,0.3176171,0.226656334,1.858539885,0.1393667,0.71157754,1.671862086,0.189153523,0.371251666,0.0,3.513407949,0.727243789,0.348828029,0.754340613,1.804430527,0.205909249,8.491414874,7.376214425,1.876951349,0.0,5.789700338,0.233403543,0.072172423,0.231319045,0.156902847,2.459825398,0.0,1.195866634,0.121945218,0.230062826,0.0,0.178045784,0.0,0.866458288,0.806007778,0.309778573,0.0,2.406643141,0.808189844,0.582560077,0.052528573,0.0,0.589070494,0.328592351,0.458452862,0.0,0.0,1.862805031,0.942259286,0.0,513.3666883,0.519545853,1.935914534,1.256841705,1.323626121,1.97962044,805.6556134,0.0,0.696108463,0.043367288,2.705221508,0
RNA219_FPKM,0.088995608,31.43223047,0.216542853,26.02388301,0.275207,0.205193647,0.0,0.435272631,0.224430551,0.111885425,0.478001716,0.204862333,12.05308976,0.0,0.032232553,0.286191139,0.314920751,0.146260265,33.1768125,2.417957844,0.972341283,5.917314621,0.178673548,0.064991613,0.369598144,0.205970895,1.061905744,0.078844345,1.095875858,0.409871731,3.940002356,0.0,2.865519393,1.248435835,0.936481004,0.428534893,0.0,0.784482368,1.261502102,0.09218929,3.338863161,0.058679478,0.0,0.0,6.953133625,0.151889152,1.126509909,0.0,0.048724298,1.095119154,0.0,0.962412679,0.306345444,2.867317083,0.062374057,0.067297421,9.774523194,0.153172722,8.282580716,0.179262581,0.130712299,0.475132861,0.814066031,0.220742827,0.0,1.46937623,0.330220545,0.058912585,6.762420637,0.104642077,9.432470624,1.865264149,0.098329686,0.096487943,0.0,2.205347577,0.189025433,0.036266996,1.30712299,2.030096041,0.642239957,12.97563939,9.294901211,3.512345794,0.199668236,3.876692564,0.103992105,0.075036315,0.374082057,0.163128949,0.134594842,0.0,0.979527177,0.084522772,0.398653346,0.0,0.11569429,0.055751521,0.958873888,1.769092485,0.483106463,0.0,0.667194066,0.342315612,0.403784527,0.054612973,0.0,0.43743303,0.0,0.06354848,0.039082163,0.02808694,0.607834272,2.397417028,0.0,575.1162018,0.540162083,1.377062557,1.277596377,1.626285536,1.408151619,183.7756846,0.0,0.578984735,0.022544078,4.68761348,0
