,AL133216.2,AL732372.2,GTF2IP13,AMZ2P1,FAM157B,PKD1P5,RP9P,SMG1P1,CCDC144B,AC009093.3,UBE2Q2P1,USP32P3,HERC2P9,CSPG4P11,FRG1CP,H3P37,PKD1P3,PKD1P6,GUSBP2,AC009053.1,SMG1P3,AC242842.2,ANAPC1P1,ADAMTS7P3,HERC2P3,AC138409.2,BMS1P1,AC110079.1,RPL23AP82,AC004381.4,LINC00888,NMRAL2P,SMG1P4,AL390719.1,EP400P1,LINC01347,ZNF658B,C9orf129,CROCCP3,UBE2Q2P2,AC005622.1,GPAT2P1,FAM238A,AP000769.1,ZNF252P,PDPK2P,CASP4LP,NSUN5P2,A2MP1,SHLD2P1,EEF1DP3,H2BC19P,CEP170P1,AC127502.1,LSP1P5,ULK4P2,AC068620.3,AP000347.1,LRRC37A17P,FAAHP1,LRRC37A4P,POLR2J4,AOC4P,AC211429.1,MRPS31P4,DNM1P47,SIGLEC17P,AC007342.3,STAG3L1,FGF7P6,AL353743.1,PARGP1,PMS2P10,AC010203.1,CD99P1,ANKRD20A5P,MFSD14C,AC027559.1,WASH3P,PVRIG2P,TBC1D29P,PLEKHM1P1,GTF2IP9,AP000356.3,AC073264.3,FAM86C2P,EFL1P1,PRSS40A,AC009093.9,NBPF8,ADAMTS7P1,AL158066.2,AGAP12P,RHOXF1P1,MT1L,CCT6P3,HTR5BP,HERC2P7,NPEPPSP1,ZSCAN12P1,CELP,ZNF56,SUGT1P3,LINC00674,Diagnosis
RNA32_FPKM,0.161565203,6.718792361,0.38799988,1.331358173,36.80952732,1.364305615,2.04843075,0.672661987,0.896833328,0.258071062,0.367089388,0.329774248,0.492385141,0.0,2.476165849,0.192278462,3.592753255,1.954010081,0.325079868,1.496087023,1.097694299,0.0,0.266772865,0.025370807,0.441443622,0.406771944,0.359615549,7.283173585,0.278552893,0.231587407,0.580005038,0.282444568,0.697256467,0.121335311,0.256717127,2.300521862,0.073305632,2.419473111,1.166643766,0.143475027,0.992690954,0.0,2.922694848,0.96405103,0.912191082,1.997507423,0.505506564,4.271897071,0.285643333,0.829334863,0.254292055,4.336201531,3.360249858,3.995842997,0.677396892,0.293584348,0.055587883,1.341116883,2.508581067,0.418660895,0.347588821,3.002444215,0.437204606,0.380222537,1.456990262,0.060282153,1.06682562,7.899760077,4.827283788,0.051172513,2.213030889,1.111882556,1.299863861,0.972061229,1.13926103,0.257143882,2.857866285,0.934974466,1.152024412,9.659462448,0.085818451,25.9148025,0.330326224,0.100993594,0.905539841,0.082548464,0.049689252,0.069728243,0.802451139,9.232492898,0.056557562,0.617566419,0.096134342,0.452220756,0.0,2.513746201,0.0,0.448500368,11.09902205,0.09578824,0.023690301,0.332343941,0.549398966,1.661309044,1
RNA328_FPKM,0.118500694,4.275254419,0.310460818,1.830095664,18.19817979,3.458005073,1.58937847,0.484405475,0.109461962,0.240897139,0.170049763,0.238328238,0.355348804,0.0,2.676849677,0.24613622,4.272639565,2.871726084,0.317924493,1.912249161,0.958977141,0.556322242,0.026678095,0.081217643,0.303647239,0.5695881,0.30465865,6.582395347,0.724355391,0.247121075,0.464095683,0.034762543,0.517330278,0.194165947,0.205411429,1.583447953,0.105578353,3.162068567,1.116335438,0.114833027,1.168074059,0.409703565,10.57937163,1.002803782,0.709179597,1.236416322,1.814961417,7.705998529,0.385698076,1.099067628,0.0,2.829948246,1.05812748,1.453295791,0.840132911,0.06710593,0.0,1.031175978,0.109766296,0.768484025,0.143273619,3.891917181,0.473957787,0.608588803,0.437179583,0.031209746,2.61532841,4.653379077,3.831629238,0.0,2.040214072,1.09497605,1.69012139,0.466666769,0.982610179,0.274337195,1.760660846,1.603140461,1.843571393,14.48171969,0.13733035,18.87351165,0.264299271,0.12124828,0.337014845,0.033029588,0.039757162,0.089259328,0.74086783,11.95314868,0.09051955,0.494124724,0.115369769,0.603101604,0.449600496,1.636365237,0.237304723,0.489355504,7.514539748,0.114998971,0.0,0.478676576,0.219792496,1.424269777,0
RNA331_FPKM,0.047238756,0.24291159,0.385186631,1.820684098,2.185383177,2.027835131,2.35229223,0.708071643,0.021336668,0.664032636,0.393194202,0.209024361,0.460713788,0.042639132,5.934026256,0.10795397,4.706367026,3.31153925,0.278830994,1.608954581,1.100458775,0.48818761,0.187211129,0.14245052,0.298923908,0.897158241,0.341428267,2.940411872,0.619002755,0.0,1.22108149,0.0,0.489314505,0.323544489,0.273450582,0.017365878,0.113168469,0.622564255,1.620548844,0.268525054,0.327811854,0.564635327,7.276380278,0.23680422,0.653766311,0.727341857,2.465024972,13.49930459,0.501147628,0.836619381,0.53544281,3.212993838,0.258630478,3.951288148,0.213921804,0.058855888,0.052025525,1.264671973,0.055019505,0.985074366,0.258710607,6.152529758,0.009900841,1.467727967,0.766879629,0.049768084,5.81406894,0.905388,5.04076954,0.125714644,1.991909821,0.860306888,3.648903101,0.545712207,1.048696852,0.206238777,2.787062046,2.577691726,2.545757109,13.48603242,0.012048814,10.89741139,0.231929662,0.708835014,1.729101804,0.135166002,0.52313378,0.068507517,1.429463178,16.22012727,0.039696272,0.433607629,0.202376161,0.0,0.0,1.838803556,0.089202445,0.486403446,4.257102373,0.100846888,0.0,0.723034047,0.468168115,1.498984287,0
RNA334_FPKM,0.037380937,0.351110285,0.348097994,2.073066286,3.958292425,4.199142049,3.446451378,0.241205974,0.00527278,0.477613764,0.13409157,0.206724447,0.22781882,0.0,4.64368483,0.053382753,3.217064421,2.35247952,0.200552674,0.903479668,1.010587066,0.482440955,0.115722554,0.035225261,0.215000588,0.786437883,0.088082049,3.456101664,0.773279427,0.0,0.986211176,0.030161197,0.263951841,0.791542218,0.155897018,0.532213181,0.081397834,1.007535134,1.343914968,0.0,0.364715542,0.533037027,7.147853599,0.334546442,0.637573313,0.392351382,1.943076224,14.92934834,0.371712432,1.816664786,0.0,3.211188113,0.180557469,1.932856078,0.681692503,0.087320479,0.038583089,1.178008431,0.095217275,0.734929274,0.124269895,5.042802781,0.039156942,0.0,0.568782571,0.049220461,4.095864858,1.336230913,2.733798773,0.142079648,2.570961902,0.415518256,2.593750778,0.033718992,1.180886476,0.220959529,2.290731145,3.522625383,2.619757581,4.234096293,0.047651985,9.564105294,0.0,1.437072936,1.169253517,0.133673938,0.13797881,0.048392183,0.085690751,11.09095606,0.07851227,0.428503457,0.033360995,0.034860564,0.0,1.611539052,0.205851067,0.396144003,3.243370827,0.199457472,0.0,0.645875712,0.708134306,2.388364186,0
RNA335_FPKM,0.097612014,0.249363615,0.626113817,1.283969604,2.251570516,2.849309568,1.68776318,0.42674635,0.172206374,0.623710467,0.420241099,0.183186397,0.385007246,0.0,5.467235733,0.0,4.035095349,2.794964417,0.196411825,1.70812523,0.91364,0.63054024,0.664902868,0.344948034,0.308845376,1.00066003,0.057521344,3.240789744,0.841514122,0.0,0.867340487,0.039379634,0.574489595,1.187598231,0.2202058,0.269039162,0.079717198,0.511669917,1.504275728,0.303457916,0.105837102,1.955655011,7.316033146,0.873727469,0.644967516,1.12721527,2.149765339,13.42493255,0.631045998,0.65768987,0.691460042,3.820187597,0.353664527,2.277140612,0.583251512,0.266085621,0.050392814,1.291445699,0.213152824,1.897139053,0.219564411,6.694142737,0.051124829,1.206288733,0.825363412,0.089985595,5.081276895,0.791531862,5.425026659,0.092764068,3.008528736,0.697645865,2.503418186,0.52861067,1.354361865,0.366224668,2.748216562,2.481643244,3.22115867,16.12682755,0.202211039,9.661918133,0.0,0.961232617,1.832298093,0.037411156,0.0,0.063195684,0.727256835,7.350675638,0.03417531,0.560045058,0.065347472,0.0,1.188114892,2.065870131,0.307184635,0.295597514,3.583847869,0.130254258,0.021483739,0.722921436,0.355681471,1.935870148,1
RNA336_FPKM,0.106280085,1.527399482,0.418345264,1.576469018,10.10943088,0.842864009,2.94006263,0.300897681,0.305982855,0.305579867,0.152513058,0.117564507,0.373447725,0.0,3.431116274,0.151775853,3.26990611,1.846812562,0.17107752,1.073654757,0.751578529,0.54883956,0.157939776,0.040053104,0.213981196,0.539002393,0.083491248,4.502528751,0.60469524,0.060934827,0.366297227,0.0,0.440339012,0.708757118,0.249699474,1.03495519,0.115728249,1.209639387,1.025400078,0.0,1.106269947,0.433055192,7.52587678,0.380506404,0.689448299,0.461154114,1.371093033,10.13674958,0.239590171,0.900187441,0.501908383,3.442146912,0.821457927,1.863921352,0.695169586,0.0,0.0,0.620327623,0.077353637,0.252726338,0.207873514,4.929951416,0.166994336,0.0,1.006403854,0.05318376,2.006851436,4.778935348,3.261950985,0.121198253,1.443140169,0.607655379,1.539256364,0.498782479,0.934388011,0.115998633,2.134216368,1.423439866,2.573445802,11.87936478,0.067741173,11.65665788,0.521488752,0.757483679,0.631717647,0.130329952,0.470777059,0.0,0.292350349,12.40005529,0.119077853,0.974957231,0.037933329,0.23798707,0.739156978,1.126716554,0.033440161,0.482770425,4.434037548,0.075610845,0.037400075,0.341079195,0.309780865,0.936735932,0
RNA35_FPKM,0.160380005,2.279773332,0.521380897,1.906196475,17.37590134,3.299621055,1.663729634,0.333873315,0.186729884,0.320243766,0.215761873,0.221764123,0.567851676,0.0,2.883014461,0.200418604,5.674936316,3.612258865,0.188260992,1.475521979,1.1508241,0.517764746,0.496555384,0.226691831,0.449753263,0.281222835,0.330731443,6.61477275,0.92459422,0.0,0.518194689,0.0,0.575755332,0.19872253,0.194544689,1.012931012,0.152806428,2.521927839,1.549137745,0.284907585,0.521670749,0.136153657,4.041169978,0.861313422,0.833275055,1.248678386,1.52473208,9.880308541,0.199376366,1.562927541,0.094680766,3.967846454,1.210532118,3.11020285,0.378244673,0.187364889,0.0,2.410418875,0.496100543,0.641717314,0.164682609,6.616799485,0.167999818,0.0,0.813557953,0.060720626,3.024997267,4.448096341,6.670452419,0.057159309,2.937103693,1.379697894,2.540471426,0.47040354,1.101568334,0.410252198,3.226576475,1.83971473,2.463617275,10.74967055,0.051115194,18.21969355,0.0,0.263221184,0.094079236,0.122911633,0.296013428,0.020765772,0.781258273,12.66161066,0.154411249,0.459878004,0.250479943,0.823046423,1.394357036,2.712122999,0.063093616,0.455320361,6.289596139,0.106994738,0.0,0.767076564,0.350594035,1.590271404,0
RNA358_FPKM,0.067115232,1.875990067,0.254748075,1.463506938,17.37295159,2.813385675,2.104202956,0.815961598,0.227329843,0.38592672,0.44304319,0.212115149,0.693050072,0.0,4.149617792,0.268383744,6.840937743,4.240912826,0.288123499,1.975907456,1.317751442,0.693451957,0.432232426,0.151792991,0.71037914,0.68075167,0.611618811,6.233437478,0.82157471,0.153980792,1.185469087,0.064973966,0.846851433,0.411290036,0.187395053,0.41927029,0.277722811,2.894692091,1.654808267,0.333833748,1.106161966,0.5834141,1.387580413,1.441775891,0.741761203,2.179415404,1.007989113,9.778350299,0.427200526,0.516771543,0.253615421,2.801650447,0.778102322,4.255507031,0.337679225,0.292720524,0.018479991,1.232641165,0.664354185,0.785687438,0.304546132,8.980500133,0.196848061,0.379210821,1.271039998,0.088381312,3.123020944,4.63069309,6.622480734,0.127563845,3.165717954,0.540078506,1.296084954,0.775319129,1.150616348,0.231965746,3.096804743,1.797778894,2.883657209,13.07728746,0.051326518,21.38926721,0.0,0.20139638,1.595714785,0.123445293,0.148618612,0.0,0.984669732,9.764235601,0.187983733,0.615923166,0.143759481,0.400810506,0.0,1.550466875,0.211211377,2.113802105,5.689726579,0.047766681,0.0,0.762146825,0.508649209,2.366172328,0
RNA365_FPKM,0.12084482,2.841441281,0.188766267,1.412903474,23.48542163,5.129944114,1.485784513,0.961570371,0.560915301,0.085785219,0.712950906,0.254624175,0.654758206,0.0,2.522094612,0.076695834,5.100730436,3.672213103,0.432296911,1.705249047,1.731499888,1.38696103,0.266077311,0.101217365,0.525234386,0.434672594,0.548513554,5.316528008,0.856561134,0.0,0.896602859,0.021677546,1.12527827,0.43563214,0.278894759,0.024681127,0.175455314,3.297833877,1.463409456,0.143123404,0.990019013,0.328267686,1.735090917,1.105675551,0.664571698,2.086142527,1.189290447,6.655438408,0.676602444,0.852954555,0.126877403,4.03468195,0.972945285,4.075738479,0.304005395,0.167301077,0.036961503,1.243484967,0.684099735,0.663145207,0.346656777,6.408093254,0.253186854,1.896324987,0.908221582,0.176821745,1.675191919,9.264355771,5.931316004,0.153141306,2.686935714,1.393254504,3.40306084,1.017924357,1.165734977,0.354157835,1.920225552,1.531906421,3.129055088,15.21111233,0.034231175,23.74753864,0.0,0.251848138,1.491203355,0.068606666,0.247820582,0.152979283,0.738742021,7.065741489,0.075212525,0.616261673,0.047930263,0.601371094,1.494242073,1.720916926,0.126780382,0.325314695,4.526342587,0.095537296,0.0,0.596664608,0.587082459,2.011936013,0
RNA368_FPKM,0.072298725,1.300496806,0.283137637,1.505828152,13.58236974,2.151762637,1.809554119,0.31821884,0.052476885,0.23096816,0.02963713,0.163217527,0.177758148,0.0,1.091261365,0.058987744,2.993967539,1.825332408,0.055409483,0.685660155,0.53274924,0.533598537,0.076742756,0.019470424,0.136651428,0.323199143,0.097360943,4.139976964,0.774621997,0.0,0.578434306,0.033328011,0.243134452,0.335077662,0.112536651,0.436468741,0.179950752,0.928062743,0.756592307,0.073372923,1.478244052,0.39279028,3.363227672,1.885893301,0.545934917,0.838480792,1.392097019,8.66807167,0.315009755,0.9940996,0.195066888,3.103497511,0.399151718,1.137916461,0.493682851,0.160884048,0.014220013,0.860041285,0.045101872,0.5667664,0.113123268,5.38983333,0.357034409,0.145897879,0.209566756,0.032643505,2.507491399,6.410527488,4.147638188,0.0,1.476268992,0.437430459,1.994454171,0.0,0.930740246,0.14090646,1.42558341,1.485761002,2.124824379,3.978116441,0.052666808,13.60453899,0.253503624,0.309955803,1.14704687,0.094992746,0.0,0.021391433,0.615617042,12.86201545,0.130187252,0.473941558,0.092183683,0.539664866,0.574673236,2.549423181,0.064994592,0.875793529,5.274225266,0.073478953,0.018180746,0.535426189,0.331156225,1.547546143,0
RNA37_FPKM,0.108324073,4.220265792,0.36546515,1.675390967,31.33258084,2.733920678,1.747967332,1.181607583,0.825503814,0.657488363,0.341981646,0.487841173,0.776761965,0.0,4.175182503,0.278434451,4.216826928,3.657559624,0.377793001,1.719564252,1.973576208,0.559204235,0.214642953,0.020404748,0.822494195,0.677923945,0.68075782,6.936372774,0.989810598,0.062085563,0.536642093,0.034960962,0.856771758,0.253797983,0.09220736,0.995105502,0.141544733,4.671941323,1.354727957,0.269367566,0.422801815,0.823885468,2.687409236,0.891975637,0.796366852,2.471297421,0.886413945,6.38588179,0.316010688,1.000862079,0.71613193,4.229328441,1.50000741,4.408275002,0.327008831,0.438660537,0.044722797,1.095860199,0.141906088,0.37645198,0.406769177,4.444796469,0.340400072,0.611917098,1.172280741,0.116969499,2.940200906,5.876729685,5.934471839,0.185288598,3.870657106,1.628570395,2.745309505,0.586549586,1.15468914,0.55170214,3.508346053,1.343292182,2.543959315,17.50655493,0.027617591,22.26444193,0.265668457,0.162535623,0.864102144,0.12175537,0.199899474,0.044879069,1.489857795,11.1292028,0.060681199,0.496684507,0.116009899,1.01069331,0.301349004,2.056729102,0.0,0.426430559,10.80971288,0.231237458,0.019053182,0.721984753,0.473591339,1.909502639,0
RNA379_FPKM,0.075329071,2.453023162,0.561224097,1.432410454,25.64452142,2.436839492,1.666967007,0.727576349,0.33166475,0.385017466,0.475593646,0.273767739,0.691386704,0.0,4.008669269,0.215151012,5.297055105,3.420939771,0.323341948,2.869801935,0.990122043,0.778323953,0.559698336,0.141970022,0.693271325,0.617706539,0.402386958,5.473900368,0.71426498,0.0,0.876133278,0.048608158,0.326259666,0.434436497,0.235956188,0.055343169,0.065617012,3.339028421,1.197758167,0.160548276,0.391990447,0.491077813,4.671940423,0.323586879,0.513964161,1.876646679,1.203777852,6.448797886,0.699177988,0.666974412,0.569156254,4.228532874,1.431197414,3.624311973,0.265279311,0.234660699,0.0,2.028198022,0.131564787,1.102229299,0.353568571,4.569059931,0.252491953,1.063825079,1.018901028,0.099193463,2.84461204,5.152624965,7.173113541,0.143175635,2.314746867,1.052735623,3.090884132,0.924545987,1.142339469,0.493254737,2.319527351,1.718724527,2.029559521,13.31147839,0.07681743,21.76499208,0.369768523,0.056526321,1.178196068,0.138552948,0.333613059,0.031198926,0.690651721,4.950098656,0.08439139,0.691306368,0.053764993,0.281142252,0.0,2.431337685,0.189637917,0.50182052,6.838105057,0.160780282,0.0,0.669385128,0.395209435,2.522793114,1
RNA38_FPKM,0.080597287,5.213610061,0.141630739,1.647633035,49.2762325,1.147723231,0.928998627,0.42784408,0.062558787,0.257479049,0.115657968,0.42188846,0.274531579,0.0,0.709626205,0.028766927,2.488124366,1.810316425,0.081085221,1.003203683,0.720818274,0.5202187,0.124769936,0.227855126,0.243402971,0.315257653,0.189951976,4.415793754,0.321338725,0.0,0.151910262,0.243869751,0.455347957,0.21790245,0.102910285,1.554872711,0.1426147,3.560683162,0.584999705,0.0,3.189705887,0.109478733,5.675932856,0.613172273,0.445376349,1.255003269,0.514052832,4.426117294,0.133595673,0.620580206,0.0,7.087698626,0.892227962,2.038673828,0.405511963,0.251071937,0.0,0.901629257,0.08798881,0.221140227,0.21280609,3.235312712,0.189961631,0.426821438,0.272594026,0.01326715,0.594474746,4.693443351,2.918686015,0.057444059,1.223997381,0.554676326,2.310148263,0.181849438,0.741796444,0.091630083,3.077274361,0.649667906,1.687424171,6.771628067,0.064215387,18.64668423,0.0,0.415702983,1.875260941,0.020591635,0.148761957,0.0,0.046177079,12.36598917,0.141093648,0.462057603,0.035968182,0.26321389,0.0,1.689734456,0.031696325,0.152547745,7.46472435,0.0,0.017724869,0.522275092,0.117471459,1.331971182,0
RNA383_FPKM,0.08769681,2.435453568,0.300519232,1.250818309,28.86078147,1.780159502,1.920626039,0.337757057,0.123766377,0.420255466,0.550603088,0.294495177,0.542416991,0.0,2.981404821,0.313101175,3.808725128,3.409361868,0.176481293,3.116648181,1.185634307,0.565998737,0.135761173,0.103301817,0.334218253,0.484986375,0.551173213,4.465573158,0.472510919,0.062839922,0.637547418,0.053067253,0.485158686,0.177828653,0.220229364,0.966796655,0.143244971,2.429768933,1.224143875,0.467354804,0.285292425,0.089330202,4.079624793,0.7849536,0.595250206,1.534384519,0.981511508,6.915558869,0.71230444,0.675284148,0.103501048,4.102727944,1.200339479,2.809902205,0.275776444,0.204914804,0.0,1.015211101,0.063835633,1.70441497,0.283021194,5.525115292,0.195216346,1.857802367,0.963959541,0.066407198,2.994094192,4.153539709,5.597119974,0.0,3.172968383,1.137481575,1.455380423,0.94978557,1.566145124,0.259230671,2.75853242,1.685730084,3.173320798,13.74330603,0.083854505,21.57262073,0.0,0.534608339,1.131725157,0.02240606,0.283253783,0.04542168,1.457542579,9.723160791,0.10746887,0.502719375,0.097834659,0.368237402,0.0,1.994760481,0.103489058,0.431588282,7.793284242,0.078011079,0.019284684,0.62243431,0.351496771,1.739240618,0
RNA385_FPKM,0.043084931,3.337295638,0.272551974,1.51118218,24.29771879,2.101589385,1.986392912,0.448451488,0.093231922,0.367027002,0.515224464,0.300703142,0.422237353,0.0,3.470235067,0.307642402,4.343344551,3.360445045,0.057796095,2.062199096,1.152974732,0.371012144,0.248996819,0.135338782,0.346970611,0.464894294,0.33846554,6.154292435,0.73043242,0.082343101,0.928026085,0.023171928,0.527393848,0.11648071,0.237166143,0.079160523,0.109466094,3.269115517,1.449727724,0.382666306,0.560584792,0.273081469,5.121818608,0.437043706,0.75564822,1.61814009,0.843393165,6.120680113,0.276134967,0.8570005,0.746030517,4.560787272,1.190926908,3.681097942,0.343214945,0.134215648,0.0,1.4305632,1.442467243,1.077029404,0.314594388,7.174088715,0.195569297,0.912692066,0.874245331,0.058626789,2.808622261,5.451898552,4.819662928,0.027292309,2.950765518,1.855078086,3.293153131,0.466606012,1.507223889,0.248172604,2.479566196,1.780967305,2.719170058,14.75055394,0.027461624,22.69991638,0.0,0.269371603,0.696380965,0.036686575,0.132519022,0.059498417,0.131699185,12.05384737,0.261463617,0.329532525,0.051272931,0.616395384,0.199732417,1.408862527,0.271176225,0.413152554,6.494797568,0.178843948,0.0,0.584972979,0.397663409,2.721456182,1
RNA386_FPKM,0.035814088,1.628983204,0.27689178,1.422584983,13.836605,2.036128305,4.347918743,0.288268232,0.033693264,0.343239002,0.102787199,0.320686979,0.316728615,0.0,6.259455046,0.20458071,4.6970456,3.453247214,0.416348776,1.602144795,0.3376641,0.616804573,0.354797158,0.089982038,0.199138568,0.631162872,0.356361177,4.551436339,0.96731794,0.068480632,0.719958053,0.057793939,0.202326726,0.473326122,0.272329001,0.043860648,0.155978936,1.859218458,1.876858829,0.127235622,0.258862396,0.226981414,4.319022783,0.68382503,0.659649177,0.985786466,1.114757125,12.57325501,0.174127177,0.850222761,0.450945789,4.725295005,0.576641806,2.925573241,0.180192682,0.18593111,0.032858704,1.504947588,0.417047015,0.78605787,0.261490961,9.210957692,0.100037657,0.0,0.242237049,0.050304202,2.857814864,4.135701393,7.601419727,0.272260712,1.578279988,0.859455813,3.45767411,0.34475343,1.338096359,0.227998239,2.68857027,2.842247687,3.107786535,7.843283583,0.045654618,15.23708954,0.0,0.179095788,1.157670063,0.121981921,0.132195331,0.0,1.039884478,13.08902133,0.100312043,0.547845055,0.085219818,0.490090134,0.996319614,1.681049154,0.075125609,0.469950053,4.143545158,0.212351956,0.0,1.296613369,0.382749951,1.788601177,0
RNA39_FPKM,0.044680443,3.159253652,0.384746258,1.387886605,20.11914243,2.67178221,1.442095124,0.632535073,0.813483116,0.214106674,0.304579836,0.458971226,0.648858629,0.033605881,4.021622639,0.287147708,4.734492956,3.044036652,0.41958525,1.69272889,1.626386741,0.577234036,0.498030834,0.021062635,0.604035639,0.494213904,0.351035287,5.296735242,0.635572038,0.192196695,0.67373473,0.03605088,0.799424995,0.382545733,0.197790108,0.615731658,0.121643586,2.342088796,1.327250472,0.15873485,1.647290121,0.212415997,3.464357305,0.519909708,0.821276412,1.704278997,0.924895477,7.067988101,0.355516452,1.569752493,0.316559263,7.617739287,1.780765604,3.064247792,0.140515743,0.139185893,0.107633078,1.156222411,0.552884327,0.735596818,0.349576285,2.839986259,0.280843375,0.788822601,0.982210373,0.100033343,5.424001714,5.862901717,4.934518134,0.127384104,2.355114718,1.584898419,2.291940422,0.241942634,0.896167284,0.467351845,2.627280373,1.108271915,2.542174843,8.689551719,0.056957155,20.38056393,0.27423411,0.628574231,0.768818183,0.125562929,0.041251608,0.023139094,1.280376812,9.602092787,0.140797113,0.512698553,0.119626542,0.833864013,0.0,1.573106981,0.070304592,0.37210695,8.873517109,0.119243422,0.039314958,0.882435208,0.325615012,2.264537194,1
RNA392_FPKM,0.074414687,2.648891813,0.348681494,1.336417989,19.08051001,1.568934574,2.001218477,0.629938157,0.567068483,0.475417815,0.320340561,0.264564123,0.391300225,0.0,2.766171211,0.212539397,4.101073575,2.938624035,0.099823262,1.843447454,0.938895056,0.640795366,0.337900746,0.116864798,0.470836807,0.762774587,0.175356849,4.869949293,0.587993064,0.071144206,0.42741708,0.0,0.455430798,0.223520324,0.173131979,0.136723105,0.148550792,2.823005224,1.318370763,0.044075872,0.69923648,0.842208795,3.012740211,0.799220974,0.673394728,1.562244523,0.979035162,6.961926324,0.115111822,0.859417706,0.468490289,4.976050493,1.138258567,2.732654773,0.280774029,0.30907068,0.08535094,1.34151826,1.010949608,0.476376005,0.232858781,7.1907666,0.337767615,0.175207911,0.335493961,0.048993704,3.010806426,7.057359094,5.513737944,0.0,2.703217926,1.286807759,1.945751186,0.313378713,1.281107536,0.248140903,2.749898186,1.168856015,2.415854937,13.01876259,0.031615413,21.81159656,0.0,0.139570056,0.310379747,0.063363744,0.137338051,0.038537854,0.966579225,11.10294613,0.121572402,0.569153648,0.04426769,0.370291351,0.0,1.236232039,0.117091368,0.413128341,7.077943231,0.132376416,0.04364539,0.70413971,0.397640104,2.186124788,0
RNA409_FPKM,0.036109989,2.340896616,0.287667673,1.266607178,14.85946872,2.295584704,2.330894335,0.481117191,0.04076863,0.192289116,0.380023002,0.285320015,0.699164016,0.0,2.802607068,0.343796275,4.96305196,3.636598701,0.226062037,2.084559146,0.981401557,0.621902293,0.119262377,0.022692531,0.810129698,0.493564984,0.624096975,4.295279297,0.871636957,0.0,0.648202616,0.038841239,0.510046036,0.108485221,0.188536471,0.530784762,0.275253776,3.533204794,1.225853525,0.384860577,0.365442623,0.0,0.995433119,0.775733389,0.636244652,2.20708033,1.309492299,8.000229884,0.095766025,0.834161054,0.0,4.699811133,1.2598464,2.381655449,0.181681458,0.299991909,0.049703388,1.882862794,0.122654471,0.308246056,0.40493854,7.033069386,0.252179029,0.680000779,0.651356058,0.164853441,2.577293425,5.927103799,5.800498327,0.251669891,2.752773783,1.478373466,1.743335332,0.608356586,1.031793034,0.218952633,2.009291106,1.612131042,2.14761721,13.36322784,0.046031823,19.72571194,0.0,0.541859433,1.581572522,0.110697999,0.088843754,0.012471186,0.110351553,8.111080647,0.252868715,0.552372844,0.042961902,0.359414257,0.0,1.257036732,0.113637997,2.187138461,5.945851269,0.0,0.021189428,0.861740367,0.350851289,1.909711196,0
RNA41_FPKM,0.020325847,0.542616104,0.292845832,1.597463359,6.945619182,0.466895736,2.155126114,0.135388808,0.063100787,0.097388119,0.0,0.160579235,0.094731786,0.0,1.451396414,0.058053637,0.903891582,0.832714888,0.027255585,0.454612228,0.321250582,0.524717661,0.0,0.0,0.116907686,0.438595964,0.047896475,1.920664497,0.499314044,0.0,0.218890659,0.0,0.057409824,0.329665198,0.062279549,0.485427201,0.210240316,0.669595049,0.680828582,0.036091691,0.0,0.165620692,7.353158019,0.472970141,0.556648589,0.426695235,0.997862375,8.260987755,0.175177271,0.410771257,0.095952207,4.772064071,0.392694712,1.370862728,0.690228006,0.031646826,0.0,0.774981217,0.05916357,0.241638782,0.198748302,3.94311201,0.212891035,0.0,0.412383389,0.0,2.604055144,7.475526947,2.681562745,0.019308962,1.089342408,0.064553134,2.084858426,0.0,1.608081568,0.0,1.746872948,1.31055564,3.644512088,8.134760834,0.064771839,10.77691247,0.0,0.0,0.492737269,0.134994106,0.075025839,0.0,0.652248309,10.04118564,0.113850847,0.466053575,0.054413081,0.0,1.272097912,2.476100007,0.0,0.584690472,4.409012287,0.072315368,0.017878157,0.551878807,0.088856089,1.16436444,0
RNA418_FPKM,0.085328798,2.671805429,0.337353366,1.48736289,17.51810726,2.10113866,1.130992068,0.426299595,0.325125121,0.034078465,0.244880553,0.160116436,0.435944517,0.0,1.836375183,0.12184101,5.368554309,3.917212876,0.085830527,1.893217069,1.268863034,0.550974905,0.475512752,0.040208937,0.454004528,0.494861994,0.268113211,5.508938854,0.59762687,0.0,0.666231837,0.0,0.512183688,0.288338407,0.196106264,0.587885169,0.197433233,2.491686534,1.467283014,0.227349531,0.832635953,0.086903803,2.701182663,1.298293375,0.655998648,1.328601276,1.375914351,11.23368941,0.155570905,1.231846953,0.100753723,4.739995746,1.09912309,2.661846456,0.724431248,0.132889436,0.014683081,0.913009819,0.124209401,0.214593844,0.241977435,4.709448222,0.357509631,0.60244905,0.649222635,0.103934798,1.366582279,4.528445281,5.139570537,0.040550392,2.66779743,0.813061369,2.316959196,0.616031381,0.961115405,0.223106673,1.775025936,1.37551426,2.252412096,13.93483067,0.054380541,16.79374141,0.0,0.520116182,1.017642816,0.326964358,0.196836714,0.0,0.880185616,13.01505494,0.298740586,0.489375226,0.07614327,0.67670016,0.74175191,2.362612377,0.033570265,0.581377215,6.941402746,0.075905021,0.0,0.315948981,0.373054204,1.316107607,0
