,AL133216.2,AL732372.2,GTF2IP13,AMZ2P1,FAM157B,PKD1P5,RP9P,SMG1P1,CCDC144B,AC009093.3,UBE2Q2P1,USP32P3,HERC2P9,CSPG4P11,FRG1CP,H3P37,PKD1P3,PKD1P6,GUSBP2,AC009053.1,SMG1P3,AC242842.2,ANAPC1P1,ADAMTS7P3,HERC2P3,AC138409.2,BMS1P1,AC110079.1,RPL23AP82,AC004381.4,LINC00888,NMRAL2P,SMG1P4,AL390719.1,EP400P1,LINC01347,ZNF658B,C9orf129,CROCCP3,UBE2Q2P2,AC005622.1,GPAT2P1,FAM238A,AP000769.1,ZNF252P,PDPK2P,CASP4LP,NSUN5P2,A2MP1,SHLD2P1,EEF1DP3,H2BC19P,CEP170P1,AC127502.1,LSP1P5,ULK4P2,AC068620.3,AP000347.1,LRRC37A17P,FAAHP1,LRRC37A4P,POLR2J4,AOC4P,AC211429.1,MRPS31P4,DNM1P47,SIGLEC17P,AC007342.3,STAG3L1,FGF7P6,AL353743.1,PARGP1,PMS2P10,AC010203.1,CD99P1,ANKRD20A5P,MFSD14C,AC027559.1,WASH3P,PVRIG2P,TBC1D29P,PLEKHM1P1,GTF2IP9,AP000356.3,AC073264.3,FAM86C2P,EFL1P1,PRSS40A,AC009093.9,NBPF8,ADAMTS7P1,AL158066.2,AGAP12P,RHOXF1P1,MT1L,CCT6P3,HTR5BP,HERC2P7,NPEPPSP1,ZSCAN12P1,CELP,ZNF56,SUGT1P3,LINC00674,Diagnosis
RNA60_FPKM,0.124277505,3.798311648,0.539982497,1.374978991,29.24345901,2.645164596,0.989642619,0.818447719,0.535715313,0.757925946,0.421522093,0.330273871,0.510385861,0.0,2.961971537,0.193605655,6.431475169,3.625076225,0.242492386,2.168430588,1.391043964,1.167253934,0.531659113,0.042591812,0.422414639,0.877716684,0.816506379,7.289579402,0.779115841,0.0,0.924731019,0.0,0.734018178,0.651595519,0.261577359,1.452998355,0.135325616,2.165643502,1.584504675,0.160532425,0.783954999,0.368270853,5.72250329,0.647152381,0.494006777,1.612903511,1.326917896,10.41455929,0.269657572,0.695918279,0.320117791,4.959860707,0.945947398,3.048184019,0.341051924,0.070399541,0.015545061,0.826436655,0.098672492,1.797828446,0.256318857,5.845078428,0.236691248,0.319153561,0.0,0.065459264,2.11419497,4.013951315,7.096759807,0.193256906,2.664395973,1.602844402,2.863275797,0.897233425,1.154634056,0.349349592,2.606380942,1.569109344,3.167451945,6.911009242,0.172821617,18.91446669,0.0,0.211909307,1.661099172,0.196261466,0.083416948,0.0,2.175449768,13.79968273,0.284791937,0.518104347,0.120991838,0.168644221,0.0,2.4310968,0.142201497,1.1974459,4.600141935,0.08040333,0.059645488,0.697216477,0.395157242,2.091079699,0
RNA62_FPKM,0.06901717,3.723278699,0.291070128,2.05620487,26.99484689,0.984627353,1.484960841,0.478923756,0.025975542,0.183727176,0.346641318,0.172685713,0.197965366,0.05191047,2.925785741,0.0,3.250124328,1.328753683,0.0,1.112222076,0.813430394,0.594290815,0.256418923,0.0,0.145572153,0.409595982,0.216873354,7.159703558,0.406560748,0.0,0.445984968,0.055687221,0.422417812,0.310981465,0.156667384,0.739714346,0.112729062,2.136080841,0.904271341,0.0,0.598662147,0.06248504,5.826550217,0.988387432,0.574842306,1.030409736,0.830553992,7.148441606,0.106776374,0.354283459,0.108674663,6.105562489,1.185409238,1.344886009,0.144678894,0.071656188,0.0,1.190572288,0.234414359,0.526009623,0.170984646,3.847832261,0.421734743,0.487343038,0.155583171,0.021207545,1.22175042,7.817726637,3.299431877,0.1967682,2.342877489,0.730735118,1.943494213,0.290686415,1.592776005,0.041850018,1.685112378,0.68470224,3.0784349,7.731594104,0.058657921,19.5795604,0.0,0.906126391,0.971589869,0.164557064,0.084905958,0.0,0.474637633,11.42119688,0.19331089,0.527848364,0.102652787,0.0,0.0,1.710856098,0.108598385,0.278662419,7.102427529,0.36832429,0.0,0.227158302,0.134121545,1.926331791,0
RNA63_FPKM,0.050193734,4.53946224,0.155224772,1.196223126,22.72203994,1.288843512,1.897449766,0.417924705,0.0,0.160350742,0.244874875,0.079310914,0.223137485,0.0,2.690653114,0.229347788,3.466451044,1.328002892,0.0,1.18786488,0.684781759,0.51832742,0.273480633,0.227023086,0.202097056,0.346603408,0.126163237,5.838968517,0.614375958,0.0,0.475678594,0.0,0.34971543,0.379921345,0.15380438,2.194691615,0.032791666,0.901970269,0.905680756,0.10698695,2.916830954,0.218129231,6.122140988,0.467195489,0.636684964,0.941323312,1.343255624,10.68568242,0.173038473,0.927482536,0.0,3.883093268,1.454673171,1.105896898,0.2525199,0.125072412,0.0,0.984262233,0.029228429,0.642626596,0.109940167,2.507152094,0.168238571,0.0,0.06787621,0.015862635,2.826160872,5.046266292,3.282327294,0.0,2.187989736,0.956515086,1.453763846,0.217425091,0.739080957,0.027388975,1.760595923,1.095434452,2.247771009,8.263048944,0.025596315,15.20687056,0.0,0.489499388,1.193274189,0.123091239,0.074115466,0.041585569,0.0460092,11.10189981,0.056228041,0.46037777,0.071664256,0.449572245,1.535817791,1.858273062,0.157959487,0.212780877,6.599912364,0.107141555,0.0,0.520360185,0.058526064,1.23859799,0
RNA64_FPKM,0.040720709,2.697925519,0.078715054,3.136263321,9.127925833,0.378046346,0.844840329,0.779908367,0.0,0.130087871,0.146086632,0.418271207,0.401515603,0.0,4.959739031,0.029091218,1.821759262,0.492509822,0.0,1.336959228,0.990943462,1.051619431,0.226947084,0.0,0.240104335,0.505311104,0.239927875,2.670652765,0.517784065,0.0,0.54820905,0.065711854,0.517641614,0.440375096,0.100524248,0.24316402,0.11085182,1.036725481,1.136807253,0.0,0.0,0.193591256,4.63047296,0.838306958,1.076211232,0.712453604,1.146714814,10.97121613,0.13499244,1.567740304,0.0,3.846658943,1.180268854,2.105871299,0.179282911,0.222005325,0.126119308,2.147011949,0.296392193,0.353804878,0.302651011,3.541689594,0.106638476,0.0,0.550848273,0.093842416,0.514905702,3.451966217,4.46778356,0.0,1.746122926,0.797642347,3.931672318,0.404270666,1.487970344,0.305545517,2.089959212,1.666444021,2.335290622,7.765301863,0.077864124,10.41251426,0.0,0.763785672,0.238860851,0.197656903,0.563668636,0.0,0.793471458,20.61625518,0.0,0.467266398,0.181708046,0.873889467,0.0,1.788014421,0.064073958,0.49325651,9.85357185,0.57950512,0.0,0.251306114,0.326415858,2.871340643,0
RNA66_FPKM,0.039271417,1.410890326,0.179413641,1.966507404,12.55307748,0.685882995,1.674733319,0.204376024,0.060963332,0.345001832,0.028170786,0.333552109,0.204162526,0.044302823,5.205484536,0.196282115,1.499966661,0.882049476,0.052668011,0.920919299,0.34304047,0.507215574,0.048623418,0.036997967,0.259779749,0.561454716,0.107973952,4.814937121,0.330063776,0.0,0.317207035,0.047526078,0.129420079,0.937812964,0.180509899,0.847769947,0.203109685,0.999755035,0.771772696,0.174406212,0.553516894,0.133354364,3.957945585,0.562368459,0.967074837,0.467196497,1.890300499,12.18362038,0.377535731,1.096085333,0.0,5.617249191,0.537474584,2.383960454,0.345766722,0.183489549,0.0,0.672322901,0.128612649,0.736250982,0.046081318,2.8461745,0.195389731,0.0,0.0,0.046542212,1.936519213,3.705203556,3.013117772,0.205260998,2.911705252,0.769186576,0.355436047,0.0,0.99257184,0.178577123,2.06925201,1.801828594,2.698862851,7.043560531,0.062580344,12.434848,0.240969525,0.368264301,2.318781573,0.120389605,0.072461286,0.020333058,0.765175641,13.45280686,0.041245139,0.900590271,0.0,0.21983513,0.0,2.019393732,0.123587,0.148663598,4.161320868,0.139719985,0.017281827,0.484700808,0.171686552,2.509396207,0
RNA67_FPKM,0.1799223,4.440445748,0.545381326,2.309498718,22.35684146,2.307316362,1.244265134,0.683553181,0.228528122,0.395183202,0.338867039,0.426478212,0.467698665,0.0,4.51033708,0.321182491,6.660519854,4.185568765,0.120686428,2.093443078,1.450070478,0.581018476,0.69631066,0.211936188,0.48513981,0.679492325,0.441692914,9.875883402,1.03723242,0.064507486,0.653973998,0.01815286,0.751789681,0.425609725,0.225903054,1.859479717,0.220401675,2.020870856,1.828289232,0.119848049,0.390138953,1.069134354,5.521589227,0.523384399,1.134724992,2.234978906,1.613060156,11.06292806,0.790298181,1.277114687,0.106247624,5.422449233,1.394237289,5.081998653,0.226296539,0.175133928,0.0,1.251403364,0.212798978,0.761033868,0.307909788,3.86193626,0.270928937,0.15886356,1.445119232,0.097735625,2.104372772,4.724761081,7.966956355,0.213735955,3.495860846,1.666844214,3.935699547,0.811904127,1.495288653,0.32727647,3.630881611,2.510110296,2.272432121,21.65584058,0.057343758,17.94391625,0.0,0.379630411,1.512676562,0.149383234,0.249039573,0.034940975,1.598216371,16.70767213,0.11024153,0.516059889,0.160562261,0.461679416,1.564176877,3.46958813,0.318488402,0.272409445,9.044999742,0.040021986,0.039570753,0.610706649,0.852203642,2.279618063,0
RNA69_FPKM,0.063267113,2.446821294,0.585516759,1.363519601,20.03205509,1.917991597,2.09042743,0.368775226,0.041669166,0.101057719,0.25723027,0.116636581,0.264644357,0.0,3.631017983,0.150573246,4.259296426,2.675503269,0.056569912,1.232580514,0.517571576,0.544814533,0.052225677,0.0,0.30934366,0.443738613,0.248506112,7.714244111,0.736268332,0.0,0.681380714,0.034025993,0.476584287,0.304083873,0.20823769,1.472379268,0.126297112,1.263268166,0.82892434,0.299676701,0.777430535,0.057277296,4.087513071,0.67953111,0.825880074,1.269245684,1.725730187,10.76953085,0.559285332,1.035176595,0.199152133,5.141475935,1.154553476,2.916098425,0.636636094,0.197085995,0.014518911,0.763136535,0.07674072,0.732907956,0.206227313,3.480209957,0.17673177,0.0,1.28376619,0.033325552,3.750954067,3.948461978,5.202151053,0.060124922,2.825861722,0.937797091,2.290641634,0.761295038,1.436883173,0.134259174,2.458906411,1.516820677,1.823698747,10.83013659,0.040325414,17.1123676,0.258832154,0.75153944,1.352447173,0.096975144,0.155699113,0.021839429,0.38673362,20.29881623,0.738351178,0.483903592,0.056463375,1.338013342,1.906761328,2.16893374,0.06635576,0.191591182,8.059106393,0.150074145,0.0,0.442501404,0.30735786,1.394065911,0
RNA7_FPKM,0.067026228,4.521806203,0.180599432,1.274641755,23.89419868,1.856253334,1.854188522,0.660466286,0.176575244,0.214124448,0.320616081,0.3354144,0.56076232,0.0,1.114735097,0.063822041,2.688830641,1.742664211,0.059950526,1.934626251,1.412684754,0.576811627,0.525730015,0.147388482,0.417700953,0.614773556,0.544105159,6.898754477,0.471881559,0.192180017,0.866261304,0.036059384,0.767896451,0.120804227,0.220618882,1.888334991,0.109477161,2.743699653,0.768431505,0.079386147,0.775219638,0.273109079,3.753170215,0.919892792,0.746154711,1.954517494,1.010968517,5.285465539,0.222210948,0.731155039,0.105478341,4.060263215,2.30248892,3.441126411,0.449659075,0.104398086,0.015371611,2.173425101,0.82935061,0.388243414,0.349591951,2.092672545,0.198933925,0.47328463,0.528951886,0.052961163,1.52556021,6.357204357,4.037465195,0.06369734,2.355212634,1.206457853,2.96610256,0.927536085,1.264504396,0.304809049,2.215461172,1.551585285,1.545700671,9.196104061,0.113928119,17.7419637,0.0,0.251424948,0.996014552,0.068491384,0.206182739,0.069423043,1.075587029,14.94897087,0.109521323,0.512323371,0.119636472,0.375231725,0.0,1.76761058,0.0,0.27064351,6.785887723,0.0,0.0,0.744594394,0.227946116,2.65850409,0
RNA72_FPKM,0.082733608,4.035826312,0.472473362,1.284809015,23.94625208,1.757378645,1.859456962,0.886951046,0.058379551,0.26430382,0.43035011,0.522935999,0.296620818,0.0,4.491786669,0.413493576,3.463002389,2.338085916,0.277456607,2.522147369,1.006594972,0.533876713,0.204919662,0.058461847,0.452097547,0.948480249,0.471178901,10.04256193,0.837974102,0.118608391,0.9800903,0.0,0.57450883,0.61506765,0.228874704,1.330007382,0.146388032,3.283166619,1.607429828,0.220443879,0.852174305,0.365189414,5.238136683,0.407262438,0.670833372,1.418475899,1.015489121,10.09608559,0.342828665,1.274017649,0.0,5.340132708,1.315466422,3.371451387,1.196695248,0.25772688,0.028469551,1.014009584,0.541927094,0.624206842,0.129442008,4.012750549,0.205822272,0.0,0.559588308,0.068091416,1.95267532,4.314528626,6.407095425,0.039312303,2.291068269,1.094906096,2.870568722,0.597293253,0.863700714,0.178703712,2.277561938,1.333713926,1.750904051,14.05780434,0.013176453,18.73417207,0.0,0.116359562,0.85729446,0.010562309,0.267190002,0.0,0.426700684,10.40324809,0.05793235,0.94886713,0.073836447,0.617514904,0.0,3.15798686,0.065090587,0.375812074,6.730343547,0.183949704,0.0,0.842428887,0.391850836,1.731805301,0
RNA74_FPKM,0.154592845,0.363055982,0.482179715,1.641355633,1.255505495,2.864218207,2.895475038,0.611445266,0.109084274,0.061746339,0.138649567,0.091603303,0.685910182,0.029074855,3.024612136,0.275958748,5.894605043,3.281459076,0.259218788,2.35642848,1.21375308,0.498875377,0.741860211,0.018203414,0.650262927,0.688077457,0.455411183,7.225946128,1.357610589,0.0,1.290304549,0.0,0.627739279,1.027417663,0.345426384,0.390531593,0.220934369,0.868130086,1.743491249,0.068666443,0.0,0.2886975,2.796543644,0.380498547,0.868173968,1.108909028,3.357893285,16.47099071,0.448413473,1.450684662,0.273780965,0.556288996,0.855662021,3.128209205,0.510421603,0.12038629,0.013294666,0.834599363,0.576637066,1.02501694,0.309909593,5.472829292,0.030364021,0.272958959,0.196059263,0.099240441,4.235134642,0.299121322,6.374103331,0.073452366,2.900044171,1.616289056,2.332121971,0.592943271,1.104247872,0.272408219,2.354186181,2.012891639,2.585719486,18.16887154,0.184743596,8.321329695,0.0,1.159759435,1.133456234,0.167841994,0.285293247,0.060046758,0.177179326,18.49619211,0.0,0.443100491,0.103478354,0.072136198,2.150325334,2.812897462,0.060825537,0.702211784,4.063111672,0.343752082,0.0,1.073292903,0.309774468,1.447687269,0
RNA75_FPKM,0.140968319,1.144238826,0.309654281,0.882429433,6.503054779,1.76901004,2.031115598,0.315481055,0.104447469,0.112600739,0.265512082,0.348079502,0.404359966,0.0,3.723579057,0.100670111,4.305847694,2.46178531,0.070903495,1.513107405,0.923587962,1.820509844,0.305519939,0.083031049,0.461212055,0.418317419,0.22148309,5.13949192,0.706360216,0.0,0.835048916,0.042647437,0.331852349,0.238195762,0.141000371,0.582765402,0.086342588,0.73889737,1.290823924,0.250406928,1.261021489,0.215396019,4.371841475,0.252349007,0.668926404,0.690589697,1.696461043,14.523903,0.712682318,0.831042898,0.166408628,4.010790166,0.737732447,2.080067958,0.265983961,0.082327002,0.0,0.884509647,0.051307234,0.983070954,0.323967806,5.776693608,0.110754348,0.0,0.178752125,0.016243411,2.629200386,2.130245949,4.624851008,0.217703212,2.298291931,0.652996314,1.807724823,0.349884231,1.190956198,0.320533164,2.37072404,1.398558645,2.19755412,16.90125687,0.089850881,9.716565541,0.0,0.39661194,2.218819372,0.11704409,0.032516629,0.109511837,0.242373963,12.22017782,0.098709898,0.40413524,0.14153257,0.131547705,0.612803543,2.606952536,0.027722954,0.426892991,5.028496356,0.282110682,0.0,0.935266363,0.513624669,1.630776475,0
RNA78_FPKM,0.141194819,2.828197818,0.343538566,1.266787263,23.82343861,0.649423671,1.952930592,0.307494303,0.018395306,0.173494956,0.124683232,0.377590409,0.163554324,0.0,2.295060058,0.124080549,1.784447049,1.30823483,0.0,1.065847767,0.379508785,0.561175107,0.053801526,0.122814097,0.149944994,0.164077864,0.051198509,5.556861801,0.477506026,0.062304379,0.467897761,0.0,0.317038528,0.234913818,0.088755934,1.097548242,0.047305366,2.016910147,0.523935159,0.192939076,0.894993179,0.118011143,4.771690765,0.894350791,0.574086778,0.942524241,0.376429947,3.36462425,0.043210806,0.564497762,0.205161316,5.413178047,0.856951272,2.319935093,0.327887203,0.270664107,0.0,0.726898551,0.063238529,0.0,0.195429052,4.844231394,0.443709376,0.0,0.367326318,0.017162618,0.860611597,6.468886424,2.087285759,0.06193623,1.397179753,0.758969713,2.228328815,0.15682908,1.348744551,0.069148687,1.926636547,1.293011231,2.768274596,6.479997603,0.02769005,22.23385902,0.266604785,0.529641918,0.57761001,0.044392958,0.040103968,0.022498408,0.348576343,1.383559587,0.273793188,0.498435033,0.038771423,0.364827002,0.755405535,1.684149751,0.102549719,0.4275789,7.721201647,0.19321789,0.057346721,0.2413077,0.189940193,1.435920149,1
RNA86_FPKM,0.104693242,2.884743896,0.640184707,1.181207305,16.16095892,2.563133649,1.303201608,0.706099473,0.059099991,0.334456872,0.315478998,0.289501049,0.427898314,0.0,1.782002887,0.179411668,6.627933037,3.638212099,0.365114047,1.858273375,0.809972389,0.540744258,0.622317133,0.078924653,0.493802863,0.66647268,0.378307437,7.658880498,0.48732182,0.060036047,0.541192677,0.0,0.414015911,0.490581393,0.274469694,0.07694172,0.239388236,2.38299683,1.253162705,0.185970247,0.635634411,0.0,2.326709052,0.524714203,0.784740491,1.421307672,1.844365883,9.670201457,0.263755394,1.330020979,0.395531605,5.311782826,0.994551013,2.589188481,0.210698716,0.163067121,0.014410441,0.936890918,1.462931446,1.742537547,0.491402598,5.322889658,0.318023236,0.739258402,0.35405874,0.121316277,2.98276413,5.324586769,6.516079391,0.159189766,3.142274607,1.241406596,2.526869239,0.377939535,1.265508728,0.247556033,2.728160468,0.778919967,2.477675163,9.724583981,0.040037847,19.09152625,0.0,0.589035973,0.867862542,0.192555495,0.115931677,0.032531102,1.151924078,12.56299326,0.175925776,0.480288378,0.037373818,0.234440916,0.29124832,2.087108488,0.296522309,0.4121193,8.455481496,0.223486789,0.055272644,1.137096813,0.366153332,1.845398538,1
RNA87_FPKM,0.094524627,2.040705795,0.382020066,1.318151755,21.18739972,3.197700305,1.089511385,0.560790403,0.613622101,0.301971841,0.45779324,0.280064926,0.771003616,0.0,2.727840809,0.506196235,7.764806654,4.467778625,0.60228947,2.50651654,1.33683348,0.610449845,0.234124378,0.044524315,1.216580169,0.841441066,0.519774148,7.37336243,1.252786527,0.067775099,0.636241806,0.0,0.70090247,0.468493907,0.237359373,0.694661124,0.295913661,2.831059704,1.287696964,0.545663688,0.768657348,0.096279926,1.587800895,0.592209954,1.010578039,2.430993302,0.88723963,9.050616433,0.423027254,1.159927191,0.334763581,5.591074799,1.769310669,4.144203048,0.26752494,0.515280108,0.048785896,1.38841335,1.11792861,0.540285575,0.388220253,4.848207472,0.148523379,0.0,0.479459927,0.130694174,2.390342352,4.267575542,6.371357178,0.067366217,2.997599357,1.751359961,1.425898183,1.066311413,1.181570785,0.451322178,2.543311332,1.406567377,2.043484519,9.279930526,0.07531477,20.22715017,0.290014378,0.221622029,1.219750973,0.144886323,0.305279644,0.036710857,1.679232397,11.05612559,0.082740572,0.542200794,0.105455238,0.396893999,0.0,2.131216711,0.074346311,1.466990957,7.886797594,0.126100732,0.0,0.845839773,0.482134623,2.49925874,0
RNA89_FPKM,0.050934994,0.496967755,0.329390496,1.898534793,6.168828366,1.359324113,2.91205178,0.288423399,0.028753123,0.455634875,0.058471311,0.144884432,0.131493172,0.030653371,1.993211747,0.029100551,1.449863089,1.136552353,0.05467056,1.205548002,0.593272685,1.052503857,0.30279,0.019202354,0.210962565,0.428710214,0.048024267,2.738858013,0.869411802,0.0,0.746082109,0.01644178,0.172664415,0.36722492,0.138750481,0.280766631,0.044368545,0.915394856,0.964663067,0.072394445,1.104576386,0.08303129,4.001773816,0.838868412,0.626584478,0.556096535,0.568841907,7.822755298,0.270177329,1.000114985,0.0,3.354353969,0.164031334,1.580462973,0.256271025,0.031739361,0.0,0.824506422,0.252094136,0.186332771,0.055790056,4.680034071,0.18141053,0.287778301,0.482338751,0.018781697,3.641102138,6.02250527,2.980536853,0.0,2.293353158,0.49615411,2.090074582,0.0,0.794871138,0.111183325,1.451781655,1.263326787,2.429610012,3.769870293,0.051941981,12.8571999,0.0,0.152845017,1.402256367,0.156154103,0.0,0.052756397,0.233523193,7.216328895,0.214008695,0.467416309,0.036372173,0.190098971,0.0,2.643528138,0.096191767,0.246809324,4.420096608,0.072499061,0.0,0.729293257,0.148463246,1.257073785,0
RNA94_FPKM,0.021007813,2.860441932,0.236311142,2.55733515,5.815838244,0.330633969,1.64689213,0.708621822,0.0,0.402751572,0.723671308,0.0082993,0.210945667,0.0,4.789541311,0.0,0.791605155,0.840191894,0.0,1.440385032,0.646802533,0.0,0.36432429,0.0,0.525790192,1.711827762,0.08253541,1.437968413,0.516240931,0.903724291,1.425702278,0.0,0.158283878,0.605943749,0.0,0.019298969,0.320321447,0.0,1.877089878,1.194399944,1.731496359,1.484057864,1.574815899,1.166057018,1.494323828,1.147002084,0.950770169,11.32225742,0.0,3.518947732,0.0,1.73913399,2.808253307,6.189019899,0.026424337,0.850939125,0.0,0.621375682,5.887970307,0.0,0.427407407,1.593189125,0.0,0.0,0.0,0.09407792,1.806677303,9.757950322,4.912086473,0.0,7.020336538,0.912148381,10.01684943,0.0,0.369462503,0.0,1.497223459,2.136718303,1.071129021,0.0,0.0,3.97313432,0.0,0.551759793,0.098598225,0.0,0.891924744,0.0,0.0,3.589768727,0.750392772,0.481874872,0.0,0.0,0.0,4.372003475,0.0,1.018104749,7.503928669,0.0,0.0,0.389036393,0.0,2.222449829,1
RNA95_FPKM,0.175789629,3.90379065,0.586897573,1.601760321,21.01475307,2.115970853,0.962436597,0.951439324,0.372120491,0.245700055,0.29955769,0.329863056,0.456939063,0.0,1.719665431,0.282414414,4.518365895,3.818156051,0.0,2.584391409,1.937718395,0.567664873,0.544236251,0.207068066,0.808940546,0.640166845,0.466064886,10.11424341,0.700846703,0.063024904,0.378647478,0.0,1.282786755,0.21781084,0.265600836,1.271707893,0.323009144,2.303421432,1.334777964,0.156141078,1.000639211,0.0,2.044293004,0.590017511,1.055838853,2.59878675,1.745200779,6.043715553,0.174823142,1.226602124,0.0,6.641959369,2.529758607,4.396992803,0.525144219,0.205348988,0.030239498,1.650124063,0.847608588,0.462197554,0.438354076,3.675139269,0.172628865,1.241199998,0.594457508,0.115740444,1.833727558,6.187233067,6.239624799,0.104402052,3.61175709,2.140338849,3.049597589,1.269148289,1.026252548,0.319748479,3.481702673,1.743906918,2.160188343,15.68170775,0.070021811,19.50505503,0.0,0.123636986,1.701304623,0.157170732,0.121659783,0.022754894,0.604447487,11.8110027,0.046158746,0.504199235,0.117661298,0.5330677,0.305584083,3.111674686,0.103724425,0.665400779,10.15706949,0.234529119,0.0,0.895004504,0.256175059,1.646147105,0
RNA97_FPKM,0.077700066,2.842573518,0.154723266,1.346117914,18.84533471,1.915245159,1.791041393,0.862595407,0.504369788,0.496400437,0.315879556,0.34785748,0.724267918,0.038953504,2.989540767,0.147920887,3.943222949,3.988735548,0.694817366,3.045981844,1.691321239,0.668747226,0.930119872,0.097607403,1.035356655,0.684637267,1.07827549,3.776645996,0.613939634,0.0,0.278919832,0.0,0.865685366,0.420100171,0.14549792,0.808898439,0.423005796,3.025081906,1.619449723,0.368039633,0.336989249,0.386924221,1.137741131,1.112629966,1.225756737,1.631161145,1.234153104,6.904385258,0.412092571,1.570310558,0.0,5.964400731,2.418629756,3.784838419,0.45604207,0.605048659,0.017821628,2.841690267,1.451385238,0.331584823,0.476123333,3.40746268,0.189893564,0.18285058,0.963412964,0.156876677,2.335875243,3.932513384,6.425534439,0.196900257,4.025517563,2.111332769,1.406511847,0.747898936,1.053017195,0.577064659,2.548596401,1.669991489,1.650186136,13.59302603,0.082525762,17.89648325,0.0,0.194272937,0.688642889,0.092629157,0.477969067,0.0,2.137202626,10.35947333,0.072530037,1.18796091,0.092441617,0.434959702,0.0,2.274228882,0.122237989,0.588179733,9.940012504,0.138194875,0.0,0.447506523,0.264216079,2.168498036,0
RNA98_FPKM,0.080940747,2.739112995,0.436186779,1.316895042,19.3880177,3.345376655,0.870744589,0.786331916,0.190381495,0.129288139,0.232301673,0.373067182,0.532057593,0.0,2.401897575,0.423827786,4.390469846,3.116656284,0.32573285,1.40172728,1.279447922,0.696769646,0.467784317,0.152546149,0.473366165,0.451246142,0.275536008,10.06726909,0.546578984,0.077358742,0.871724055,0.021769294,0.774862514,0.559218001,0.298569694,1.363232141,0.293787585,3.232459299,1.28948624,0.239629773,1.111640123,0.073290224,1.882594545,0.627869497,0.952897964,1.359492177,1.129902386,7.066451025,0.196771751,1.220507879,0.254828797,4.85454609,2.823882189,2.669177829,0.576923369,0.378212794,0.0,0.78737271,0.039273969,0.370126521,0.474929839,4.031310338,0.127179483,1.333587794,1.551141951,0.099481731,1.432845853,5.986338439,5.262514935,0.153841574,2.362053628,1.485458437,1.139651007,0.827882214,0.711609402,0.318998836,2.648451396,0.802993091,2.284061983,19.45927318,0.0,17.7997063,0.331023453,0.556637204,0.274310625,0.013785011,0.0,0.0,0.865880094,13.95662037,0.094461566,0.618869934,0.096315186,0.402781443,0.0,1.771649287,0.08490674,0.245112077,7.06885459,0.095990423,0.0,0.699331299,0.314563724,1.188998323,1
R_JS001_FPKM,0.088191788,5.298969969,0.637611474,1.629202796,31.79356657,2.918157595,1.800678186,1.353346752,1.991410347,1.006223999,0.687015931,0.557453609,1.066074261,0.056853011,3.672944895,0.215891945,7.475591687,5.075100431,0.777453533,4.054601145,2.14873207,1.952085904,0.873755255,0.142458936,0.971145632,1.03320053,0.712616611,11.14699064,0.564770742,0.072273272,0.434221357,0.0,1.684597455,0.658522729,0.330322036,1.620388324,0.054877821,2.566058699,2.352283451,0.313316278,0.16391561,0.821368853,3.711801479,0.405991512,1.011018953,3.297600526,1.57680835,6.457607634,1.169472363,1.430893996,0.11903833,2.334886194,2.332988141,4.135835219,1.236089568,0.353251999,0.03467393,2.274682241,0.220084504,0.576124291,0.295701103,4.045906626,0.118786057,1.067488659,1.960008769,0.341773921,3.908306252,1.968856636,8.203372784,0.215532808,3.061337743,2.641223396,4.865644491,1.773782488,1.896839489,0.813561556,4.884130474,1.562384074,1.605610319,18.55410071,0.048178855,21.3215443,0.309262372,0.189048379,2.029798354,0.115877212,0.13950439,0.117453441,3.350249713,14.06938327,0.070579495,0.578186173,0.112451482,0.094017337,0.0,1.873878101,0.436140094,0.572307117,8.241752582,0.089624427,0.022179646,0.933059531,1.028231322,2.554092572,1
R_JS002_FPKM,0.104626102,3.862488441,0.386095216,1.459067103,30.06891893,2.27189528,1.326548837,1.001902236,0.339608408,0.445656513,0.550511775,0.323783769,0.525182403,0.065581464,3.718870129,0.124518556,4.078467321,2.436115718,0.30409877,1.86222798,2.002007015,0.450458192,0.907017333,0.065728365,0.551693659,1.147774284,0.863026703,6.790673404,0.571218467,0.100024102,0.356818839,0.0,1.050858679,0.220009623,0.130623461,0.592716592,0.265830201,1.671302283,1.97056415,0.774387834,0.907537749,1.065796112,3.515067086,0.280947383,0.653572424,2.135606127,0.982078987,5.582019632,1.792037021,1.930089019,0.576423794,4.063104727,1.684708208,2.41124216,0.592203927,0.29875701,0.0,2.571565571,0.939188293,1.22798795,0.327409551,4.472072201,0.301394304,2.462614382,0.058988573,0.105630978,4.556788956,5.604270829,8.553012867,0.397719194,4.019002603,1.403153619,3.051538843,0.472112579,1.418075108,0.21410057,3.284402567,0.994708707,2.095273588,10.93046941,0.044457968,18.03269008,0.214005055,0.523289922,1.036467561,0.133638951,0.160922032,0.126433801,1.439047287,9.248613496,0.012213789,0.400096407,0.233432174,0.065099062,0.606412403,1.986566696,0.521317341,0.422450946,6.285541661,0.062057343,0.107401336,0.473522181,0.559107484,2.766473961,1
