,Y_RNA.226,Y_RNA.418,Y_RNA.322,RN7SL481P,AC004079.1,Y_RNA.387,Y_RNA.213,Y_RNA.398,RN7SKP292,RN7SL172P,Y_RNA.510,Metazoa_SRP.55,Metazoa_SRP.24,Y_RNA.464,Y_RNA.680,RN7SL648P,RN7SL128P,Y_RNA.655,RN7SKP80,Y_RNA.206,RN7SL263P,Y_RNA.237,Y_RNA.172,Y_RNA.31,RN7SKP173,Y_RNA.465,RN7SKP97,RN7SL145P,RN7SL382P,RN7SL473P,Y_RNA.528,AC004079.5,RN7SL2,RN7SL395P,RN7SL748P,RN7SL285P,Y_RNA.396,AC093416.2,RN7SL1,Y_RNA.69,RN7SL833P,Y_RNA.462,RN7SL333P,Metazoa_SRP.48,AC005837.3,RN7SL5P,RNY1P12,Y_RNA.298,Diagnosis
RNA86_FPKM,3.032408974,11.2758896,2.73721872,1.810317732,30.32243087,0.849740976,14.62856219,3.790511217,0.243931952,1.531216413,0.690414543,0.23291093,0.0,0.758102243,4.027418168,0.513796869,0.253529275,1.718365085,1.912667851,5.287277185,1.33321429,0.822621583,0.68430468,1.36860936,0.490961453,1.36860936,1.16105749,1.306189676,1.919450361,3.878969332,0.660909648,31.99539258,64.17755184,0.0,2.237742314,0.0,0.715985452,1.708871355,44.73816311,1.36860936,0.0,0.750742028,1.301791731,0.548414389,2.990524872,13.97096282,0.0,3.124300155,1
RNA87_FPKM,5.988868313,11.81702925,7.72256361,1.459444066,33.36668909,0.959278328,12.57943956,0.855826744,0.275376429,2.304154772,1.557953501,0.0,0.896524384,0.0,4.545560164,0.0,0.286210911,2.908723556,1.233496282,5.221064683,0.601692387,0.928663062,0.772516176,0.772516176,1.385313574,0.0,0.523996373,2.358644918,0.309554354,4.378004895,0.746105366,36.71234703,42.17920999,0.299980508,0.280689157,0.0,0.0,0.964037526,29.47821717,1.544166302,0.0,0.847517746,2.350703353,0.0,3.374942364,4.621539738,0.831374551,6.170349171,0
RNA89_FPKM,7.376585573,3.134914984,0.0,0.50337141,69.34229857,1.653934633,12.87958285,0.737784567,0.237394403,0.496726243,0.671910945,0.226668752,1.288376247,0.0,0.0,0.0,0.740203532,0.0,0.797745857,1.929590405,0.518993281,0.800574743,0.66596483,0.66596483,0.0,1.33192966,0.0,1.016729184,0.0,4.278012188,0.0,73.68685224,112.1132891,0.0,0.0,0.570106256,0.0,0.415768098,68.19758397,0.0,0.0,0.0,0.506761116,0.0,3.325789733,16.17389678,0.0,0.760141675,0
RNA94_FPKM,49.44996882,0.0,0.0,0.0,58.57988376,0.0,19.57423761,0.0,0.0,0.0,6.235857769,0.0,0.0,0.0,1.616288635,0.0,1.780861217,0.0,2.467901308,0.0,6.957160917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0761078,0.0,0.0,0.0,0.0,4.310933489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA95_FPKM,7.160036035,9.297800249,7.899016141,1.899861295,23.86678678,0.0,13.89030115,2.386678678,0.511877439,4.285089778,0.724786401,0.0,0.278000263,0.795843891,1.690261962,0.0,1.330184831,2.704902502,3.154024113,9.709658539,0.839452501,0.863575286,0.718372362,0.718372362,1.545658573,0.718372362,0.974826733,1.919116646,0.575408327,8.141846996,0.693812623,24.06390499,31.10618543,0.0,0.782769213,0.614640713,0.0,3.138444902,11.6697867,0.718372362,1.143018669,0.0,1.366014726,0.287858429,7.621388256,10.86998824,0.773105494,2.459002275,0
RNA97_FPKM,3.750229539,6.974203583,3.385162947,0.959506889,82.51348682,2.101776994,12.92405739,3.750229539,0.603349232,4.734555676,0.853846904,0.0,0.327502922,0.0,5.978048862,0.635420952,0.0,2.125130072,3.041643995,1.63471544,0.659523126,1.017349503,3.385162947,0.0,0.30359001,0.0,0.0,3.554212693,0.339116501,6.077596502,0.0,91.02309382,10.52046957,0.0,0.61498941,0.724476161,0.0,3.170677849,3.838387325,2.53887221,0.336728357,0.928454886,0.64397881,0.0,11.62482825,7.746471424,0.910770031,1.931936429,0
RNA98_FPKM,6.837906039,12.45475743,4.408763692,1.332950628,39.07472858,1.09492373,15.25988298,2.93053116,1.571578224,1.31535392,1.779251061,0.0,0.682452462,0.0,3.113689357,0.0,0.0,2.214179098,1.408311794,6.812858765,1.717897576,3.179938067,1.763505477,1.763505477,0.0,0.881752738,0.598426783,0.336615066,0.706652904,8.997416738,0.851607346,49.47613943,47.16268105,0.0,0.320379612,1.509667567,0.0,3.302919097,31.65824589,0.881752738,0.0,0.0,0.670963363,0.0,7.156324711,30.10931975,1.897867799,2.01289009,1
R_JS001_FPKM,9.122870851,20.35576695,8.234803777,2.17854362,29.19386694,3.067563564,23.47331685,1.824120691,1.467899786,7.063793978,2.492395396,0.840808085,0.955987275,0.0,5.815589257,0.618140566,0.305206472,2.067336783,1.315322467,9.544519441,2.246153595,1.979365005,2.470338799,0.823787379,0.88618503,0.823787379,0.838283136,4.401246909,2.309874264,12.44898644,0.795623708,44.28188337,142.9958479,0.0,0.897582908,0.352605962,0.861925684,3.084511429,72.82631927,3.294126179,0.982916494,0.0,1.253320735,0.989887533,13.88157919,20.87234073,1.772002957,5.639359279,1
R_JS002_FPKM,32.19921702,12.07488438,10.25830885,5.169019351,20.83461996,0.707862874,15.08439486,1.263049442,0.609381523,4.250651226,1.724767346,0.581849225,1.764311399,0.0,4.695452158,0.855778951,0.211198431,2.146377142,1.592803559,2.752179366,1.776479064,0.685271506,3.9890567,1.140097726,1.02223805,0.0,0.0,5.003788055,0.45684767,12.49191821,0.0,35.97382626,113.5548089,0.221359181,0.207123863,2.927153004,0.596440014,4.269438635,77.9664062,0.570048863,0.0,0.0,2.601913781,0.913437817,12.45242905,15.84874264,3.066714151,1.951251947,1
R_JS003_FPKM,19.61054586,20.00255529,6.372673798,2.408401803,13.3352344,1.758909226,12.25399918,1.569222937,2.019185392,3.432848264,2.857507899,0.0,0.0,0.0,2.50010953,1.32914038,0.262394655,1.778452662,1.413679345,4.786764099,0.827622465,0.851386913,1.416466722,0.708233361,1.016002809,0.708233361,0.720752297,1.351592076,0.567591275,6.689885211,0.684020255,17.65742812,225.0989147,0.275018453,1.286402748,0.30314534,0.0,2.210338423,87.77175758,2.123986857,1.126904524,0.0,1.347041261,0.0,21.21862547,33.64959782,1.524387996,4.041123783,1
R_JS004_FPKM,13.14048507,20.53149212,6.279134321,1.845949454,44.83170378,1.73293214,21.30869644,2.319070952,0.994932648,3.903078061,2.112011046,1.424971308,1.890201666,0.773023651,4.928025773,0.785864575,0.258519385,1.752186942,2.507216177,2.695672218,0.815673231,1.677625795,2.791094243,0.697773561,0.750937261,0.697773561,0.236782019,1.065519086,1.398021496,7.383172174,1.347836109,49.4803057,120.8912339,0.0,1.521191235,0.597336457,0.0,3.920122532,48.51803326,0.697773561,0.277635255,0.0,1.59289722,0.0,12.19651094,26.03513078,3.003749043,7.167092709,1
R_JS005_FPKM,19.4111437,21.48365085,11.68129258,3.311072788,27.4996056,0.906525543,15.60770436,4.043814924,2.342095962,4.084132795,1.473104008,1.490852249,0.847539292,2.426288954,7.733796042,0.822197586,0.540943111,1.833196099,0.874492839,11.28193215,0.284461464,1.755187754,5.110236913,0.730033845,1.309425785,0.0,0.743187608,0.836086059,1.755187754,11.03653083,1.410150845,30.15408577,97.07225984,0.566967866,0.53050691,0.312476608,0.763831708,1.823067944,36.97217959,2.920135379,0.290471213,0.800910917,1.666541908,0.0,18.68738421,22.61618702,1.571310942,4.16635477,1
R_JS006_FPKM,11.43287951,14.74999041,5.159576493,0.835603243,36.74810292,1.830696561,9.00504795,3.266537002,1.31368693,1.924198494,2.230762228,0.50178731,1.141050596,0.816195907,4.337903715,0.276584659,0.546207826,0.925022028,1.766007637,8.54325062,0.574459955,0.885659388,2.948555524,1.474277762,0.793159903,0.736743208,0.500280442,0.844072194,1.47673318,4.457348149,0.0,39.06266027,145.4882792,0.286089287,0.267691262,1.577419533,0.0,4.602027267,71.59450976,1.474277762,1.173192867,0.808271675,0.841230201,0.0,13.80558776,34.77099274,0.792876024,4.206452087,1
R_JS007_FPKM,12.63307376,10.26400283,4.024785778,0.760536443,32.69696983,0.833284123,23.8999075,1.485995502,0.239207745,0.50023611,3.383678015,0.228400166,0.778768481,0.743420149,1.578870221,0.755483045,0.248619197,0.0,2.410604909,1.295483259,1.045618109,1.612463205,1.341341073,0.671051816,0.481179496,0.671051816,0.0,3.07297833,0.26889665,2.534929349,0.648109874,34.50094058,149.0680401,0.260580258,0.975013671,1.435499764,0.70211903,1.256355781,73.51583304,0.671051816,0.267003011,1.471568362,0.255316011,0.0,10.46931413,33.76649688,1.443538488,3.062921734,1
R_JS008_FPKM,10.09224758,18.7657429,6.83276164,2.295226873,9.251669354,1.885364932,10.81961677,5.046123788,1.6236739,5.945581908,2.298191419,2.067086853,1.175124718,0.841463041,4.468392164,0.855140993,0.562518717,2.859971544,1.212496175,9.531952845,3.549687078,0.913076917,6.83276164,1.518302733,1.089321961,0.0,0.515219846,0.869585942,1.521154779,14.63252408,0.733583164,8.874528908,213.0381973,0.589581473,0.551666266,1.624869878,1.588594526,6.161538579,75.74520342,0.0,0.604113411,0.0,1.73301221,0.608397903,28.43771694,48.63940345,0.81742124,4.332986341,1
R_JS009_FPKM,26.92989475,10.4915366,6.482072894,1.530973112,27.82765055,1.006275738,9.898726178,1.795511612,2.888379878,1.510762246,1.635198075,1.103266171,1.567674522,0.0,3.815462175,0.0,1.500855608,1.01745658,1.617529895,4.695145749,0.947287161,0.974160555,2.431090943,0.810363648,0.29070188,0.0,1.924634068,2.474575125,1.623265817,7.042982003,1.565317815,22.73228494,206.3162543,0.0,0.294440811,0.346860198,0.847880483,3.540901352,90.0293732,1.620727296,0.322433423,0.88903973,1.233280703,0.0,19.22278177,70.45300236,0.0,1.849921055,1
R_JS010_FPKM,14.56348076,11.2537938,7.170710764,2.258372482,16.5496547,2.2262609,16.42433985,1.98617394,0.851968102,3.342611904,1.205687002,0.203472282,1.387365865,0.66228233,9.143483988,0.224427899,0.221484583,2.250997132,2.147351853,12.11958026,1.862578541,2.15521002,2.39003441,1.195017205,0.643142038,0.597812369,0.202861254,0.912411785,0.957708824,7.22651642,1.154161916,18.16132441,40.28842448,0.464044482,0.217211568,0.255881809,0.0,3.357461737,19.42117678,2.39003441,0.0,0.0,0.909339692,0.0,20.89083089,13.4624823,0.0,4.774380104,1
R_JS011_FPKM,17.1951725,16.55680668,14.55125898,6.049319125,32.2410248,1.807188497,37.52765303,2.149320194,1.037369052,3.979640084,2.447048956,0.165177179,0.563199155,0.537635523,10.84767492,2.7313825,1.078183573,1.827268369,2.711333248,22.48626112,0.377983896,2.332241061,3.880188668,1.455346489,0.695970348,0.485299322,0.329175165,1.851610302,1.166120531,11.91523081,1.873766323,34.39803875,44.94394703,0.753369965,0.352460868,3.944609062,0.507766883,3.633657344,37.94512275,2.910141501,0.385969471,1.596642264,0.73815037,0.194463913,15.14092752,9.391012607,1.043955523,6.09005528,1
R_JS012_FPKM,12.3687384,16.64597589,8.931942842,2.531455947,35.45617971,1.84836466,23.48847558,6.596124865,2.387713969,5.273972559,3.003592573,0.0,2.304125809,0.0,7.008382669,0.27940396,0.551479292,0.934451023,3.269289573,10.78300271,2.610018373,2.684061448,3.721265134,1.488506054,0.800958019,0.0,0.505108661,1.420618109,0.894687149,8.438529089,2.156425437,38.86239294,121.1120231,0.289005471,3.2453683,1.911377092,0.0,5.111651653,66.94671474,2.23275908,2.665159607,0.816510602,1.699001859,0.29822905,11.15202567,29.60709995,3.203832077,5.946506507,1
R_JS013_FPKM,22.62905402,10.30449118,7.586609737,0.882143687,53.01578341,0.724618029,11.88227348,3.232989953,1.664308193,1.305957808,2.355008594,0.0,0.225822742,0.0,8.243194371,0.0,0.0,1.465338681,0.233004384,2.254367201,0.45476028,2.104475765,1.750625858,0.583541953,0.209334097,0.583541953,0.0,0.891084333,1.403209985,4.411145006,0.5635918,60.48883476,55.61491727,1.586410503,1.272364038,1.249109754,0.0,4.736391714,42.3469494,1.750625858,0.464367892,1.280393022,0.666063037,0.0,13.48090603,15.81903023,1.884006875,2.664252147,1
R_JS014_FPKM,42.47693776,16.15249895,11.70426517,0.610127838,36.21714578,2.004705753,15.20214785,4.918185866,4.603866839,3.160810287,1.628823424,0.686785009,1.24950838,1.341161876,9.026160472,0.454480104,2.54195834,2.53347359,0.966934047,13.64294273,0.157187585,1.940725782,4.036022644,1.614409057,0.868705826,0.0,0.958638843,1.386624482,0.808555401,10.37217324,1.948825838,43.7197111,67.65039069,0.0,0.439866596,0.863684178,0.844575109,2.771574355,44.0816605,0.807204529,0.160508449,0.0,0.921354664,0.323454297,10.83470026,13.35533723,1.302842965,2.764063992,1
R_JS015_FPKM,20.44384302,15.51515319,6.59050755,1.99250262,35.04634014,0.818187209,7.380021525,3.650913485,2.584171575,3.686866431,1.330080979,0.897226331,1.530302094,0.0,5.430242161,0.9896317,0.732538052,0.827278178,0.526392472,3.819215482,1.540855902,2.376852189,1.318310351,0.658894124,0.0,0.658894124,2.236418478,0.754811168,2.904902089,8.966656425,0.636367829,26.19414345,157.3862646,0.0,1.197405709,0.846303431,0.0,2.468774649,76.46549445,1.977204475,0.786704598,0.722864427,0.250690357,0.26402495,27.56722302,32.48050449,1.418753045,2.256809149,1
R_JS016_FPKM,17.15618201,21.14510543,8.671962681,0.936453368,11.66599461,0.769229552,17.65702912,4.117640544,1.987378559,4.851257451,1.874997034,1.686744319,1.198628241,0.0,7.29165513,0.697673315,0.688523501,1.555553094,1.23674716,13.76009219,1.689652499,1.489359346,4.955744372,1.238936093,0.888887483,1.238936093,0.420419755,1.655402786,0.992906231,14.04613162,1.196579303,14.48227594,206.0245629,0.0,1.125400149,0.795453287,0.0,4.640508312,106.985338,1.238936093,0.73943545,0.0,0.471379726,0.0,11.98856298,44.26597358,0.666665612,3.535347942,1
R_JS017_FPKM,16.52941961,28.73851814,7.460180533,2.819399332,69.87393035,2.526335618,8.285187283,2.253887659,4.109758621,5.564359077,3.421493908,0.692459462,1.312353828,0.0,4.789511276,1.273114012,1.507518303,1.702679478,1.354089462,8.51488507,0.792746694,1.630225032,5.425697867,0.678366267,0.243350439,0.678366267,1.150772726,1.03564841,1.902299542,21.27356483,0.655174258,59.19479417,2020.641139,0.263420578,0.739217174,0.870820232,0.0,3.81082457,805.5772285,3.391215201,0.269913339,0.0,0.774062428,0.0,16.5126756,58.25311513,0.730051316,3.096484136,1
R_JS018_FPKM,12.60502914,26.78568691,6.067969396,1.720017354,22.68905245,0.942277378,24.71010177,2.521005827,1.351854724,4.808938366,2.295916021,1.549051773,2.348221033,0.840659229,5.357137383,1.708588667,1.40504245,2.857139938,1.211624861,6.593399856,0.886698601,3.64776421,6.067969396,0.758825145,0.816325696,0.0,1.544399966,3.185213298,2.735559515,12.32690155,0.732882405,30.73911273,838.2822142,0.29466406,0.55111046,1.623249801,0.793955939,3.315096299,407.9295668,1.516773035,1.508936434,0.0,0.865799981,0.60778494,9.944741219,174.0981058,2.448977089,4.328666135,1
R_JS019_FPKM,9.800364129,22.56187651,6.634759787,2.507451023,22.05169683,1.830509383,19.51297428,2.450091032,2.365072101,1.924592416,0.744044031,0.251002806,2.56756115,0.816989524,6.942546182,1.107116999,0.273222726,0.925921461,1.471680704,7.12017767,1.723512312,2.658609418,2.211586596,1.474127025,0.264548989,0.0,1.250707625,3.377152504,0.0,5.850719054,1.42372952,31.5985488,163.2779451,0.0,0.535615286,1.893252161,0.771601217,1.380714283,80.79763982,0.73745957,0.293425815,0.0,1.68289081,0.0,11.04620879,32.958573,1.586441465,3.366082998,1
R_JS020_FPKM,7.841228431,21.29122724,11.79682872,1.78339915,27.88003054,3.906132799,19.21483735,2.613421119,0.560814704,3.812750445,1.587305903,0.802918537,0.608829661,1.742924129,4.628616826,1.180923869,0.873996571,2.961877268,1.256035635,3.797839447,1.532231777,0.945629049,2.359017293,0.786629474,1.128438364,0.0,0.533868652,2.401743816,0.315209683,5.64715629,1.519472317,30.64463554,179.810669,0.0,2.857538362,1.683133391,0.0,3.437157328,90.35450063,2.359017293,0.0,0.0,1.196828568,0.0,6.873770803,45.12642182,1.693126297,4.48835571,1
R_JS021_FPKM,27.76822178,24.58632773,6.962499887,0.526353954,64.79274081,2.593797581,18.428794,4.628148625,1.985434243,3.375571179,2.107460534,0.236914903,1.616682054,0.771134781,4.098077209,0.261314776,0.51599945,0.0,1.390160467,6.724465703,0.271226716,0.836763273,4.177620882,1.392741878,0.499618515,0.696068563,1.181427664,1.594834999,1.115926693,6.052041988,0.672271348,76.50619935,185.9389529,0.270294665,1.01186922,1.192012604,0.72829396,2.608127954,85.25494178,0.696068563,0.0,0.763648036,1.589465184,0.0,21.29920822,43.3824222,0.0,2.384197776,1
R_JS022_FPKM,12.00060836,31.87569613,9.284362579,2.631678276,22.28622573,1.921327231,21.26680553,2.571187912,1.930697244,5.482389432,1.561078375,0.789943274,2.095996666,0.0,5.46469414,1.161732744,0.573248452,2.914012967,3.398277677,6.725400038,0.301449617,1.860008277,6.189835535,1.547263522,1.110100178,0.773631761,1.57540732,0.590678304,1.860321409,16.37482142,4.483851602,30.14861566,247.7190649,0.600827416,0.281094498,0.662275674,0.809448046,1.931942298,123.9812548,3.094527044,0.307818271,1.697483282,1.472021039,0.620002759,20.77081903,62.64481421,0.832575133,7.948200045,1
R_JS023_FPKM,41.40900565,10.15276521,8.625358055,2.988245487,22.29709345,0.89301301,15.36672628,3.185181243,2.049769632,2.412677087,2.175968101,1.712641307,0.556315902,0.796707685,3.38425507,0.809662549,0.266439947,1.804936037,1.435168447,6.942061682,0.840373887,0.864512595,2.875119352,0.71915207,1.031392021,0.71915207,2.683139342,1.92093552,1.440257697,8.421444678,2.776824673,28.56923115,89.07709863,0.279258364,0.261299627,0.923137982,0.0,2.243937407,45.90998453,1.437559676,1.143973545,0.788972659,0.546950314,0.0,16.6041143,25.30388993,0.773944608,4.922552829,1
R_JS024_FPKM,15.80212884,10.2602192,10.30135854,2.096441802,37.74890134,1.967829365,13.7142424,1.755612473,0.564897389,2.364265132,2.398292039,0.809062375,1.840068023,0.877806237,6.529542695,0.892387735,0.58712286,1.989694136,1.581912299,10.71444232,1.543728209,1.905026301,4.754866041,0.792356072,0.852726058,0.792356072,0.537755172,1.209949137,1.270017534,4.49206016,0.0,46.9333177,82.97739079,0.0,0.287897865,0.33915241,0.829039223,0.989350675,46.11951373,2.377068216,0.945805311,0.869283846,0.301468809,0.317504383,21.27286153,15.34238385,0.852726058,2.713219277,1
R_JS025_FPKM,35.76559944,12.09113716,6.603701091,1.386391118,22.7597876,1.822457577,24.64891243,1.625918034,1.046085567,3.283516595,1.480746781,0.0,0.56795767,0.812959017,2.591306867,0.0,0.0,1.842707106,1.464773655,8.503466053,0.285937309,0.882147019,1.467642827,0.733821414,0.263243872,0.733821414,1.493852144,4.201591174,0.882147019,4.991164857,0.0,21.72800154,72.13182311,1.139550256,0.799888936,0.628195604,0.0,2.290226212,43.25754625,2.934594023,0.583956477,0.805066211,1.116529039,0.0,7.786941837,14.20584066,0.789731617,4.187181256,1
R_JS026_FPKM,17.89844433,8.268338032,6.32178104,2.92026637,10.11647912,0.872518611,15.73260621,5.447451293,0.751168515,1.309963057,2.126075171,0.956384376,0.543565841,0.0,1.6533461,0.263784696,0.260325225,0.882213262,1.963392339,8.819494618,0.821104894,0.844672272,2.809908077,0.702647731,0.755937839,0.702647731,0.238436017,1.340941913,0.281557424,6.37137296,2.035217258,11.49600066,157.4300564,0.545433765,0.765660512,0.300754521,0.735177718,1.315582426,97.4286642,5.619816155,0.83845218,0.770865957,1.603504506,0.281557424,7.455251288,25.46978845,2.267813516,5.612525575,1
R_JS027_FPKM,39.66449149,12.31902483,6.609552975,2.497924703,43.32536138,0.683671562,13.45784685,3.661478011,0.39271373,2.464948799,3.334560331,0.37497064,0.852672961,0.0,5.835157517,0.827177757,0.408164762,0.0,0.879789769,5.851840804,1.502361618,0.661852257,1.101683649,1.652251014,0.39520715,0.0,0.186829166,0.841150354,0.220617419,5.204130811,0.531744548,47.21830166,13.27833997,0.0,0.0,0.0,0.0,2.407098725,12.90639378,2.203367299,0.0,0.604020507,0.838318198,0.0,6.877571799,2.714547472,0.0,3.77243189,1
R_JS028_FPKM,28.91224102,24.41759653,10.0376058,1.517390576,18.53323025,0.0,9.537469361,2.22401854,0.477159416,4.991283437,0.674913896,0.0,0.258871083,0.741081925,3.938639853,0.251130752,0.247837234,0.839892848,1.603179442,5.170592452,1.042897405,0.804152727,2.00752116,1.338579954,0.96012777,0.668941207,0.454232837,2.554527127,0.536381329,4.552171728,0.646071422,20.8601225,84.69115149,0.259760675,1.215785935,0.286327107,0.699910707,5.43088354,36.670448,2.00752116,0.532603996,1.468539172,2.036900057,0.0,7.102259614,13.42725212,0.719908156,3.81928713,1
R_JS029_FPKM,18.6404821,13.46790575,4.711391881,2.289326857,28.33338461,0.835416914,9.59256365,1.491386743,1.199576766,3.012056493,2.037003455,0.0,1.041927725,0.745322933,4.753008061,0.252567904,0.498758845,1.690238309,0.537531618,7.15003939,1.835818216,1.618313275,2.018976876,0.672769373,0.482925231,0.672769373,0.0,1.798605684,0.269584891,9.665569332,1.300183315,25.17611655,82.89775046,0.0,0.978272976,0.0,0.0,1.260466226,36.62746053,1.346207503,0.267686405,0.0,1.536325838,0.269584891,5.462298654,11.3723891,0.724027992,3.841069038,1
R_JS030_FPKM,23.56994951,7.512671982,7.09160777,2.680105947,32.21275992,2.641818719,12.99561114,3.1425556,1.769546292,3.173933431,2.861970279,0.724112962,1.097742025,0.7856389,5.843189319,0.266229793,0.262738255,0.0,2.831631371,6.164243677,0.828984495,0.852501785,3.545803885,0.709160777,1.017589432,0.0,0.0,1.895088428,1.70500357,7.504563594,0.684915964,35.92431279,17.8976523,0.0,0.77300805,1.821253814,1.483984589,2.656414402,7.772574188,2.836643108,0.846498251,0.778011338,0.809446139,0.0,13.28251298,5.492378528,1.526384149,3.237784558,1
R_JS031_FPKM,12.25196383,30.68425887,6.319125374,2.985517482,0.87507496,1.961706503,18.49566778,3.500299839,1.126279444,2.356637516,2.390829801,2.150786648,2.139738087,1.75014992,3.719068579,2.075759207,0.585296039,0.991751621,0.946194126,7.629655788,1.846709915,1.899098849,2.369672015,0.789890672,0.566715212,0.789890672,0.268040979,1.206184404,0.316516475,9.254761068,0.762885862,12.31204266,305.2794917,0.306727306,1.148008307,1.690485718,0.826459684,2.958816991,166.882972,1.579781343,0.314287486,0.866579086,1.202123177,0.316516475,7.890693937,83.70136129,0.850072818,3.606369531,1
R_JS032_FPKM,40.39658038,7.153867748,1.82302614,0.459378799,30.97088479,1.509387481,4.94970309,1.3466104,1.083142633,2.493132003,1.83930316,0.20677016,0.0,0.0,1.43077355,0.228065426,0.450341839,0.762752146,2.183974333,3.521904122,0.710351565,1.46121554,2.431048863,0.0,0.436045272,0.607501709,0.206149229,0.695952547,0.730503383,4.364000133,0.0,27.46963406,275.8426411,0.0,0.0,1.040562581,0.0,1.138132342,128.8507319,1.215524431,0.241717229,0.0,0.462472258,0.0,2.65585898,27.81206761,0.0,1.387416775,1
R_JS033_FPKM,36.79857807,7.997663377,6.039278874,1.711874435,52.68879624,0.0,14.6018221,1.672431927,0.269202434,1.407634603,1.523107648,0.0,1.168706848,0.0,1.776958923,0.283512198,0.0,0.948190794,1.808658856,3.645412689,0.882500786,0.90784225,2.264825027,1.509628819,0.270911655,0.0,0.256267782,2.305535516,1.512458456,2.85293167,0.729377534,42.94678473,42.08413972,0.293254885,0.548514651,0.646166881,0.0,2.827903072,20.25650746,3.020021235,0.300482998,0.828516228,0.861701105,0.0,8.954708583,23.9174392,1.624648158,1.723111683,1
R_JS034_FPKM,16.45961122,23.31778256,7.075246587,1.871661476,27.43268536,0.87866697,20.16673086,2.351726302,1.51314854,4.221686308,2.854916952,0.722518322,0.821493434,0.0,7.495251771,1.06229468,0.524319307,0.888429936,2.82509846,10.24967741,1.654027887,2.551873222,2.8296522,2.122797193,1.015081583,0.707599064,0.480232398,2.430892466,0.850624407,10.96254848,2.05022293,30.32452108,139.9064151,0.0,0.771305733,0.908621526,0.74035828,2.650099929,66.04271124,2.122797193,0.563089396,0.776298003,1.615044065,0.0,12.80920343,23.41102855,0.761511374,4.037468615,1
R_JS035_FPKM,31.99623818,18.61647833,11.00217585,2.079148998,26.66353182,0.854170343,23.10186011,1.523272282,0.980545032,1.538635472,0.0,0.0,1.064495805,0.0,2.428159103,2.065334054,0.0,0.863661125,2.196698058,8.63369741,0.53577163,0.826909587,1.374989139,1.374989139,0.740010393,0.0,0.466587906,6.037776757,0.550970825,3.898333108,0.664354711,38.58437423,29.26902096,0.267111688,0.499594124,0.0,0.0,2.146752908,19.75106033,2.062860831,0.0,0.754655352,0.784859508,0.275636529,6.439787842,13.55603861,0.740280964,2.354578525,1
R_JS036_FPKM,16.80107941,17.85114688,6.950830858,3.582235918,9.800758592,2.354214169,19.2988926,2.100328327,0.675815424,3.299265269,3.187998354,1.075469324,0.978235111,0.0,5.950108309,1.423478335,0.936539844,1.586914736,2.270747564,5.492491972,0.73873617,1.519386449,4.42370037,1.263914392,1.360212631,0.631957196,0.0,1.447523577,1.772617524,10.50787443,1.220703643,13.29616269,157.5693232,0.245399186,1.607325215,0.81149049,0.661214473,3.944932176,97.9148003,1.263914392,0.251447757,1.386624527,0.961766507,0.50646215,5.523079427,29.14090689,2.040318946,3.6066244,1
R_JS037_FPKM,26.63935194,15.09606725,9.618271718,1.817673879,31.96763125,0.0,26.1111769,4.43989199,1.999986502,2.989234211,0.0,0.272938274,1.550921175,0.888387322,4.71738524,1.203499921,1.187716315,1.006838965,1.600243756,9.289441916,0.937042224,0.963994754,2.404798628,0.0,0.862673793,0.80190714,0.816042778,1.223829311,0.642293397,4.54383595,0.0,43.10034659,44.9851942,0.311393494,0.873769276,1.029326685,0.0,0.500638159,35.44185066,1.602891487,3.18921819,0.879762202,0.914957054,0.0,3.502738791,16.36542386,5.176042761,6.403997183,1
R_JS038_FPKM,29.4294398,14.29469242,5.31307152,0.286850015,34.47462536,0.942507193,6.954174692,2.52259278,0.541124003,4.245948244,2.297361282,0.0,2.937265566,0.84086426,4.467091382,1.70966421,0.843621192,0.952979495,1.818406103,2.932244599,0.887256771,0.912427176,2.277030651,0.0,0.272279856,0.759010217,1.030248102,1.448786394,0.304142392,4.589600243,0.0,43.77019543,245.0058,0.589471852,0.0,3.248793732,0.0,2.843143244,205.3801935,0.759010217,0.302000544,1.665401059,1.15512666,0.0,8.055572525,55.30715029,0.816839567,2.599034986,1
R_JS039_FPKM,55.49134816,17.76862239,5.489196623,0.518561559,16.72340931,0.85192256,15.3674572,1.520097118,1.467600355,0.767573792,2.769458986,0.467017789,0.265496414,1.520097118,3.231035483,2.318286284,0.762540521,0.861388367,2.191799358,6.626744653,1.871566432,1.649467085,1.372123062,2.058184593,0.492221924,0.686061531,1.164277356,3.1434413,0.549822362,5.44569497,1.325212872,19.78497402,1043.885431,0.0,0.498552752,0.0,0.717823639,1.713698378,389.7517192,3.43101203,0.272975187,0.752669447,1.044375106,0.0,2.570327693,31.64212445,0.738332886,4.699285984,1
