,NPM1P29,DGKZP1,RPL15P5,HNRNPLP1,AC027575.1,ETF1P2,AC114878.2,AC006483.1,H3P6,AC021074.1,AL663070.1,DNAJB6P1,AL162430.1,AC012618.2,AL354710.1,AC068790.1,FTH1P12,AC139451.1,AL139132.1,RPS12P3,RPL10P12,BAK1P1,AC018638.4,SRP72P2,AL162151.2,RPL41P2,MTND3P12,FTH1P16,RPL11P3,YWHAQP6,RPL23AP23,AC138932.2,AC084337.1,EEF1A1P29,EIF4BP5,NSRP1P1,RPS24P16,RIMKLBP1,NDUFB4P6,MTCYBP3,RPS27AP10,YBX1P1,HNRNPA3P15,RPL23AP30,FAM32BP,AC005183.1,AC093433.1,RBM8B,PRKXP1,AL512310.6,ST13P7,AL513475.1,RPL21P134,EEF1A1P16,XBP1P1,VDAC2P5,PTMAP2,Diagnosis
R_JS018_FPKM,1.814580728,73.11619607,2.287454199,0.342628374,0.156002165,1.405129955,2.740688224,0.821541835,1417.720767,1.489452032,1.300445705,15.24834791,4.236486854,7.57192563,0.348566022,0.241541525,2.4890385,2.857039806,0.747507542,5.771280173,10.51211864,4.043122553,60.67051559,0.649678106,18.98711324,3.562612041,1.045395841,3.105527028,5.736068626,1.691727595,2.001747635,0.090113225,2.998747456,0.234619155,0.238739804,0.253123418,0.437233043,0.147246867,0.702575394,0.904635336,0.82401612,18.21416384,1.670809863,2.395141179,1.286900743,0.563071056,0.0,9.959047618,5.423952784,0.072976376,1.403872217,2.176763625,4.08156007,1.15177002,0.920295138,14.59379083,31.19252763,1
R_JS019_FPKM,2.074871201,57.10719712,2.615575471,0.444026938,0.060639372,0.682831067,3.396120991,0.532192824,1817.307162,0.921250398,2.183156749,21.21919543,3.255557551,2.845523475,0.338751754,0.0,2.116702367,0.50477683,0.0,6.43996455,2.357634767,3.798505394,50.85227426,0.294669784,16.34446699,2.036823441,0.761918553,3.169139488,4.141376951,1.644140035,0.530592962,0.043813318,2.185795498,0.228019421,0.0,0.0,0.0,0.429397397,1.36562451,0.219797085,0.800847855,27.33448075,0.243576301,0.498820929,0.750478334,0.294669784,0.291727415,14.28087158,2.821370131,0.070921644,1.364381903,1.85127461,4.656880076,1.23717468,0.38329645,16.54759309,34.13716647,1
R_JS020_FPKM,0.996021544,115.0873197,3.487811737,0.23681418,0.129398648,0.728413231,2.770494478,1.135648833,1148.155521,1.544365815,1.716072435,16.16883609,4.494523916,5.024374431,0.0,0.500783834,2.419313332,1.077145711,2.066616772,5.097151659,8.104384155,3.353532934,65.7627202,0.08983237,28.68520789,3.04193769,0.271003447,2.736814256,6.456977937,4.969478518,0.377448537,0.093469117,3.238682327,0.243219849,0.099040814,0.419915044,0.0,0.381741594,0.242866477,0.312628043,1.28158151,21.01375633,1.472438079,1.773841179,0.533868652,0.26944737,0.0,13.7111355,2.930579617,0.378167843,1.37463282,0.282187716,4.047761252,1.696899505,1.49936129,11.49943063,36.41708638,1
R_JS021_FPKM,1.175768766,54.61445947,2.34673348,0.262102207,0.028633326,0.793716045,1.383616952,1.256918249,1914.271608,0.745768025,1.410755955,21.20662814,2.260851019,3.892143441,0.0,0.0,3.855266573,1.192167915,0.686149941,2.746767618,2.72144099,1.855625628,72.38242217,0.0,9.461197638,1.923624663,0.959424779,5.131084459,8.725169079,1.035168841,1.169271566,0.124098622,1.949692995,0.071766193,0.0,0.27883707,0.0,0.270353374,0.644905956,0.830380228,1.134786442,11.14581614,0.766825036,0.1569975,0.708815555,0.079524928,0.0,11.23952919,2.314013406,0.066941062,0.644319144,0.0,2.606280843,0.667710268,0.965310821,9.555527942,15.63911418,1
R_JS022_FPKM,3.810793062,66.8954734,1.784228195,0.34950742,0.031823949,1.212752311,2.376216179,0.837895102,1548.430176,0.6906639,1.688361452,21.56293431,3.517318194,4.222234943,0.355367435,0.0,1.269421807,1.059641079,1.270901885,5.014797649,6.598598259,2.611893079,82.18445672,0.044174022,20.47409878,0.85496713,2.398999404,2.375873989,7.522674995,2.300827025,0.742423686,0.091924699,2.931390463,0.159526257,0.1461065,0.30987043,0.446022393,0.375592997,0.238853522,0.461398978,1.681161327,16.66635131,2.215589692,1.39611061,0.787571072,0.220914729,0.153100506,9.159335649,5.142926736,0.074400331,1.113796226,2.220480684,1.991123359,0.680136197,0.536321405,10.61866205,20.3200489,1
R_JS023_FPKM,1.314980877,115.3424809,3.825349725,0.324672039,0.08871803,0.409695444,2.532205382,1.556973579,982.0176474,1.283129884,2.464787312,11.60361374,3.174294554,2.774520277,0.330342211,0.228913194,3.68529057,0.492255283,0.236233093,2.633241008,2.298871564,2.554287041,62.22573174,0.287315267,24.67613981,1.588696757,1.238270337,2.648699846,3.571990174,2.671780319,0.689784473,0.0,2.131315328,0.222361704,0.135770712,0.143950636,0.0,0.488485321,0.443836731,1.1430414,0.780981939,11.33769263,0.712515748,0.16220396,0.975641101,0.246252011,0.0,7.116925422,3.619674094,0.13825042,0.517376628,0.515696011,3.53148368,1.43606443,0.872081156,9.588464419,27.82022669,1
R_JS024_FPKM,2.676257234,105.3496013,2.530325184,0.656216551,0.0,0.846863801,2.075777926,0.858174787,1391.743787,1.2731573,2.099697801,15.56760621,4.014072405,4.007899595,0.0,0.504429499,2.275117517,1.356609638,0.520559512,5.58247081,3.378985155,3.23820491,60.81201649,0.271500689,57.2398852,2.189351607,1.638109337,2.433199253,3.253065733,0.589054185,0.380196332,0.047074782,2.088428898,0.163387292,0.149642734,0.105772281,0.0,0.384605825,0.9785381,0.472559246,0.860925347,13.05848422,1.570971873,2.502175153,1.34438793,0.135729514,0.313612035,9.892407476,3.192316603,0.0,0.814781444,0.284242019,2.780799147,1.013198178,0.137325516,8.232797609,17.79923555,1
R_JS025_FPKM,2.78776652,118.9595293,3.644424388,0.497147384,0.060372639,0.679588492,1.789429669,1.854231897,1077.430301,0.785865346,3.087691746,10.39169148,4.002583337,2.539051467,0.0,0.0,2.55796093,1.507432618,0.482103603,6.82301566,3.910915055,3.128633736,89.18266689,0.125702607,69.26705869,3.648797781,0.505620852,1.20162392,2.06085535,2.181896064,0.352109638,0.217944766,1.933808757,0.226975784,0.0,0.244849938,0.0,0.21371603,0.226562349,0.07293036,1.195987785,12.00467886,1.131334471,0.496537843,0.747043421,0.293266591,0.0,6.632852387,2.290718039,0.0,0.678997473,0.526487744,4.463053201,0.820897573,0.508602952,8.093371727,17.24129113,1
R_JS026_FPKM,1.087371911,96.24692002,3.987566312,0.423077432,0.028903966,0.600555912,0.57103218,0.507096567,981.1018382,1.253965958,1.970758175,16.3673913,2.189701741,5.048671223,0.0,0.447102044,1.872742051,1.683757673,0.230811609,4.15690797,2.745785046,3.369749896,78.61731263,0.240647215,84.90256732,0.388071456,0.9680476,2.013188521,2.580115646,1.305653968,0.842715088,0.125194752,1.619941784,0.144818637,0.044233534,0.234447021,0.0,0.886495593,1.518142164,0.139596505,0.0,13.22942123,0.386860435,0.0,1.191948367,0.080202742,0.0,5.594135972,6.225599674,0.0,0.938927089,1.007998771,3.779795697,0.842064538,0.973986542,6.93752916,23.0604369,1
R_JS027_FPKM,0.542571444,107.7133466,0.488531581,0.37320128,0.0,0.549413454,1.691614895,0.198767132,1411.281013,0.0,0.171710693,13.25376785,0.286184488,0.879716709,0.0,0.0,0.338846397,0.377243189,0.361890269,4.346138417,0.978599424,1.957296377,46.22172235,0.0,34.66660122,0.152112744,0.379543452,0.789284183,1.190155376,1.638029636,0.528621029,0.098162126,2.903472318,0.056764701,0.069353901,0.0,0.0,0.427801555,0.340137302,0.0,0.0,11.54076691,0.606677643,0.124179865,0.934518369,0.157248417,0.0,5.216498088,3.827715338,0.0,0.396437552,2.371045988,0.386551479,0.043998665,1.241036237,12.85824829,25.12533483,1
R_JS028_FPKM,1.22414685,103.1289274,3.798678879,0.352625009,0.137644494,0.524469866,3.143179318,1.691022807,1549.688319,1.314074578,1.668744568,19.05709222,3.128964015,3.028196889,0.0,0.212930581,1.784010745,0.687423912,1.099155308,4.525683613,2.615752226,4.755845539,46.75100927,0.076432307,11.00765046,3.697698976,0.691615522,1.780778842,5.349651762,2.238650241,0.642123668,0.079526569,2.424984831,0.344990352,0.126378769,0.089344084,0.0,0.389776445,0.619808446,0.133033892,0.363415175,19.21928162,0.663303775,0.452794194,0.681230904,0.114628545,0.0,14.11515438,4.111111408,0.0,1.100855152,0.96012777,5.479520366,1.657771759,0.927851713,16.99451945,31.91184652,1
R_JS029_FPKM,0.947112913,89.34032516,3.223627349,0.151994928,0.110754603,0.383613002,1.459077726,1.45779161,1372.654359,1.441790075,1.363691112,13.01710478,2.010583593,2.508213852,0.0,0.0,1.932440227,0.921948169,1.105423938,4.17253064,3.109044203,2.391609024,49.79814649,0.115282661,29.84374345,2.975111109,1.159347057,1.240052048,2.762983556,0.750474957,0.0,0.079979731,2.217293497,0.416321874,0.084747325,0.224610653,0.0,0.457377391,1.038977691,0.200654694,0.3654949,12.04168846,0.741258937,0.303635624,0.456821165,0.115282661,0.0,9.850667121,5.287105088,0.129465062,1.730053843,0.0,4.5664018,1.667339426,1.633089824,12.94889335,29.30479758,1
R_JS030_FPKM,1.696609799,85.21986643,1.509735996,0.427102826,0.0,0.656895963,1.921770464,1.536137402,1619.159026,2.405447084,1.879141612,17.49667886,2.487045226,3.870084231,0.325752715,0.677198601,2.472554752,0.485667684,0.931804277,5.995348753,2.267976447,2.016104561,67.38648575,0.202463789,25.36024065,1.959295056,0.732943608,2.758420297,4.596816157,2.899890335,0.510415082,0.0,2.803679072,0.292464116,0.267861285,0.094666471,0.204426448,0.550757167,0.437897092,0.070479479,1.15579569,15.77735944,0.39052226,0.799752174,0.962584598,0.404927579,0.0,14.34877115,3.714142757,0.068200143,1.531317871,0.0,6.30496068,2.49371076,0.860346894,14.73613588,20.09603371,1
R_JS031_FPKM,2.667841556,66.14336573,2.662462387,0.178396361,0.064985545,0.281392326,2.996808684,1.140672791,1694.693678,0.846044037,1.846838561,16.96236417,6.156021332,4.310659621,0.0,0.251429988,2.592042836,1.893344004,0.518939802,5.56492373,7.298088244,2.806990859,60.69884884,0.45107111,23.72789661,2.837268129,0.544253938,1.940552571,5.632292258,1.468053387,0.947533396,0.14078493,4.424120258,0.162878916,0.099451416,0.158164759,0.455396153,0.230045479,1.219366747,0.314011067,1.71649319,17.10878416,1.479018761,0.890794869,1.340204893,0.270614389,0.156318119,14.11209705,3.818758296,0.0,1.137124942,1.133430424,3.511363438,1.57817144,0.68449115,10.5372926,29.20834165,1
R_JS032_FPKM,1.026234981,94.25427164,4.420210414,0.045734639,0.024990059,0.303096138,1.043034404,0.877663008,1885.123387,0.976405586,3.125871711,16.28935842,2.368109238,2.426684378,0.0,0.0,1.620278145,0.624248345,0.598842889,2.568896555,1.295794913,4.211194612,34.63583033,0.0,15.64720851,2.350662471,0.628054737,1.617342858,1.575653327,1.129461232,0.145748818,0.036092373,1.601713136,0.187957987,0.07652048,0.202809341,0.0,0.354005827,0.375284865,0.120804099,0.660357023,13.01954868,0.066908083,0.548320402,0.412475258,0.451123425,0.0,10.98789229,3.182792362,0.0,1.437202627,0.217929184,2.417146541,1.214172523,0.737286005,13.25157908,29.61190428,1
R_JS033_FPKM,1.168572529,88.07110505,4.553127327,0.397802359,0.15526512,0.591654313,2.25027276,1.635304972,1305.526103,1.886712431,2.353295759,12.07147956,4.804561204,2.009587073,0.0,0.240386398,2.786687989,0.775530994,0.0,1.701841678,1.0731522,3.88966796,62.45839096,0.086199119,23.21593539,2.294287875,1.30034538,4.327133945,1.957363121,0.28071438,0.0,0.089688778,1.492275382,0.23350842,0.0,0.0,0.435173614,0.146553313,0.0,0.0,0.410274863,12.44042021,0.415704956,0.510828799,1.280820675,0.086199119,0.0,7.961844281,1.748720725,0.07262738,1.397147481,0.0,8.300994185,1.990870737,0.65416148,14.71784112,22.4349712,1
R_JS034_FPKM,2.289910004,66.4396763,1.255106537,0.319565681,0.174615248,0.756123743,1.789374201,0.510918174,1497.19766,0.884086543,1.102762571,20.14825567,2.113560613,4.237400109,0.0,0.675707276,2.176428779,0.726897221,0.697314194,4.984117314,2.514159951,3.016912621,78.34760318,0.121210754,22.2637853,0.58649409,0.731329521,2.027633266,7.643109301,1.57785555,0.169763682,0.126117814,1.864680687,0.072955013,0.267224561,0.377782325,0.203976261,0.618165095,0.873635789,0.210972808,0.384416799,13.574218,1.090890412,0.638224947,1.200328507,0.161571854,0.14003274,11.87781579,8.265400358,0.068049953,0.94567322,0.507674249,1.158647581,0.735003443,1.4713745,10.25424199,30.56062193,1
R_JS035_FPKM,1.354759774,89.71345635,3.293586649,0.103513506,0.226307081,0.587956069,3.602607646,0.993075959,1429.696347,0.859298656,0.964565271,14.87074765,3.4833483,2.013589692,0.0,0.218956341,1.692374456,0.235543943,0.0,4.263186156,1.466058327,2.932250662,38.04165389,0.157065576,27.04910691,1.519964671,1.8953218,2.1115971,2.674387903,1.789263319,0.329880621,0.040867246,2.152236698,0.283606547,0.0,0.045912287,0.198289544,0.333816389,0.424518505,0.410032144,0.746989292,12.86986472,1.893412205,0.310127291,0.466587906,0.235576831,0.680494354,9.916680413,4.847914876,0.066152767,1.13125193,0.740010393,4.343715725,2.857606519,0.595954412,13.75932673,30.89199284,1
R_JS036_FPKM,3.201300196,98.82644042,1.233035929,0.28545435,0.077988165,0.405183834,1.712371766,0.456301362,960.0731759,0.676883063,1.181869035,17.89963538,2.051863521,3.868877246,0.580578562,0.201158206,0.648014184,1.298384784,0.622771771,4.095705348,3.143639548,2.694512736,76.87018031,0.036084468,40.22227895,1.396602439,2.176929036,0.388104147,2.867218964,1.878981571,0.454848173,0.112635904,2.602217585,0.065156171,0.198916889,0.21090125,0.182171334,0.490730582,1.560684147,0.502383815,1.373291599,14.5787106,0.765539851,0.142537252,1.501135561,0.108253405,0.250126666,9.384865954,6.618724254,0.243101832,1.49442934,0.906808421,1.330479422,0.303017665,1.095142215,8.348237741,30.78979766,1
R_JS037_FPKM,2.143039135,88.22471799,6.967149644,0.603423029,0.065936199,1.313504525,2.316819054,1.736372172,1171.510369,2.289450957,2.373600587,13.30525892,5.934121323,2.880414197,0.0,0.510216164,1.972531223,0.823461348,1.053062431,6.550120676,3.417813535,2.420964917,43.47549491,0.274625816,53.31255658,3.986183848,0.0,1.640829649,6.061343941,2.681323879,0.769115661,0.142871843,3.960953204,0.165261622,0.151388437,0.428004269,0.0,0.0,0.494881798,0.15930232,0.435651475,12.35959278,0.794466334,0.180869275,1.087848277,0.320361658,0.0,6.900860694,4.924281019,0.07711958,0.824147376,0.287668276,7.125931938,3.010571135,0.972386075,16.44927067,32.40707446,1
R_JS038_FPKM,0.640857942,83.94348809,2.962165463,0.628547435,0.062444961,0.432626252,0.959835462,0.822058989,1428.812668,0.677473575,1.419610834,16.41351792,2.661675429,2.222496348,0.0,0.0,1.712249909,1.299517493,0.249326031,4.491599115,4.8548012,1.753122656,60.48390213,0.0,75.45269515,1.467914625,2.353394484,0.776885458,3.935665698,1.410660436,0.364195985,0.090187334,0.750158786,0.078255615,0.0,0.151981372,0.0,0.073683982,0.23433922,0.678903598,1.649387587,16.25986868,0.501568155,1.198357449,1.030248102,0.173356553,0.0,9.801917568,3.898478906,0.072994174,2.341184793,0.0,2.841181103,0.485251228,0.394638748,9.735130937,35.67040174,1
R_JS039_FPKM,1.255272201,107.0022372,1.338860404,0.154946608,0.056443359,0.439977409,1.115594199,0.0,1107.379563,0.734959419,0.641695603,16.82370474,1.60414752,2.739772635,0.315142085,0.218380149,0.140698644,0.2349241,0.450726471,3.480320057,3.657337999,1.95056358,26.15977485,0.078347603,112.8678925,1.516575106,0.236356564,1.404581747,2.520235927,0.255016293,0.329193006,0.081519404,1.921404358,0.070734446,0.172801898,0.091582933,0.0,0.532885926,0.847484717,0.136367551,1.491247146,14.61867371,0.377879493,0.154740425,0.931469689,0.0,0.135770496,20.82386794,5.044668015,0.131957367,1.269889302,0.738332886,2.24742967,0.383843186,0.356709906,12.32114202,28.2163392,1
R_JS040_FPKM,1.102787786,96.16105317,4.928717369,0.214513519,0.087909936,0.507592935,2.059183983,1.800234457,1174.617089,2.543450826,2.775952797,10.08979636,3.053488921,4.172054126,0.0,0.226749853,1.461056977,1.463567234,0.46800115,2.208325667,3.544110647,4.176942392,44.2408474,0.528818084,28.02286421,4.920698724,0.245415237,2.041715916,4.46376782,2.648165771,0.0,0.084643741,2.112262358,0.514118052,0.134534035,0.190185937,0.0,0.553307559,0.439869934,0.0,0.0,16.18417874,0.156912666,0.482013161,0.966921296,0.081350377,0.140974077,12.72683143,4.448383182,0.0,1.17199234,1.533260912,8.833582091,3.358979729,0.864222983,11.33050155,32.74225706,1
R_JS041_FPKM,1.761712824,76.9501448,3.527125383,0.498971766,0.090892806,0.419734412,2.195159028,0.797707788,1116.623469,1.051656836,2.066087228,15.70105601,5.83458582,4.410709198,0.0,0.0,1.359267913,2.269565516,0.483792716,4.150468666,4.187070901,4.710275926,61.28987853,0.084095348,25.80722467,1.220719029,1.014784721,2.11045808,5.091560422,1.368773789,0.176768245,0.0,4.003125283,0.227812534,0.0,0.0,0.212392457,0.214503898,0.454712279,0.219597658,0.400278092,12.48232599,0.567769908,0.498368338,0.999547713,0.126166012,0.0,12.36349724,8.974164417,0.0,0.68148919,0.528332363,2.928893162,1.11816131,0.255252599,10.76795862,21.63081647,1
