,RNA5SP494,RNA5SP493,RNA5SP82,RNA5SP37,RNA5SP498,RNA5SP310,RNA5SP317,RNA5SP207,5S_rRNA.3,RNA5SP312,RNA5SP450,RNA5SP434,RNA5SP295,RNA5SP449,RNA5SP39,RNA5SP383,RNA5SP155,RNA5SP284,RNA5SP392,RNA5SP490,RNA5SP437,RNA5SP244,RNA5SP78,RNA5SP195,RNA5SP311,RNA5SP108,RNA5SP151,RNA5SP483,RNA5SP307,RNA5SP390,RNA5SP203,RNA5SP324,RNA5SP219,RNA5SP393,RNA5SP283,RNA5SP290,RNA5SP479,RNA5SP474,RNA5SP395,RNA5SP377,RNA5SP132,RNA5SP464,RNA5SP237,RNA5SP21,RNA5SP131,RNA5SP260,RNA5SP217,RNA5SP492,RNA5SP340,RNA5SP496,RNA5SP345,RNA5SP315,RNA5SP425,RNA5SP196,RNA5SP466,RNA5SP427,RNA5SP248,RNA5SP477,RNA5SP452,RNA5SP221,RNA5SP33,RNA5SP159,RNA5SP357,RNA5SP74,RNA5SP69,RNA5SP282,RNA5SP320,RNA5SP354,RNA5SP146,RNA5SP141,RNA5SP111,RNA5SP376,RNA5SP212,RNA5SP152,RNA5SP245,RNA5SP88,RNA5SP294,RNA5SP52,RNA5SP363,RNA5SP247,RNA5SP465,RNA5SP229,RNA5SP129,RNA5SP364,RNA5SP20,RNA5SP507,RNA5SP370,RNA5SP122,RNA5SP197,RNA5SP371,RNA5SP473,RNA5SP344,RNA5SP209,RNA5SP154,5S_rRNA.4,RNA5SP394,RNA5SP67,RNA5SP435,RNA5SP298,RNA5SP369,RNA5SP372,RNA5SP289,RNA5SP367,RNA5SP386,RNA5SP432,RNA5SP124,RNA5SP65,RNA5SP296,RNA5SP174,RNA5SP469,RNA5SP97,RNA5SP341,RNA5SP25,RNA5SP482,RNA5SP297,RNA5SP327,RNA5SP18,Diagnosis
R_JS022_FPKM,3.389071693,4.804288444,2.850664859,1.344929062,5.828761795,0.0,3.014496173,8.987968061,0.0,6.029753582,4.286178906,0.722482554,2.167447661,1.344929062,10.20051711,11.65752359,4.066749128,1.481701509,0.780539188,0.642796978,0.677677434,0.780539188,0.740850754,2.241548436,1.507248086,0.0,2.988731248,0.740850754,2.260872129,0.0,0.642796978,0.809448046,2.320895283,0.0,0.734625118,0.0,0.0,0.0,1.481701509,0.0,1.481701509,0.809448046,0.0,0.910629052,0.734625118,2.362713216,0.960663615,0.0,0.0,0.802021917,0.809448046,0.753624043,0.0,0.857062637,0.809448046,1.469250235,1.376699039,0.734625118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.618896093,0.0,0.0,0.0,0.0,0.0,0.0,0.817012981,0.0,0.0,0.0,0.0,0.0,0.760177296,0.0,0.0,0.0,0.740850754,1.120774218,0.0,0.0,0.0,0.0,1.469250235,0.0,0.0,0.840580664,0.0,0.787571072,0.0,0.734625118,0.0,0.809448046,0.0,0.0,0.760177296,0.0,0.0,0.0,0.0,0.0,0.0,0.787571072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS023_FPKM,1.889212614,0.89301301,6.180401239,2.499142206,4.738307617,1.400381408,2.100934718,0.759478354,0.706645077,3.501316126,1.592590621,0.671604826,0.671604826,0.625109107,3.384605589,4.738307617,1.889212614,2.75329226,0.72557307,0.597530764,0.0,0.72557307,2.065325655,0.0,0.700553309,0.694565674,1.388412336,0.0,0.700553309,0.71915207,1.194442966,0.752446147,0.71915207,0.0,0.682892302,0.0,0.0,0.902935377,1.37664613,0.0,0.688679524,0.0,0.71915207,0.0,0.682892302,0.0,1.785101575,0.0,0.0,0.0,0.752446147,0.700553309,0.0,0.796707685,0.0,0.0,0.639875464,0.0,0.0,0.0,0.829226366,0.0,0.0,0.0,0.0,1.504113365,0.0,0.597530764,0.660684422,0.0,0.80459588,0.0,1.518170499,0.738765308,0.0,0.0,0.0,0.0,0.706645077,0.0,0.745542971,0.0,0.688679524,1.041848511,0.0,1.342514408,0.0,0.0,0.0,0.0,0.0,0.781386384,0.0,0.0,0.0,0.682892302,0.0,0.0,0.0,0.0,2.119203715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71915207,0.0,0.0,1
R_JS024_FPKM,0.69407935,2.951744048,2.919659874,0.688740278,8.208175361,1.543728209,0.771864105,5.021494043,0.778575966,1.543728209,0.877806237,2.219906681,1.479937787,0.688740278,5.223634156,6.715904758,0.69407935,0.0,0.79943068,0.0,0.0,0.79943068,0.758781662,0.765266975,0.0,0.0,0.765266975,0.758781662,3.087456418,0.0,1.316709355,0.829039223,0.0,0.0,0.752405346,0.0,0.765266975,0.0,1.517563324,1.598861359,1.517563324,0.0,0.0,0.0,0.0,0.806632758,1.967829365,0.78540558,0.0,0.0,0.829039223,0.0,0.0,0.877806237,0.0,0.0,1.410019467,0.752405346,0.752405346,0.0,0.0,0.0,0.0,0.0,0.0,1.658078447,0.0,0.0,0.727936879,0.0,0.0,0.79943068,0.0,0.0,0.0,0.0,0.0,0.0,0.778575966,0.852726058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778575966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS025_FPKM,1.285609608,1.822457577,4.505771134,3.826559724,8.290879401,0.714843274,1.429686547,3.099150697,0.0,1.429686547,0.812959017,0.685304295,0.685304295,0.637860152,1.382030329,6.218485194,1.928414413,3.512974105,0.740373391,0.609719263,0.0,0.740373391,1.405454572,0.0,0.714843274,0.708733502,0.708733502,1.405454572,1.429686547,0.0,0.0,0.0,0.0,0.708733502,0.696822015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467642827,0.0,0.0,0.747043421,0.911228788,1.454768768,0.0,0.76075064,0.0,0.0,0.0,0.812959017,0.767794627,0.0,0.652927715,0.0,0.0,0.0,0.0,0.0,0.0,0.76075064,0.0,0.0,0.0,0.0,0.674161136,0.691015165,0.821008116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789731617,0.76075064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696822015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747043421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS026_FPKM,0.615497625,0.872518611,4.314334851,0.610763027,3.307656719,0.0,1.368286428,2.225424478,0.0,2.052762234,0.778423466,1.311745666,0.0,0.610763027,1.984336827,6.614670426,2.461392347,6.053908962,0.708921371,0.0,0.0,0.708921371,0.672874522,1.356591672,0.684475807,0.678625586,3.39246843,0.672874522,2.737238041,1.404612616,0.0,0.735177718,1.404612616,0.678625586,0.667220114,0.0,0.0,2.645782435,0.672874522,0.708921371,1.345095132,1.469640978,0.0,0.0,0.0,0.71530805,0.872518611,0.0,0.742048538,1.456158033,0.0,0.684475807,0.0,0.778423466,0.735177718,0.0,0.0,0.667220114,0.0,0.0,0.810195853,0.0,0.0,0.728432968,0.0,0.735177718,0.640316077,0.0,0.0,0.661659946,0.786130629,0.0,0.742048538,0.0,0.0,0.0,0.0,0.0,0.0,0.756182796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667220114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69042777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS027_FPKM,1.930081432,2.051696314,3.382550184,0.957617326,3.112256309,1.073191831,1.609520384,2.326920605,0.54099228,2.146383662,0.609942276,0.514166216,0.0,0.478570094,1.555869705,3.630707244,0.0,1.582240377,0.555483144,0.915369503,0.482279939,0.555483144,1.055002139,0.531744548,0.536328553,0.531744548,0.0,0.0,1.073191831,0.550567364,0.0,0.576056594,0.550567364,0.0,0.522807665,0.489874899,0.531744548,0.691267913,1.055002139,0.0,0.527238239,0.0,0.0,0.648063668,0.522807665,0.560487497,0.683671562,1.092019758,0.0,0.0,0.576056594,0.0,0.0,0.609942276,0.0,0.522807665,0.0,0.0,0.0,0.0,0.634837879,0.0,0.0,0.0,0.0,0.0,0.0,0.457456707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.929031734,0.0,0.0,0.570771671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522807665,0.0,0.0,0.0,0.0,0.0,0.0,1.56894424,0.0,1.152687522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.131729567,0.0,0.0,0.0,0.0,1
R_JS028_FPKM,1.758526288,0.830663257,2.465759686,0.58146428,6.301166914,1.303961506,3.911205019,0.706451928,0.657307446,1.303961506,0.741081925,0.624713689,0.0,1.744999162,3.150911882,5.041327641,1.172554533,1.922456704,0.674913896,0.0,0.585971755,0.674913896,1.922456704,0.0,0.651641003,0.646071422,0.646071422,0.0,0.651641003,0.0,0.555811444,0.699910707,2.00752116,0.0,0.635213079,0.595199656,0.0,0.0,0.64059624,0.674913896,0.64059624,0.0,0.0,0.787399545,0.635213079,0.680994201,2.492855946,0.0,0.706451928,0.0,1.400551248,0.0,0.0,0.741081925,0.0,0.0,0.595199656,0.0,0.0,0.0,0.0,0.0,0.0,0.693489508,1.292816536,0.699910707,0.0,0.555811444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.719908156,0.693489508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577025621,0.0,0.0,0.0,0.657307446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS029_FPKM,1.768561139,2.507081175,5.786818289,1.170164983,1.901203225,0.655370165,3.278153748,2.132190532,0.661069036,3.278153748,1.491386743,0.628288753,0.0,1.170164983,3.802406449,3.802406449,2.947797169,1.289164812,0.678776242,0.5589922,0.58932511,0.678776242,1.289164812,0.649768711,0.655370165,0.649768711,0.649768711,0.0,1.966761956,0.672769373,0.0,0.0,0.672769373,0.0,0.638848228,0.59860582,0.0,0.844699324,0.0,0.0,0.0,0.0,0.0,1.584598415,0.0,0.0,1.671664262,0.0,0.710494758,1.395609613,0.703916103,0.0,0.0,0.745322933,0.0,0.0,0.0,0.0,1.278331494,0.738086788,0.775744277,0.0,0.638848228,0.697458157,0.649768711,1.408531924,0.0,0.5589922,0.0,0.0,0.752702368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.644262196,0.0,0.90503499,0.628288753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684891344,0.0,0.0,0.0,0.0,0.684891344,0.0,0.0,1.110375531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS030_FPKM,1.242405702,2.641818719,2.613103298,1.232848735,2.003379195,0.690820412,1.381640824,2.995707208,0.696827546,0.0,2.3569167,1.986822342,0.662274114,1.849273103,2.67117226,4.674551455,0.621202851,2.037334775,0.71549257,0.0,0.0,0.71549257,0.679111592,0.0,0.690820412,0.0,0.0,0.0,2.763281648,0.0,0.0,0.741992294,0.709160777,0.684915964,0.673404771,0.0,0.0,0.890390753,0.679111592,0.0,0.679111592,0.0,0.0,0.0,0.673404771,1.443876897,0.0,0.0,0.748926802,0.735185026,0.741992294,0.690820412,0.0,0.7856389,0.0,0.0,0.0,0.0,0.673404771,0.0,1.635411588,0.0,0.673404771,0.0,0.0,1.483984589,0.646251353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.735185026,0.0,0.679111592,0.0,0.0,0.0,0.0,0.0,0.673404771,0.0,0.0,1.541060919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.584928232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684915964,0.0,0.0,0.709160777,0.0,0.0,1
R_JS031_FPKM,1.383839471,0.980853252,4.850959016,0.0,5.950509727,0.0,2.308387394,4.170918033,0.776153443,0.769462465,1.75014992,1.47533299,0.0,1.373194552,4.462882295,6.695100677,1.383839471,1.512841456,0.796943267,0.65630622,0.0,0.796943267,1.512841456,3.05154345,0.769462465,0.0,1.525771725,0.756420728,1.538924929,0.789890672,0.65630622,0.826459684,0.789890672,0.0,0.750064251,0.0,0.0,0.991751621,0.756420728,0.796943267,0.756420728,1.652919369,0.789890672,0.0,0.750064251,0.804122936,0.980853252,0.782961806,0.834183607,0.818877485,0.826459684,0.0,0.0,0.0,2.479379053,0.0,0.0,0.750064251,0.0,0.0,0.0,0.0,0.0,0.818877485,0.762885862,0.826459684,0.719819725,0.0,0.725671918,0.743813716,0.0,0.796943267,0.0,0.811433145,0.0,0.818877485,0.0,0.0,0.0,0.0,0.0,0.0,1.512841456,0.0,0.0,0.0,0.0,0.826459684,0.0,0.0,0.0,0.858246595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.776153443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818877485,0.0,0.0,0.0,0.0,0.789890672,0.0,0.0,1
R_JS032_FPKM,1.596914371,1.509387481,3.732132768,1.056571237,4.005920628,0.0,1.775878913,2.56736936,0.596936462,2.959967367,0.673016599,0.0,0.0,1.056571237,1.716682949,4.005920628,1.064761711,1.74577927,0.612925831,1.0099578,0.53215266,0.612925831,0.0,0.58673242,0.0,0.0,0.58673242,0.0,0.591790458,0.607501709,0.0,1.271798711,1.215524431,0.0,0.576871371,0.540533017,0.0,0.762752146,0.581760111,0.612925831,0.581760111,0.0,0.0,0.0,0.0,1.237425773,0.754370254,0.0,0.0,0.62979535,0.0,0.591790458,0.0,0.673016599,0.0,0.0,0.0,1.154237485,0.0,0.0,0.0,0.0,0.0,0.0,1.173968041,0.0,0.0,0.0,1.674812633,0.0,0.0,0.612925831,0.0,0.624069937,0.0,0.62979535,0.0,0.0,0.0,0.0,0.0,0.0,0.581760111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.660073972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581760111,0.0,0.0,0.0,0.0,0.581760111,0.0,0.0,0.0,1
R_JS033_FPKM,2.645444957,1.874594029,1.854218006,2.625095381,1.421567138,0.0,1.470586695,0.797543658,0.742062361,0.735665271,0.836638936,0.70526588,0.0,0.65643978,3.554277372,7.108554744,0.0,0.723196368,0.761939031,0.0,0.0,0.761939031,0.723196368,1.458017578,0.735665271,0.0,0.729377534,0.723196368,0.735665271,0.0,1.254323946,0.0,0.0,0.0,0.717119088,0.671946232,0.729377534,0.0,0.723196368,0.0,0.0,0.0,0.0,0.0,0.0,0.768803346,0.0,0.0,0.797543658,0.0,0.0,0.0,0.0,0.836638936,0.0,0.0,0.0,0.0,0.0,0.828516228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693798142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861991631,0.0,0.0,0.812734966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.790158995,0.717119088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.445661497,0.0,1.015918708,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS034_FPKM,1.859504518,3.513743941,5.213783556,0.615066879,7.328145667,0.0,4.135069717,8.218481122,0.0,6.202966983,1.567817535,1.32163131,0.660815655,2.459620758,3.330911607,6.662523869,1.859504518,2.03284816,0.713916913,0.0,0.619834839,0.713916913,2.03284816,0.683407643,0.689299089,1.366815287,2.732911954,0.0,2.75647154,0.707599064,0.587931576,1.480716561,0.707599064,0.0,0.671921801,1.259192036,1.366815287,0.0,2.03284816,0.713916913,0.677616053,0.74035828,0.0,0.832903065,0.671921801,0.720348597,1.75733394,0.701392055,0.747277517,2.200698008,0.74035828,0.689299089,0.0,0.0,0.0,0.671921801,0.629596018,0.0,0.0,0.776298003,2.447715131,0.0,0.671921801,0.733566003,0.0,1.480716561,0.0,0.587931576,0.0,0.0,0.0,0.0,0.0,0.726897221,0.0,0.0,0.0,0.0,0.695292994,0.0,0.0,0.0,0.677616053,0.0,0.0,0.0,0.0,0.74035828,0.671921801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.610371712,0.0,0.0,0.0,0.695292994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733566003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS035_FPKM,1.204447851,2.561574439,1.688845356,1.793102107,3.885054566,2.009510982,0.0,2.904979207,0.675908706,1.339429075,0.762053933,0.642392572,0.0,0.59791924,5.827581848,4.532800409,1.204447851,0.0,0.694013404,0.0,0.0,0.694013404,0.658724587,2.656690386,0.0,0.664354711,0.664354711,0.658724587,0.670081907,2.062860831,0.57154045,0.0,0.687871692,0.0,0.653189086,0.612043317,0.664354711,2.590036377,0.658724587,0.0,0.0,0.0,1.374989139,0.0,0.0,0.0,0.854170343,0.0,0.0,0.0,0.0,0.670081907,0.0,0.0,0.0,0.0,0.0,0.653189086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.719717604,0.0,0.0,0.0,0.0,1.538354185,0.0,0.0,0.0,0.0,0.0,0.785146477,0.0,1.351076284,0.740280964,0.0,0.0,0.658724587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62183601,0.0,0.0,0.0,0.0,1.305661956,0.0,0.0,0.700265777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS036_FPKM,3.321449448,1.569476113,5.433458064,2.197266558,2.97546513,0.615613475,1.846840426,2.669576192,0.620966636,4.309294326,1.400218885,0.590174902,0.590174902,1.647949918,2.97546513,6.545365725,1.107149816,8.471842173,0.637599671,1.050164164,1.107149816,0.637599671,1.210358697,0.610351822,0.615613475,0.0,1.220703643,0.605179348,0.0,1.263914392,0.0,1.322428947,1.895871587,1.831055465,0.600093808,0.0,0.0,1.586914736,1.210358697,1.275199341,1.210358697,0.0,0.0,0.0,0.0,0.643343812,1.569476113,0.626413712,0.667394048,1.310296571,1.322428947,0.615613475,0.637599671,0.700109442,0.661214473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655148286,0.610351822,0.0,0.0,0.525082082,0.0,0.0,0.0,0.0,0.667394048,0.0,0.0,0.0,0.0,0.0,0.0,0.680106315,0.655148286,0.0,0.0,0.0,0.850132894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661214473,0.0,0.0,0.0,0.521249366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.649192392,0.0,0.0,0.0,0.0,1
R_JS037_FPKM,0.70244579,0.995774801,3.937537784,4.180649922,7.547816384,1.561437397,2.34260556,2.539647149,0.0,2.34260556,1.775752334,0.0,0.0,1.393282601,9.812335091,3.773908192,0.0,0.0,0.809067025,0.666290492,0.70244579,0.809067025,0.767928024,0.0,0.0,0.0,0.0,0.0,0.781168162,0.0,0.0,0.0,0.80190714,0.0,0.761474847,0.0,0.774491512,1.006838965,0.767928024,0.0,0.0,0.0,1.602891487,0.0,0.0,0.0,2.986178516,0.0,0.0,0.0,0.0,0.0,0.0,0.888387322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.534972357,0.0,0.0,0.0,0.0,0.839032471,0.761474847,0.0,0.0,0.0,0.0,0.0,0.0,0.761474847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS038_FPKM,0.664869415,0.942507193,1.864525099,4.618285244,15.00942704,0.739380643,1.478761285,4.809429226,0.0,0.739380643,2.52259278,0.0,0.0,0.659755035,4.288407727,7.147346211,1.32973883,3.634243836,0.765787094,0.630648195,0.664869415,0.765787094,1.453697534,4.398366899,0.0,0.0,0.73306115,0.726848767,1.478761285,0.0,0.630648195,0.794149579,0.759010217,0.73306115,0.720740794,0.0,0.0,0.0,1.453697534,1.531574188,0.0,0.0,0.759010217,0.0,0.0,0.772686077,0.0,0.0,0.801571538,0.0,0.0,0.0,0.0,0.0,0.0,0.720740794,0.0,0.720740794,0.0,0.0,0.87518525,0.0,0.0,0.786863803,0.0,0.794149579,0.0,0.0,0.0,1.429469242,2.547568947,0.765787094,0.0,0.0,0.708827723,0.0,0.0,0.0,0.745810039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.794149579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS039_FPKM,0.600968628,0.85192256,4.214177819,1.789037377,7.753821873,0.66831856,1.336637121,2.898872957,0.674130026,4.010597521,0.760048559,1.922106273,0.640702091,1.192691585,2.584828387,5.815034761,1.802905884,0.656991127,0.69218708,0.570036419,0.600968628,0.69218708,1.970973381,1.325212872,1.336637121,0.662606436,1.325212872,0.656991127,0.66831856,0.0,0.0,0.0,0.686061531,1.325212872,0.651470193,0.610432701,0.662606436,0.0,0.0,0.0,0.0,0.717823639,0.0,0.0,0.651470193,0.0,0.85192256,0.0,0.724532271,1.422476202,0.717823639,0.0,0.69218708,0.760048559,0.0,0.0,0.610432701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.717823639,0.0,0.570036419,0.0,0.646041275,0.767573792,0.0,0.0,0.7047723,0.0,0.0,0.0,0.0,0.674130026,0.0,0.0,0.0,0.656991127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.302940386,0.591793534,0.0,0.0,0.0,0.674130026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.656991127,0.711238101,0.0,0.0,0.7047723,0.0,0.0,0.0,0.0,1
R_JS040_FPKM,0.624001534,0.0,4.374793362,1.857604566,2.683206595,0.69393274,4.163596441,1.504601829,0.699966938,6.940020642,0.0,0.665257834,0.0,0.0,1.341603298,6.70868662,0.624001534,2.046513505,0.718716052,0.0,0.624001534,0.718716052,1.364342337,1.376003382,2.081798221,0.0,0.0,0.0,0.0,0.0,0.0,0.745335165,1.424711467,0.688001691,0.676438638,0.0,0.0,1.788804397,1.364342337,0.0,2.046513505,1.490670331,0.0,0.838502061,0.0,1.450381943,0.0,0.0,0.752300915,0.738497228,0.745335165,0.69393274,0.0,0.78917841,0.0,0.0,0.0,0.0,0.676438638,0.0,0.0,0.0,0.0,0.0,2.752006765,0.745335165,0.0,1.183767616,0.0,0.0,1.593984116,0.0,0.0,0.0,0.0,0.0,0.0,0.600717895,0.0,1.533260912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643969583,0.0,0.0,0.0,0.0,0.676438638,0.0,0.0,0.0,0.0,0.699966938,0.0,0.0,0.752300915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS041_FPKM,3.225637456,4.572606943,5.426892205,1.920634904,3.467560265,0.717740028,1.43469564,3.888852633,0.723981245,5.021826949,0.816253365,2.063492045,0.688081349,1.280189956,4.160617357,5.547489809,0.645409637,3.526332473,0.7433736,0.0,0.645409637,0.7433736,2.115953708,2.134038782,1.43469564,0.711605498,0.711605498,0.0,0.717740028,0.736795073,1.223710987,0.770905956,1.472784905,0.711605498,0.699645741,0.0,0.0,0.925087147,0.705574943,0.7433736,0.705574943,0.770905956,0.0,0.8672692,0.699645741,1.49932157,2.743764148,0.0,0.0,0.763833424,0.0,0.717740028,0.7433736,0.816253365,0.770905956,0.0,0.0,0.0,0.0,0.808328575,0.0,0.0,0.699645741,0.0,0.0,0.0,0.67143422,0.0,2.029939329,0.0,0.824335081,0.0,0.778110684,0.0,0.0,0.763833424,0.0,0.0,0.0,0.0,0.0,0.0,0.705574943,1.067408246,0.0,0.0,0.688081349,0.0,0.699645741,0.0,0.0,0.0,0.0,0.0,0.0,0.699645741,0.0,0.0,0.0,0.0,0.723981245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
