,RNA5SP494,RNA5SP493,RNA5SP82,RNA5SP37,RNA5SP498,RNA5SP310,RNA5SP317,RNA5SP207,5S_rRNA.3,RNA5SP312,RNA5SP450,RNA5SP434,RNA5SP295,RNA5SP449,RNA5SP39,RNA5SP383,RNA5SP155,RNA5SP284,RNA5SP392,RNA5SP490,RNA5SP437,RNA5SP244,RNA5SP78,RNA5SP195,RNA5SP311,RNA5SP108,RNA5SP151,RNA5SP483,RNA5SP307,RNA5SP390,RNA5SP203,RNA5SP324,RNA5SP219,RNA5SP393,RNA5SP283,RNA5SP290,RNA5SP479,RNA5SP474,RNA5SP395,RNA5SP377,RNA5SP132,RNA5SP464,RNA5SP237,RNA5SP21,RNA5SP131,RNA5SP260,RNA5SP217,RNA5SP492,RNA5SP340,RNA5SP496,RNA5SP345,RNA5SP315,RNA5SP425,RNA5SP196,RNA5SP466,RNA5SP427,RNA5SP248,RNA5SP477,RNA5SP452,RNA5SP221,RNA5SP33,RNA5SP159,RNA5SP357,RNA5SP74,RNA5SP69,RNA5SP282,RNA5SP320,RNA5SP354,RNA5SP146,RNA5SP141,RNA5SP111,RNA5SP376,RNA5SP212,RNA5SP152,RNA5SP245,RNA5SP88,RNA5SP294,RNA5SP52,RNA5SP363,RNA5SP247,RNA5SP465,RNA5SP229,RNA5SP129,RNA5SP364,RNA5SP20,RNA5SP507,RNA5SP370,RNA5SP122,RNA5SP197,RNA5SP371,RNA5SP473,RNA5SP344,RNA5SP209,RNA5SP154,5S_rRNA.4,RNA5SP394,RNA5SP67,RNA5SP435,RNA5SP298,RNA5SP369,RNA5SP372,RNA5SP289,RNA5SP367,RNA5SP386,RNA5SP432,RNA5SP124,RNA5SP65,RNA5SP296,RNA5SP174,RNA5SP469,RNA5SP97,RNA5SP341,RNA5SP25,RNA5SP482,RNA5SP297,RNA5SP327,RNA5SP18,Diagnosis
RNA385_FPKM,1.233431397,0.583019083,4.611774066,1.632056822,4.861632203,0.0,2.743321556,1.487034114,0.461345535,1.371660778,0.520144476,0.438468897,0.0,1.632056822,1.768061557,6.187570955,2.055585766,0.449616412,0.473703005,0.7798376,0.411277028,0.473703005,0.898795878,0.906477894,0.457368419,0.453459287,1.813396468,0.449616412,1.371660778,0.938565608,1.949783558,0.491247561,1.408076551,0.0,0.445838123,0.0,0.453459287,1.178421263,0.449616412,0.0,0.449616412,0.491247561,0.469510943,0.552653506,0.445838123,0.4779706,0.0,0.0,0.0,1.459749085,0.0,0.0,0.0,0.520144476,0.491247561,0.0,0.417753831,0.445838123,0.0,0.51509453,0.541374863,0.0,0.0,0.0,0.453459287,0.982017719,0.0,0.0,0.431339322,0.0,1.050078353,0.0,0.49583866,0.482315787,0.0,0.0,0.0,0.0,0.0,0.505283206,0.486740703,0.0,0.449616412,0.0,0.0,0.438468897,0.438468897,0.0,0.445838123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49583866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453459287,0.0,0.0,0.0,0.0,0.0,1
RNA386_FPKM,2.050564786,0.0,0.958728847,0.67848503,2.204357145,0.760371155,0.760371155,0.824327607,0.766983078,1.519998306,0.0,0.728950859,0.0,0.67848503,1.469331696,7.347377682,1.366820182,0.0,0.787527267,0.0,0.683744604,0.787527267,0.747483508,0.753872256,0.0,0.0,0.753872256,0.747483508,0.0,0.780557999,0.648551867,0.0,0.780557999,0.0,0.741202134,0.0,1.507006868,0.0,0.0,0.787527267,0.0,0.816694944,0.0,0.918781812,0.0,0.794622107,0.969264329,0.0,0.0,0.80920233,0.0,0.0,0.0,0.864735823,0.0,0.0,0.694512236,0.741202134,0.0,1.711842752,0.0,0.0,0.0,0.80920233,0.0,0.816694944,0.0,0.648551867,0.717097999,0.0,0.873297564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.890939939,0.747483508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.794622107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.801845945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA39_FPKM,1.279107571,0.907082056,3.587062537,3.173494004,6.188033116,0.711590234,0.711590234,3.084203303,0.717777975,1.422455834,1.61769487,0.682185678,0.0,1.269268282,2.750081278,4.812992476,0.0,0.0,0.737004171,1.213271152,0.0,0.737004171,1.398346413,1.410298091,0.0,0.705508266,2.115806357,0.699529382,1.422455834,0.73048201,0.606944611,0.0,0.73048201,0.705508266,0.693650984,1.949207431,0.0,0.917160746,0.699529382,1.473257828,0.699529382,0.764300621,0.73048201,0.0,0.693650984,0.743643848,0.0,0.0,0.0,0.0,0.0,0.711590234,0.0,0.809259481,0.0,0.0,0.0,1.386595602,0.0,0.0,0.0,0.0,0.0,0.0,1.410298091,0.764300621,0.0,0.0,1.341503063,0.0,0.0,1.473257828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833782496,0.0,1.058262399,0.0,1.363676667,0.682185678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.259579211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705508266,0.0,0.0,0.73048201,0.0,0.0,1
RNA392_FPKM,1.419997696,1.006964146,4.978186337,0.704874902,3.816609525,0.0,0.789946011,3.423919679,0.796815107,1.579135369,0.898369974,0.757303614,0.757303614,0.704874902,0.763614478,5.343107049,1.419997696,0.0,0.818158369,0.0,0.0,0.818158369,0.776557096,1.565638486,0.789946011,0.0,1.565638486,0.0,0.789946011,0.0,0.67377748,0.848460531,0.810918029,0.0,0.770031406,0.0,0.0,1.018152637,0.776557096,0.0,1.552370363,0.0,0.0,0.954518097,0.0,0.0,1.006964146,0.0,0.856390068,2.521224222,0.0,0.0,0.0,0.898369974,0.848460531,0.0,0.0,1.539325234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848460531,0.0,0.67377748,0.744989734,0.0,0.0,0.818158369,0.0,0.0,0.0,0.0,0.0,0.683833861,0.0,0.0,0.0,0.925593306,0.0,0.0,0.0,0.0,0.0,0.848460531,0.0,0.0,0.733069898,0.0,0.0,0.0,0.0,0.0,0.699494178,0.0,0.0,0.0,0.796815107,0.0,0.0,0.0,0.0,0.833033976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA409_FPKM,0.689395566,0.0,4.832309082,0.684092523,2.222569831,0.766655413,0.766655413,3.323742127,0.773321982,2.29921017,0.871882627,0.734975438,0.734975438,1.367510398,0.741100233,3.704770297,0.689395566,0.0,0.794035964,0.0,0.0,0.794035964,0.0,0.760102803,2.29921017,0.0,1.519455998,0.0,1.532554756,0.787009097,0.65391197,0.823444703,0.787009097,0.0,0.747327966,0.0,0.760102803,0.0,0.0,0.794035964,0.753661254,0.823444703,0.0,0.926375291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871882627,0.823444703,0.0,0.0,0.747327966,0.0,0.0,0.0,0.0,0.747327966,0.0,0.760102803,0.0,0.717193774,0.65391197,0.723024617,0.741100233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.773321982,0.846971695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747327966,0.0,0.711456224,0.855115653,0.0,0.0,0.0,0.747327966,0.678870442,0.0,0.801189441,0.823444703,0.773321982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA41_FPKM,0.581663764,0.0,1.631812009,0.0,6.880089132,0.0,0.0,2.104311499,0.652475005,1.294195731,0.735633584,0.0,0.0,2.309199661,0.0,4.377977385,0.0,0.0,0.669952014,0.0,0.0,0.669952014,0.0,1.283134229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664023235,0.0,0.630543072,0.0,0.0,0.833718061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68839106,0.694765051,0.0,0.0,0.0,0.694765051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551725188,0.610037606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893269352,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA418_FPKM,0.0,0.0,0.856406646,0.0,3.938830633,0.0,1.358438128,2.944680869,0.685125317,0.679219064,0.77244521,0.651152161,0.0,0.606072396,0.656578429,2.625673775,0.610770631,0.0,0.703476888,1.158667815,0.610770631,0.703476888,0.667706877,0.0,0.0,0.673413773,0.673413773,0.0,1.358438128,0.0,1.158667815,0.0,0.697251429,0.0,0.662095895,0.620389067,0.0,0.875437905,0.667706877,0.0,0.667706877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722838637,0.729531588,0.0,0.0,0.77244521,1.459063175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.640564321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.651152161,0.0,1.459063175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662095895,0.601445889,0.729531588,2.128751726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA431_FPKM,1.709232668,0.0,2.396641458,1.696084724,8.270148088,0.950392302,0.950392302,3.091968455,0.0,0.0,0.0,0.0,0.0,3.392970244,2.757005205,8.270148088,1.709232668,0.0,0.984334885,0.0,0.854616334,0.984334885,0.0,1.884538583,0.0,0.0,1.884538583,0.934283958,1.900784605,0.0,0.810628729,0.0,0.975623956,0.0,0.926432833,0.0,0.942269291,1.224950079,0.0,0.984334885,0.0,1.020791732,0.0,1.148390699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.080838305,1.020791732,0.0,0.0,0.926432833,0.0,0.0,0.0,0.0,0.0,1.01142667,0.0,1.020791732,0.0,0.810628729,0.896304936,0.0,1.091539674,0.0,0.0,0.0,0.911119893,0.0,0.0,0.0,0.0,1.04995721,0.0,1.113590981,0.934283958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926432833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.934283958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA44_FPKM,1.246587616,0.883570343,4.37072613,1.236998481,3.350890033,0.0,1.386291401,0.0,0.699173054,2.080146565,0.788283346,0.0,0.0,1.856130781,1.340081687,5.361012564,0.623293808,0.0,0.717900904,0.591212509,0.0,0.717900904,2.726287311,1.374442756,0.0,0.0,0.687221378,0.0,0.6931457,0.0,0.0,0.744489826,0.711547799,0.687221378,1.351342878,0.0,0.0,0.893387792,0.0,0.0,0.681397468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737659644,0.0,0.6931457,0.0,0.788283346,0.744489826,0.0,0.0,0.0,0.0,0.0,0.820458176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653698384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737659644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA442_FPKM,0.616118741,0.0,2.591716878,1.834138098,12.58547026,0.0,0.685166531,11.88615401,0.691124501,1.370333062,0.0,0.0,0.0,1.222758732,0.662327647,2.649310586,1.232237482,0.673553539,0.709636764,1.168813494,0.616118741,0.709636764,1.347107078,1.358620813,0.685166531,0.679310407,2.03793122,0.0,0.685166531,0.0,0.0,0.0,0.703356793,0.0,0.667893425,0.0,0.0,0.0,0.0,0.0,0.673553539,0.735919607,0.0,0.827909558,0.0,0.716029888,0.0,0.697186996,0.742797361,0.729168051,0.735919607,0.0,0.0,0.779208996,1.471839215,0.0,1.251642797,0.667893425,0.667893425,0.0,0.0,0.0,0.0,0.0,0.0,0.735919607,0.640962239,0.0,0.0,0.0,1.573847873,0.709636764,0.0,0.0,0.0,0.0,0.0,0.0,0.691124501,0.756945882,0.0,0.0,0.673553539,1.01896561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA454_FPKM,0.763682926,0.0,2.140628978,0.0,4.924216058,0.0,1.697740224,0.920701846,0.856653022,0.849268082,0.965834289,0.0,0.0,1.514906661,2.462108029,6.56613435,3.054015977,2.503838674,0.879599085,0.0,0.0,0.879599085,1.668964966,1.683229624,0.0,0.0,2.525239004,0.0,0.849268082,0.0,0.724375717,0.0,3.486443018,0.0,0.827857962,0.0,0.0,0.0,0.834873708,0.0,0.834873708,0.0,0.0,0.0,0.0,0.0,1.082583489,0.0,0.0,1.806769413,0.0,0.0,0.879599085,0.965834289,0.912176829,0.0,0.0,0.827857962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.912176829,0.0,0.0,0.0,0.820959146,0.975397005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856653022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.827857962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.920701846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA457_FPKM,1.784836815,0.632806688,5.005303241,1.771107301,3.837399151,0.496425936,0.992430815,2.151812608,0.500742683,1.488856751,1.693209638,0.475912467,0.475912467,1.771107301,4.317277556,7.19532692,2.231235331,1.463621891,0.514155434,0.0,0.446398516,0.514155434,0.975609954,0.9839485,0.992430815,0.492182979,0.9839485,0.0,2.977292445,0.509605386,0.423422122,1.599142436,1.528383921,0.0,0.483910996,0.453428414,0.0,1.27913305,1.463621891,0.0,0.0,0.533198227,0.509605386,1.199187235,0.0,0.518787465,0.0,0.505135163,0.538181388,1.056164904,0.0,0.992430815,0.514155434,0.564562829,0.533198227,0.483910996,0.0,0.483910996,0.0,0.0,0.0,0.559081637,0.0,0.528306501,0.0,0.533198227,0.0,0.423422122,0.0,0.0,0.57015256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.548432463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518787465,0.0,0.483910996,0.0,0.0,0.0,0.0,0.500742683,0.0,0.0,0.538181388,0.0,0.0,0.0,0.518787465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA466_FPKM,0.629737672,0.892705052,2.64816824,1.874088293,2.030262318,0.0,0.700311722,1.518432892,0.706401389,0.700311722,1.592865877,1.342746442,0.0,1.249787073,2.030262318,6.768396626,1.888616109,1.376884063,0.725322855,0.597324704,0.629737672,0.725322855,1.376884063,0.694326152,0.0,0.0,1.388652303,0.0,2.100271363,0.0,0.0,0.0,0.718904068,0.0,0.682656805,0.0,0.694326152,0.902623997,0.688442032,0.725322855,0.688442032,0.752186664,0.0,0.0,0.0,0.0,0.0,0.0,0.759216446,0.0,0.752186664,0.0,0.0,0.796432939,0.0,0.0,0.0,1.365313609,0.0,0.0,0.0,0.0,1.365313609,0.0,0.0,0.0,0.65513032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.773677712,0.0,0.82056727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.731857295,0.0,0.706401389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA471_FPKM,0.420523414,0.596126598,5.308595135,1.669572599,4.974048277,0.467651038,2.338723778,1.521466518,0.471717569,1.87107274,0.531838435,0.897102455,0.448326615,2.504567961,2.260766319,6.330689256,0.841468194,0.919910145,0.484352861,0.398878827,0.0,0.484352861,1.379634894,1.855080666,0.935770664,0.0,0.927772624,0.0,1.87107274,0.480066552,1.197036158,1.00508701,1.920747238,0.0,3.191944163,0.0,0.927772624,0.0,0.919910145,0.484352861,0.919910145,0.502291856,0.0,0.565078338,0.455861516,0.0,1.192850517,0.0,0.506986172,0.0,0.502291856,0.467651038,0.0,0.531838435,0.0,0.0,0.0,0.455861516,0.0,0.526674955,0.0,0.526674955,0.0,0.0,0.463654021,0.502291856,0.0,0.398878827,0.0,0.45206267,0.0,0.969191045,0.506986172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497683674,0.547954752,0.459724749,0.695481031,0.0,0.448326615,0.0,0.0,0.0,0.0,0.0,0.521610773,0.0,0.0,0.0,0.0,0.414103209,0.0,0.0,0.0,0.471717569,0.0,0.0,0.0,0.0,0.0,0.0,0.4887164,0.0,0.497683674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA476_FPKM,1.394015166,0.988566488,4.8871246,1.383291972,2.997892143,0.0,1.550241003,1.680635106,0.78225696,2.325754369,0.881956377,1.486181458,0.0,0.691996542,2.248229223,5.246121366,0.0,1.523965732,0.803210271,0.0,0.697360856,0.803210271,1.523965732,0.0,0.775513366,0.0,1.53699108,0.762369071,0.775513366,0.0,1.322264385,0.0,0.0,0.0,0.755962608,0.0,0.0,0.0,2.286334803,0.0,1.523965732,0.8329588,0.0,0.93707865,0.0,0.0,0.988566488,0.0,0.0,0.0,0.0,0.775513366,0.0,0.881956377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671339928,0.0,0.0,0.0,0.0,0.762369071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8104464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA483_FPKM,1.031495436,0.731114897,2.169503987,1.023560856,1.66328639,0.573547031,0.573547031,0.0,0.578534397,0.573547031,1.304538345,0.549846741,0.0,1.535341283,1.108857593,4.990352874,0.515747718,0.563825895,0.594030854,0.0,0.0,0.594030854,0.563825895,0.0,0.0,0.0,0.56864492,0.0,0.573547031,0.0,0.489201879,0.616031996,1.177547887,0.0,0.559087862,1.047739458,0.0,0.0,1.691477685,0.0,0.0,0.0,0.0,0.693035996,0.559087862,0.599382483,0.731114897,0.58360926,0.621789305,0.0,0.0,0.0,0.594030854,0.0,0.0,0.559087862,0.0,0.559087862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232063993,0.0,0.0,0.540906143,0.554428797,0.0,0.0,0.0,0.0,0.549846741,0.610380327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549846741,0.616031996,0.0,0.0,0.0,0.0,0.0,0.599382483,0.0,0.559087862,0.507873707,0.0,0.599382483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56864492,0.0,0.0,0.0,0.0,0.549846741,0
RNA488_FPKM,0.560226669,0.794167475,3.926912704,0.555917233,3.612876742,0.623010692,0.623010692,2.025584002,0.628428176,0.623010692,0.708521963,1.194532897,0.0,1.111834465,1.204487338,6.623509815,1.120453337,0.612451189,0.645261074,0.531391472,0.0,0.645261074,0.612451189,0.617685814,0.623010692,0.617685814,0.0,0.612451189,1.868426623,0.0,0.531391472,0.0,0.0,0.0,0.60730454,0.0,0.617685814,0.802991558,0.612451189,0.0,0.612451189,0.669159632,0.0,0.752804586,0.0,0.0,0.794167475,0.0,0.0,0.663020553,0.669159632,0.0,0.0,0.708521963,0.0,0.0,0.569049136,0.0,0.0,0.0,0.0,0.0,0.60730454,0.0,0.0,0.0,0.0,0.531391472,1.175109598,0.0,0.0,0.645261074,0.0,0.0,0.0,0.663020553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.597266448,0.0,0.669159632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60730454,0.0,0.0,0.651074236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA499_FPKM,0.592791947,0.840331441,1.661571024,0.588232009,2.547742237,0.659225527,0.659225527,2.14331491,0.664957923,1.317797709,1.498671904,0.631984803,0.0,1.764113041,0.637251343,6.369355593,1.777788336,1.295462155,0.682769296,0.562280597,0.0,0.682769296,1.943514368,0.0,0.0,0.0,1.306534481,0.0,0.659225527,0.0,0.0,0.0,0.67672709,0.0,0.642606396,0.602127253,0.0,0.849668457,0.0,0.0,0.0,0.708057048,0.0,0.796564179,0.0,0.688920371,0.0,0.0,0.714674403,0.701561111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642606396,0.642606396,0.0,0.0,0.0,0.0,0.0,0.0,1.415412354,0.0,0.562280597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.701561111,0.0,0.0,0.0,0.728287249,0.0,0.77242587,0.0,0.980386681,0.0,0.0,0.0,0.708057048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642606396,0.0,0.708057048,0.688920371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648052213,0.0,0.0,0.0,0.0,0.0,0.67672709,0.0,0.0,0
RNA50_FPKM,2.303396041,1.63306258,1.6153119,0.571571903,0.619202895,0.640554719,1.281109438,0.0,0.64612476,1.281109438,1.456947988,0.0,0.0,0.0,1.23840579,3.714556535,1.727393348,1.888421542,0.663431673,0.0,0.0,0.663431673,0.629697859,0.0,0.0,0.635079892,0.0,0.0,0.0,0.657560596,1.092710991,0.0,0.0,0.0,0.624406281,0.0,0.0,0.0,0.0,1.326863346,0.0,0.0,0.0,0.0,0.0,0.669408535,0.0,1.303585042,0.0,0.0,0.0,0.640554719,0.0,0.728473994,0.688003217,0.0,0.0,0.0,0.0,0.0,0.0,0.721401431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.471373216,0.0,0.0,0.0,0.614085516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.841601173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.270159785,0.0,0.0,0.0,0.0,0.0,1
RNA504_FPKM,1.842261208,0.870519032,7.31961995,1.218726645,1.650521676,0.682907172,2.390343389,1.110704385,0.344592498,1.365814344,0.388511149,0.327505266,0.0,0.914195148,1.320287199,4.951565029,0.614087069,0.671332474,0.353822654,0.291383362,0.0,0.353822654,1.342664948,0.0,0.341621873,0.338702028,0.677070359,0.0,0.341621873,0.0,0.873863009,0.366927197,1.051728931,0.338702028,0.333009557,0.312032577,0.338702028,0.880191466,0.335831671,0.353822654,0.671332474,0.366927197,0.0,0.412793096,0.333009557,0.713668756,0.870519032,0.0,0.0,0.0,0.0,0.341621873,0.353822654,0.388511149,0.0,0.0,0.312032577,0.333009557,0.0,0.0,0.0,0.0,0.0,0.363560892,0.0,0.0,0.0,0.0,0.322179977,0.330234477,0.392357794,0.353822654,0.0,0.360255793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335831671,0.0,0.0,0.327505266,0.0,0.0,0.0,0.317025098,0.0,0.0,0.0,0.357010245,0.0,0.333009557,0.302504864,0.0,0.357010245,0.0,0.0,0.0,0.0,0.0,0.0,0.360255793,0.0,0.0,0.335831671,0.726763596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA519_FPKM,1.303149427,2.770561387,0.0,1.293125201,4.202656902,0.724265604,1.449192035,1.571086692,0.730563566,0.724265604,0.823674609,0.694337274,0.0,1.293125201,0.700123418,6.303665954,4.560725879,1.424629458,0.750132233,0.0,0.0,0.750132233,0.0,0.0,0.0,0.0,0.7180753,0.0,2.17345764,0.0,0.617755957,0.0,0.743493895,0.0,0.706006808,0.661533938,0.0,0.93349789,0.0,0.0,0.711989916,0.0,0.0,0.875154272,0.706006808,0.756890181,1.847321715,0.0,0.0,0.0,0.0,0.724265604,0.0,0.823674609,0.0,0.706006808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.461793705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.777914909,0.0,0.0,0.0,0.0,0.0,0.756890181,0.0,0.706006808,0.0,0.777914909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA52_FPKM,0.0,0.0,0.0,5.302264612,1.04432703,0.0,1.620839872,0.0,0.0,3.241014921,0.0,0.0,0.0,0.0,0.0,5.22163515,0.0,0.0,0.559805193,0.0,0.0,0.559805193,0.0,0.0,0.0,5.891405125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.197529187,2.198583221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.739287025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.509247299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
