,SNORA25,SNORD62B,SNORD14E,SNORA55,SNORA1B,AC022973.1,SNORA16B,SNORA71B,AC015982.1,SNORA50A,SNORD36C,SNORD99,SNORA3B,SNORD59A,SNORA17B.1,SNORD124,SNORA63B,SNORA70.21,SNORD38A,AC008810.1,SNORA8,SNORA4,SNORA24,SNORD87,SNORA2B,SNORA6,SNORA70G,SNORA20,SNORA22,SNORA60,SNORD34,AC076966.1,SNORD125,SNORA21,snoZ196,SNORA52,SNORA66,AC087441.1,SNORD14C,SNORA33,AP000254.1,SNORA30,SNORD51,SNORD73B,AL355598.1,SNORA9B,SNORD14D,AL355987.6,SNORA31,AC127002.1,SNORD101,AL389886.1,U3.1,Diagnosis
RNA62_FPKM,5.706277813,5.927451372,2.998593047,1.88800303,0.638974335,0.669162099,0.629508048,0.312439656,1.722164926,0.0,1.287630099,3.444329851,16.21394548,10.19521636,7.842474123,0.0,19.34070949,0.685351504,10.9234461,0.0,11.61342475,23.39516001,3.891303954,8.59147446,1.860440942,6.751798914,2.393408419,1.28709714,1.267886735,0.63420587,3.589864915,0.0,0.885245693,0.64381505,0.954871759,7.608370418,2.555368387,0.0,4.827013993,6.535575489,3.839873675,0.0,2.123710281,2.359678089,0.0,0.638974335,3.906482707,5.792736568,22.22052373,0.658787493,1.16415872,0.0,0.0,0
RNA63_FPKM,8.299472701,4.310824602,1.744765263,1.647599025,1.115075544,0.0,1.098555906,1.907987345,1.002061131,0.0,0.0,6.011509957,13.58277513,15.81666884,2.28112838,0.712700202,16.27454805,0.0,10.59140609,0.0,15.46816157,31.16049939,6.225337765,23.32532176,1.082518594,0.490866364,1.566379355,5.616654744,0.0,0.553140455,1.043955226,0.0,4.633872258,3.931610286,3.331985274,1.65989454,2.787450494,0.0,0.842282057,8.554841092,1.256643324,0.574580008,2.780323355,1.029455848,1.14965153,0.557299406,0.85196346,3.370088915,24.52322749,0.0,2.031575991,0.0,0.0,0
RNA64_FPKM,17.39517589,0.0,2.654252572,1.113937619,6.219081074,0.0,2.227875238,0.0,2.540493562,0.0,1.139846819,8.128733977,26.9777435,21.05394234,3.470344121,0.0,28.12076836,0.0,22.55779537,0.0,54.09578081,58.30152143,9.183607852,19.4317669,2.195351512,2.49002018,4.236100805,4.557017532,0.0,0.56141709,1.059575916,0.0,3.132949554,3.987686559,2.534960322,1.122250586,10.17619705,0.0,0.854885114,18.50910353,0.849613438,0.0,0.940373626,0.0,0.0,0.0,0.86471138,2.278508766,52.05636491,0.0,4.120043248,0.0,0.0,0
RNA66_FPKM,8.117186002,0.843393338,4.265770764,0.0,0.545352083,0.0,0.0,0.0,2.449935912,0.0,1.098967077,9.798816343,25.46238152,8.701074431,3.346567089,0.697421414,14.1486464,0.0,15.5386132,0.0,23.47510901,34.15409399,7.19571962,17.10962523,0.529429395,7.203330625,0.0,2.74689784,0.541282292,0.0,1.021575029,0.0,0.755539865,7.141206592,4.888244062,5.411286637,10.90394601,0.0,0.824225308,23.98496245,4.096680279,0.0,2.71908576,0.0,0.0,0.545352083,14.16894205,4.94379229,44.62282997,0.562262225,0.993586672,0.0,0.0,0
RNA67_FPKM,4.338909168,14.48628449,4.885206403,4.3067691,5.620242703,3.269626333,1.230210749,1.83208892,3.928471814,1.859433531,1.258873365,4.489861288,14.58259493,18.82655667,7.666587482,3.194708993,38.4895171,0.670045501,14.23794818,0.0,14.34037946,45.74116525,7.608063914,15.86507584,1.818716009,7.70084541,1.169566557,6.292256982,0.620042105,0.620042105,17.54676713,0.0,3.460934742,3.775213533,4.665646565,8.05777623,4.371532545,0.606464541,1.887255126,9.583234353,1.877117148,0.0,2.075980638,2.306645154,0.644074745,1.248710158,0.95500738,3.775213533,20.44470935,1.287429853,4.551366237,0.0,0.0,0
RNA69_FPKM,5.812274763,8.150422558,1.832199628,0.577099839,0.585778032,0.0,2.884314186,0.572562384,1.052276813,0.0,1.180431489,3.157370901,10.10659696,14.5375834,3.594545333,2.995710817,24.06083194,0.0,12.23819012,0.608659987,17.92943478,28.21785591,7.134212112,21.0018379,2.842207409,2.57869149,2.194041725,4.13029827,2.325029291,0.581406554,1.097302511,0.0,1.622260087,3.540082525,1.749853577,5.812274763,3.513465363,0.0,6.195447405,8.986363333,1.320030772,0.0,3.894424062,0.0,0.0,1.17095465,0.89549975,5.900339532,23.36454467,0.0,2.133383129,0.0,0.0,0
RNA7_FPKM,1.847222847,7.675575836,3.882493226,1.222546658,0.620180923,0.0,1.222546658,2.123586247,2.229810299,0.0,0.0,2.230321606,10.0778553,16.50286641,5.07768863,3.967035196,28.84573554,0.665194054,12.96610548,0.0,8.310469388,39.46206015,6.298803975,12.05248519,1.204699262,6.557029445,2.324027635,4.375874691,0.0,0.615552707,19.75610009,0.0,2.578415224,2.500090335,2.781211927,3.694445694,8.065196859,0.0,7.501130931,9.52088447,0.932450841,1.279409293,2.063047485,1.145611982,0.0,0.620180923,9.484405985,2.500090335,24.11887547,0.0,3.390792624,0.0,0.381870661,0
RNA72_FPKM,3.989904432,6.216827837,1.797265977,2.263223822,3.445885895,0.601136771,0.565513851,0.842323448,1.548053905,0.0,1.156732878,3.09610781,12.82721237,13.23933357,3.525406339,2.937838615,15.52484281,0.615680403,10.911972,1.193496938,21.43057593,26.01391656,5.830824733,6.86595991,1.115092029,3.03511804,2.689292859,5.207687894,2.849847656,0.569734104,9.681898619,0.59644039,1.59132925,2.314660727,2.574291887,4.560227105,2.297257263,0.0,6.075536295,5.875677231,1.726187661,0.591816821,1.9095951,1.060338471,0.0,1.722646451,10.5356971,4.05035753,17.62642501,0.0,2.092706959,0.0,0.0,0
RNA74_FPKM,1.597736677,8.298015385,5.037569758,1.057463228,0.536384804,0.0,0.528438363,0.524843881,0.0,0.0,1.080896651,2.893198848,8.716204218,13.32086956,4.940693417,2.058622257,20.88619692,0.0,13.25322911,1.115293248,15.91530323,28.44146151,6.536699856,22.45090375,0.0,6.143881045,0.502388584,3.243889617,1.597736677,0.532381933,5.025001024,0.0,1.487057664,0.540448326,1.604017256,5.857973896,1.609749735,0.0,0.810672488,12.07643849,0.403046209,0.553016891,0.891739737,1.982743552,0.553016891,2.682519343,9.842617024,8.650172368,7.685117053,0.553016891,4.887329763,0.0,0.0,0
RNA75_FPKM,5.342262212,7.567411194,3.828219781,1.445906081,0.489216343,0.0,1.445906081,0.478424806,1.318900817,0.0,0.985845055,8.794558956,12.41926407,10.41238547,7.508663316,4.380098353,17.98849894,0.524723981,12.08563834,0.0,15.91788036,18.39118878,5.96128939,24.86050977,2.375172857,4.740815473,0.916419347,3.450986581,0.0,0.485565475,0.916419347,0.0,2.711801122,2.958064053,5.118317176,3.885044794,1.957390283,0.474932654,3.697712288,10.51223605,1.102809723,0.504385842,2.439966512,2.711073902,0.0,0.978432687,4.488097184,8.87419216,11.51324795,0.0,1.782623936,0.0,0.0,0
RNA78_FPKM,4.190720061,6.529726606,2.831578701,1.782845849,3.015942397,1.263276766,1.782845849,0.29502956,2.71027256,0.0,1.215879398,3.252489048,6.736097608,8.556594628,4.319665293,1.542655282,18.26151237,0.647161615,6.875834969,0.626937815,13.85103398,15.11398458,0.61258046,5.407960088,1.756818902,2.656426085,0.565127044,4.254215819,1.197284696,0.598865972,13.55882855,0.0,2.507126975,4.254215819,2.704316737,5.388004757,3.015942397,0.0,1.82313806,4.936496901,0.453378759,0.622077832,1.003100504,1.114556115,0.622077832,1.206286837,0.922391268,6.685066566,31.47132027,0.0,1.099288223,0.0,0.0,1
RNA86_FPKM,6.347060559,8.991445213,1.819445384,1.718365085,1.744205162,0.608869518,2.291153447,0.852865024,0.522475871,0.0,1.171612558,5.224758705,8.263247339,19.58823394,4.758549467,2.230570063,32.06011434,0.0,9.941969422,0.0,21.13838195,32.49767439,4.131946579,14.76926616,1.693279464,9.217159714,0.544552316,2.343225116,0.577062902,0.577062902,29.40463347,0.0,4.027418168,0.585806279,0.868836279,4.039440312,2.325606882,0.564426488,7.029675349,5.948186833,2.621234876,0.599429681,0.96658036,1.073978178,2.397718724,1.162803441,7.110476215,5.858062791,14.27499761,0.0,4.237064594,0.0,0.0,1
RNA87_FPKM,3.256520715,7.103076371,5.133809127,1.939149037,1.311960843,0.0,1.939149037,0.641510265,1.178991839,0.0,1.322641331,4.717289836,9.992545524,17.45364618,5.370453044,0.839368537,29.08935726,0.703986515,6.233911082,0.681986936,13.18412736,32.25101907,4.663088305,15.68896395,3.185210042,5.779137006,0.614748788,3.966441212,1.953620299,0.651450208,19.66644777,0.681986936,3.636244249,3.305861938,2.941405843,9.117381611,4.592966676,0.0,8.925604814,7.384184737,5.916600812,1.3526418,3.272314,2.423483224,0.676700216,3.281005833,1.003383079,11.90006503,17.453596,0.0,2.390284824,0.0,0.0,0
RNA89_FPKM,3.930700864,1.750093623,4.425951344,0.557437228,0.565819743,0.592551384,0.557437228,0.276669212,0.508473147,0.0,1.140212512,3.050838884,12.63660896,8.026239222,2.893891263,0.723596402,8.564453916,0.0,9.674599535,0.0,16.78096026,10.90498349,3.446258703,11.83626777,0.549299458,4.982859129,1.059915856,3.420150682,0.561597207,0.0,20.13568586,0.0,0.783896102,2.27993817,4.227032183,8.984116556,2.828615521,0.549299458,3.419907255,8.682168134,0.425163988,0.583364541,3.761897981,1.045194803,0.0,1.131639486,6.054182941,3.990256938,25.46713294,0.0,0.0,0.0,0.0,0
RNA94_FPKM,0.578969063,0.0,1.825455399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.291632659,0.0,0.0,10.74417269,0.0,15.77231554,0.0,0.0,0.0,93.78864482,60.16704513,0.0,0.87170623,0.0,0.0,0.0,0.0,6.369998351,0.578969063,1.092702176,0.0,0.0,0.0,0.0,5.791029288,31.50614316,0.0,0.0,7.759565292,0.0,19.85069254,0.0,0.0,0.0,0.0,22.29879094,0.0,42.97807063,0.0,0.0,0.0,0.0,1
RNA95_FPKM,4.239242741,5.661423842,1.909001745,2.404572608,3.660770304,0.639181708,1.803268335,1.49156755,2.74125928,1.210933943,1.229940559,2.192772275,4.955325181,15.14706732,6.866067876,1.560241811,36.28480589,0.654645781,6.955463577,0.634188101,14.59500632,37.6330058,3.096995218,21.88235732,7.107772998,5.911184264,2.286037339,3.688503412,0.0,0.0,1.143325026,0.0,3.38143023,2.459221985,4.558498579,4.844385065,4.271116746,0.0,5.532755118,8.738692685,3.667500558,0.0,2.028314354,1.127445512,1.887141281,1.220038709,0.933058355,3.073533133,21.84706635,0.629271914,3.334811304,0.0,0.0,0
RNA97_FPKM,2.140989252,4.447946663,4.500275447,4.251056969,0.719028972,0.0,2.125130072,1.406336077,1.292308828,0.0,0.0,6.461544138,10.95091885,14.02729276,6.621425004,2.758582305,35.76788239,0.0,6.830775232,0.0,27.52199168,56.8295867,8.030892801,16.1187682,2.792141701,7.6005153,0.673456713,3.622380805,1.427326168,0.713663084,1.346913426,0.0,0.996154721,2.173428483,2.149007938,3.56831542,5.034011609,0.0,3.260142724,4.41455916,1.080574613,2.223973331,1.195385666,1.328206295,0.741324444,0.719028972,3.297615629,3.622380805,22.07114086,0.0,3.930035065,0.0,0.0,0
RNA98_FPKM,2.230702823,4.634328346,2.344424928,3.690298497,1.498316683,0.784551649,1.476119399,0.73263279,2.019690394,0.0,1.509667567,1.346460263,12.16953398,10.62805967,5.365126277,1.916116528,25.92290927,0.0,7.117004245,0.778422339,22.22143772,41.87758975,3.802979368,7.836701304,1.454570211,10.55767517,0.701676475,3.774168918,1.487135215,0.743567608,1.40335295,0.0,2.075792905,3.774168918,1.119528758,8.179243685,2.996633366,0.0,6.793504052,6.131572888,2.251707558,3.08955223,1.245475743,1.383861937,1.544776115,2.996633366,1.145265051,3.019335134,23.75984494,0.0,2.729809847,0.0,0.922574624,1
R_JS001_FPKM,2.777882524,16.23089603,3.284097463,4.135530138,4.197718561,0.732976172,9.650141371,3.079266508,4.401246909,4.166392303,1.410423846,2.51432852,17.75870142,26.0553817,5.010650327,8.947431027,56.74121672,1.500486375,13.2933261,0.727249796,11.3807005,71.47805615,4.261805868,12.5472896,2.717052979,23.41768872,7.8641463,5.639943306,2.083196152,0.694686372,22.28052633,0.727249796,1.938128234,0.0,1.04593229,4.166392303,4.897628139,0.679474262,1.057817885,7.874006159,6.83435656,0.7216122,1.163599673,1.292888526,1.442327988,1.398949703,8.557155361,4.22951946,13.60071782,2.163940189,5.099126824,0.689540547,0.430962842,1
R_JS002_FPKM,4.325331718,8.985678988,2.272634621,4.293292224,6.294615898,1.014417662,0.954304023,1.894040179,2.175709364,4.325331718,0.97599275,3.480938707,15.73065431,24.04168334,9.907287089,2.476821772,54.97350889,1.038960025,6.439477245,1.509171428,9.265808069,63.46459717,2.458053327,0.723769905,7.520860272,17.48549778,4.988400503,3.902870672,4.325331718,0.480712847,0.907260867,1.509171428,3.354218603,2.927428086,1.44753981,5.766928306,9.683814448,0.940372577,5.122311445,5.944372254,1.091378208,0.998690256,0.805194019,5.366951491,1.497472425,0.968654459,5.181188588,4.390867047,8.916837695,1.497472425,3.528622799,0.477152011,0.0,1
R_JS003_FPKM,1.791123245,11.16421691,1.883067525,4.74134644,0.601732104,0.630160392,2.963490774,2.059012498,2.16243841,0.597241566,1.212581361,2.162982968,10.99407846,17.06884718,6.154942377,3.846838986,48.13721348,1.290812416,6.858594633,0.625237264,6.907357224,35.94691312,2.443060188,8.091147631,2.920228135,8.47790423,2.253809047,2.424552157,1.194483131,0.597241566,25.91965539,0.0,3.333759216,3.637133517,0.899217638,11.94182406,3.609786649,0.584163283,3.636828235,4.308087689,3.616281183,1.240780927,2.000759245,1.111532914,1.240780927,1.203464208,0.919889308,6.061685674,8.001177107,0.620390464,3.287815272,0.592817554,0.0,1
R_JS004_FPKM,2.942104939,9.167332449,3.710513523,5.839930301,1.185690412,1.241707281,5.255867987,0.579767738,1.065519086,1.765262964,1.194672915,3.196557258,15.64787523,26.28030991,13.94866476,2.274473434,56.40730967,0.635874293,12.38912861,2.464012887,9.075403344,59.4172475,5.416352506,9.74425846,2.877679284,14.61965881,2.221082039,4.777983075,1.176841976,0.588420988,29.98197279,0.616003222,3.285350515,5.375319532,3.543748871,8.237195822,5.334903596,0.575535857,3.584018744,7.277595503,6.681540409,1.222456006,1.971210309,1.095116838,1.833684009,3.557071235,1.812607181,7.167328904,10.31022675,1.833684009,3.240345714,1.168124628,0.730077892,1
R_JS005_FPKM,0.0,16.30790565,0.970515582,5.499588296,8.063944271,1.299115346,3.666392198,1.516430596,2.229562823,1.846876667,1.249906431,2.229562823,15.74374413,32.99866138,8.250035292,6.345678804,42.92568598,1.330545556,9.427865651,0.644483003,5.934807514,49.61831094,6.927610222,6.488278327,2.408578816,9.834262982,2.323769703,6.249532155,1.231251111,0.615625556,10.45696366,1.288966007,6.015174699,6.875128327,1.853793808,8.619391138,6.202543192,0.0,0.937429823,5.711110923,3.262467634,0.639487011,3.093518417,1.145747562,1.918461034,0.0,4.741024394,2.499812862,10.15373893,1.278974022,2.260104779,1.222130733,0.0,1
R_JS006_FPKM,2.486468464,10.65370835,0.979435088,1.850706441,3.757745573,0.655527421,2.468050179,1.224951376,1.688144389,0.621283451,1.261393674,2.251261988,8.265742786,19.99120645,7.688925558,1.601859491,43.34064199,0.671386956,8.329030625,0.650406113,8.988530159,37.42250418,3.815115735,0.935415534,1.823688829,6.619604785,1.173192867,3.786213343,1.243234232,0.621283451,17.59726327,1.301510837,5.206043346,3.154839066,1.87183581,8.080688843,2.505163716,0.607678704,0.946045256,7.04783783,2.82361673,0.645364205,2.082417339,2.313797043,0.645364205,1.252581858,3.829733036,7.572426686,5.766350237,1.291421605,4.564202386,0.616681352,0.0,1
R_JS007_FPKM,7.919202441,10.57676263,4.458493385,1.684447381,1.709777417,0.0,1.122752157,2.786558365,3.584753236,0.0,1.148922049,5.121242401,15.62227022,20.2129856,15.74244153,2.915665881,39.43955156,0.611523026,15.1596161,0.0,11.99672994,43.39116417,6.943523556,22.99457752,1.659856908,5.019495864,3.736221683,5.168190828,1.131130905,0.565886979,29.89220076,0.0,2.36875413,0.574461024,5.961162685,14.70663092,6.268967899,0.553495293,3.445786951,12.24397389,3.425832396,0.0,2.842504956,1.053178544,0.0,1.139635648,7.841392981,7.464729332,18.65761028,0.587820583,2.076322483,0.0,1.052779613,1
R_JS008_FPKM,1.92087641,10.97291016,3.028205164,2.541751241,3.225305622,0.67582071,5.083502482,2.207845061,1.739171885,1.92087641,1.300442881,1.159854462,17.68103774,24.02015091,9.898513013,2.474975375,33.47819117,0.692171211,6.128080682,0.670540861,9.875078574,35.43354585,5.893908895,7.710930732,3.756968075,15.90758394,3.020884843,3.249739756,0.640516643,0.640516643,31.41516853,1.340376631,4.468392164,7.798554945,2.892106056,12.80427119,1.93531909,0.0,0.975332161,15.17753482,4.84655957,0.66534287,2.14460261,1.192072641,0.0,1.289986532,0.986542876,5.84925807,13.19824876,0.66534287,2.350249435,0.635772075,0.794297263,1
R_JS009_FPKM,3.41612657,9.581922432,1.077306967,2.713217547,2.065513358,0.721032222,1.356608773,2.019603135,3.092979462,1.366732719,1.387440791,4.949788768,13.27986069,19.53264632,15.49519252,0.880491271,33.49777761,1.4769531,5.23263384,0.715399158,6.587168499,37.15517507,5.591406389,1.028888676,6.683331543,0.606431074,2.579467386,2.081161186,1.366732719,0.68336636,15.47547332,1.430798316,3.815462175,6.242767645,1.028888676,11.61581766,4.130316185,0.0,3.12174178,4.225631174,2.586220115,0.0,2.289277305,1.271820725,0.709853428,0.688504453,3.157623869,11.7918149,9.156382292,1.419706856,3.76319557,0.678304387,0.0,1
R_JS010_FPKM,4.535078914,8.636482775,1.588669932,5.001876831,1.523231142,2.12656605,2.500938415,0.496459354,2.737235355,0.504125356,1.023527238,2.737699215,14.43247726,23.40823436,12.98511369,3.246410443,61.48358359,0.544780627,11.57557595,0.527756232,18.94526647,62.14029594,5.154605894,10.62165461,1.971342251,9.390668151,1.901928791,4.603792231,2.015476779,0.504125356,4.755305438,0.0,3.516944647,3.580785078,0.759020199,9.574283184,10.15366987,0.493086115,5.371177617,11.42673106,5.722098345,1.046798017,1.687961802,1.875513114,0.523665098,1.523231142,10.08936164,6.649806537,17.14009658,0.523665098,3.699642307,1.000273661,0.0,1
R_JS011_FPKM,3.68134435,19.1196775,3.22434686,6.496184858,10.30242693,1.726225667,2.842109726,2.014987682,2.962576483,4.090124249,0.830891263,1.481288242,13.80722457,38.73199623,10.54017525,3.689277048,53.47291919,1.326243171,14.0942898,0.428428308,13.40663975,72.28528203,3.765649946,15.39576159,9.201514248,15.24492877,10.80758405,4.152095829,2.8633195,0.40924495,0.772377794,0.0,1.141826353,3.737122295,5.542698235,12.68008275,8.654076106,0.0,3.736886246,8.432427813,7.741371649,0.425107158,4.796060162,0.761650324,1.699462479,1.648350825,6.299731602,6.643825423,21.50218759,1.274838397,3.003159723,0.811965407,0.253883441,1
R_JS012_FPKM,0.627616358,16.62572676,3.957674919,3.73780409,5.691017506,0.662209386,1.868902045,1.855160118,4.545977948,1.255232717,1.274251394,2.272988974,16.69250252,33.64160264,9.70470244,5.660616771,51.96792473,1.356461162,16.82158179,0.657035875,12.70658179,69.47811359,8.98863149,19.84511089,3.683237607,21.16574418,5.330319213,3.185628486,0.0,0.0,14.21562734,1.31407175,4.380239168,6.371256972,3.779801889,8.787393472,7.588793543,0.613872935,0.955688546,13.58626823,8.078036731,3.259712869,2.102514801,1.168063778,1.303885148,1.264670557,9.666734716,7.009158705,9.057774809,0.651942574,2.304125809,0.0,0.0,1
R_JS013_FPKM,0.984182696,9.968452329,0.775767537,3.419595974,3.966809752,0.519214493,1.465338681,1.454798588,2.673683891,2.460932651,0.999094555,3.564337332,10.06818593,24.62024072,10.65286613,0.634040775,21.9821541,1.063552268,11.30495228,0.0,8.065551329,47.3095764,4.027371733,0.74090158,3.85099049,8.734651369,4.179760125,2.498219509,2.460932651,0.492091348,15.79030472,1.54547439,3.435051825,0.499547278,1.48180316,6.889754783,4.462601035,0.0,3.747329263,7.609470412,2.980710153,0.0,0.824253008,0.915836675,1.533493968,0.495791283,4.548335814,3.996861341,6.087281997,3.067482293,4.517328427,0.0,0.0,1
R_JS014_FPKM,3.403511632,14.84880889,2.146214394,2.026980261,5.486563112,0.718221352,2.702640348,1.341383996,4.930492527,3.062991392,0.0,1.232623132,13.22952766,20.0668025,9.121411174,3.069487835,35.9663558,0.367616126,5.863440665,1.425220496,10.82741142,40.31928128,2.436845304,10.2487766,3.994778616,8.154753989,8.350587695,2.764063992,1.020884413,1.70158674,6.423528996,1.781348618,0.474837496,3.109400353,2.04975532,7.827907677,5.829302959,0.332732844,0.518004541,4.911529094,2.834208804,1.767539714,1.709981392,1.266862663,0.707086138,1.714380625,4.71771088,5.528127984,11.57700144,0.707086138,1.87395221,0.337662219,0.0,1
R_JS015_FPKM,1.667344073,9.525376619,0.8759416,3.861505537,3.919573289,1.759244927,3.309986751,3.01169996,1.509622336,0.0,1.128106606,2.013095536,10.23271478,17.87314182,12.60325982,1.432394901,21.79699407,0.600443839,9.575318817,0.581679969,3.750383075,23.7448446,1.705527525,0.836573438,3.261665777,1.972709548,2.622487151,2.82116042,1.667344073,0.555634597,12.58727356,1.163820857,4.654668869,5.077820585,1.673809772,5.557666815,2.239692795,1.087365472,0.846079955,3.437293934,1.682933004,1.15479899,0.93068795,0.0,0.0,2.239692795,0.855805012,9.591140914,5.155940901,1.731969812,2.040672188,1.654993376,0.0,1
R_JS016_FPKM,1.044774466,12.20850782,1.647056218,4.148141585,5.263149568,1.653540691,9.33282474,1.28676267,2.837833348,1.044774466,1.060604383,1.891888899,9.083446189,27.99906681,6.999476105,3.365379291,39.83570933,1.129030472,9.999984179,1.09374827,5.539559581,40.57819667,1.603050899,5.505609267,3.06568858,11.12536871,4.436612699,3.181813148,0.522387233,0.522387233,27.60465116,2.734370674,4.374993078,4.24241753,0.78651561,7.835310987,2.105259827,0.510948097,0.795453287,9.153318852,4.745378556,1.627904401,1.749997231,1.944441368,1.627904401,1.57894487,4.022982141,4.24241753,8.614858165,0.5426348,1.917805185,1.555553094,0.648147123,1
R_JS017_FPKM,1.143590694,5.346431192,2.704665191,1.702937343,6.338348874,0.603585734,1.702937343,1.127029153,2.589238633,1.143590694,0.0,4.142593642,15.21032618,21.45793883,5.894961631,1.473472625,37.38324956,2.47219298,4.379313278,1.197196508,2.756887178,37.20766514,1.169779794,4.305700199,2.237605325,7.105277758,2.158816405,2.322363102,2.859756102,0.572055136,25.90481625,1.197196508,3.991742893,4.064003566,0.861296497,14.86979649,6.914705176,0.559528381,0.871083957,2.947748598,1.731931805,0.594227816,0.958192353,1.06465817,0.594227816,0.576356302,6.166074376,4.064003566,8.842710228,1.187915915,2.099193877,1.135119652,0.0,1
R_JS018_FPKM,0.639904786,14.95015084,3.025206993,6.983875083,10.95570169,2.024744838,3.174355166,3.151378767,1.158076709,3.198044383,1.299200627,4.633646429,11.77752341,21.7147041,11.20852558,2.472524946,41.81180396,0.691510011,12.24535749,0.0,6.166726795,39.75103329,3.925841136,15.40966532,1.876953244,10.21758653,9.054316704,3.246499601,0.639904786,0.639904786,25.35208677,1.339026195,5.357137383,0.649600313,2.889242633,8.315803126,5.155492795,1.876953244,2.922074936,7.252485663,5.811132076,1.328646147,2.142441913,1.190933908,2.658060742,2.578119066,6.896924484,5.194549559,8.571673992,0.664707298,7.045002586,0.0,0.396977969,1
R_JS019_FPKM,1.243107118,5.811843844,0.980387429,3.085078809,3.758034365,0.656164815,4.93692173,1.531197203,2.2516366,2.486882215,1.262620174,2.251031809,4.451538184,29.99030769,6.408159903,3.204252084,33.86353193,1.343357692,4.760603096,1.952416291,11.38696866,36.82324744,4.451538184,13.10452814,3.648310734,13.24081981,2.346776174,5.049124496,0.621887548,0.0,12.90695379,0.0,4.338392074,4.41781441,2.807969498,13.67685021,8.76919552,0.608269573,6.626721614,4.485780785,3.765448777,0.645991717,2.082204423,1.157401826,0.645991717,3.131470971,5.745041041,3.155194236,22.42821539,0.645991717,4.564961873,0.617280974,0.0,1
R_JS020_FPKM,1.989320553,14.46688971,2.091508955,3.291460854,1.336678655,0.699914414,4.608336862,2.287226016,1.801141582,1.326703441,1.346805009,2.402408934,8.818804464,26.06758246,14.35598455,2.563163021,49.85342995,0.716847827,8.887506806,0.694446333,5.753994964,34.13073266,4.070506457,0.998754276,4.541061872,10.00477794,3.129205741,2.692864278,1.326703441,0.663351721,7.510371068,0.694446333,5.554545269,3.366266782,0.0,8.621368543,3.340956506,0.0,3.029192661,3.418055502,3.012634722,0.689063028,1.111114132,1.234571258,1.378126055,2.004277851,6.129153401,7.405936069,6.152348462,0.689063028,3.651629509,0.658438004,0.411523753,1
R_JS021_FPKM,1.17447636,4.574597815,3.702250912,2.914188237,4.732200414,1.239211277,5.245235108,1.735555734,2.126292754,1.17447636,1.191753752,1.062915509,9.008991598,17.83319193,8.472721652,2.269572883,32.62224814,1.269192195,3.371936855,1.229529939,8.490488484,21.6647714,1.201372765,6.18794278,4.019904433,4.168097053,1.662222393,4.172173541,0.586983191,0.586983191,3.324444787,1.229529939,3.278034662,7.152593329,0.883772446,10.56824733,6.506904022,0.0,0.893815314,1.815658307,3.111451454,0.0,0.983196846,1.09244094,1.219998699,1.183307009,0.904089054,3.576296665,18.1560574,1.219998699,4.310840103,0.582635168,0.36414698,1
R_JS022_FPKM,2.609563851,16.26631199,1.028475165,5.181121596,2.629184632,4.130792421,1.942675311,2.250114068,3.544666469,0.652390963,1.324551349,1.181356608,11.34597878,26.81245143,8.070253627,3.362322654,34.11886333,1.410006274,4.9954508,0.682971789,8.176642881,48.1496811,4.671992568,8.84125623,3.191169697,15.05427168,3.078804567,2.649102697,1.304781925,0.0,17.2403106,0.682971789,6.375323192,3.974323011,1.964503124,9.13479144,3.287144725,1.914315088,0.993413511,3.363001911,2.470001404,2.710709737,2.185509725,1.21417207,0.677677434,1.971888474,5.025175269,3.974323011,13.45064913,0.677677434,1.197539575,1.295116874,0.0,1
R_JS023_FPKM,1.818719606,11.3333193,1.911108746,2.406581383,3.053779478,0.639875464,4.813162766,2.687651314,2.195192478,1.212270473,1.231275513,4.390384956,7.440194353,15.16258437,9.372106827,2.343350262,28.39575137,1.965390542,8.122813057,0.0,9.933943387,32.37265945,3.720097176,14.60267496,2.371448808,6.454738147,5.148177165,2.461276415,3.636811419,0.606449134,20.59270866,1.903972088,3.38425507,2.461276415,0.913080718,4.243260552,5.496550055,1.77889363,4.615371257,5.623393518,0.0,0.629954914,1.015802299,2.256170047,0.629954914,1.83239419,0.934071079,4.307552379,8.122535724,1.259257701,3.338471606,0.601956918,0.0,1
R_JS024_FPKM,0.668180867,12.49438697,3.160102451,1.989694136,5.386258157,0.705009733,5.969693119,0.987532016,3.630404477,1.336361733,0.0,2.419898274,10.25287014,26.26616115,12.3985934,8.610046223,26.20773852,1.444132841,6.395445438,0.699501845,9.018631307,33.09246574,4.785008388,6.037077108,2.614196675,11.86019612,6.93648622,1.356609638,0.668180867,0.668180867,18.91726743,2.098505534,4.663345632,0.678304819,1.006025125,6.682423934,2.692819132,0.653549169,1.017457229,5.510556422,1.011708883,2.776317399,1.119202952,1.243558835,0.0,2.019614349,2.058304279,4.070453505,7.576777256,0.69407935,2.453047565,0.0,0.414519612,1
