,FAH,SALL4,CIRH1A,LRRIQ1,NCCRP1,STAC2,PDP2,FAM47C,ZNF737,MAX,CSTA,MMS19,C2orf91,VENTX,C3orf30,SH3BP5L,NCAM2,PIK3R3,CNNM1,DHCR7,RP4-758J18.2,HECW2,ORM2,TACC1,SYNDIG1,NOXRED1,KCTD17,COL25A1,OR6Y1,DEFB110,RAB20,MAP3K7CL,DUOX1,MMP2,SERPINB2,NXPH1,SIPA1L2,AASDH,TOR1B,PLEKHM3,GLTP,ADAM11,BLID,RP11-178C3.1,SYCP1,MKNK1,TOPBP1,TNFRSF12A,LRRC3C,DCLRE1B,TCFL5,PEX5L,CEBPZ,RBFOX3,ART1,NUS1,CCDC50,DPEP2,LINC00346,NXF1,KIAA1755,TYRO3,LPAR4,TMEM255A,FAM163A,FAM200A,CD5,ARL3,PCP4L1,AC009060.1,PRICKLE1,DBH,TUBB4A,HOMER2,ITGB5,RRAGD,AVPI1,WRB,ST8SIA5,FRG2C,KEL,GLIS3,TCF20,AP3S1,RP11-480I12.4,CTB-129P6.11,UBE3C,OR10J5,RP11-286N22.8,TIMM21,ISOC2,RING1,RMDN1,TMSB4Y,MPHOSPH6,RP11-162A12.2,FSD1,GAGE2C,MRPL14,RP11-257K9.8,SERTAD3,RP11-552I14.1,SLCO1B3,TRAPPC3L,KRT35,CDKAL1,CD53,PQLC2,POU2F3,C19orf18,SMC3,COL4A6,ZNF626,GSTA4,PPFIBP1,ZNF570,OR1J4,CCDC11,HMGB3,PPP1R1A,POR,AKR1B10,B3GALT5,SBK3,LILRB4,STRA6,ZNF619,TXNDC15,LIMS3,NBPF9,C16orf47,TOMM7,AC016586.1,UBAP2L,OR13C2,AL133318.1,EFTUD2,GLT8D2,RNF181,HOXA3,AC008132.1,VILL,OR2A2,NOP10,UTS2R,HKDC1,GABARAPL3,TMEM114,RP11-794P6.2,SRGAP1,RNF187,METTL17,SWSAP1,SLC26A2,HIST1H1B,PRPSAP2,COL3A1,CCDC7,ZBTB26,NMNAT3,FUOM,OSBP,KLRG1,SLC27A6,ARHGEF39,HCAR1,PCDHB14,DNAJC28,WDR5B,FLJ00325,EBLN1,SCN1A,XPNPEP3,NOX1,GDF9,CHST8,RP11-58C22.1,SUN5,MLX,ASPH,DYNAP,RNF151,FAM208A,C3orf36,TRMU,EMC7,CCDC113,SFRP2,PEA15,ARID3A,NFE2L1,OR5AN1,ASS1,FAM71F1,TCTEX1D4,FBXL16,DEDD,MED25,CYP7B1,SIDT2,Diagnosis
SEQ12111,7.651963249,6.806320462,7.788453471,6.909400956,6.062523144,6.584179616,6.95804204,5.423272886,5.759290733,8.429582647,6.584179616,7.593395034,6.806320462,5.731347059,5.641577357,7.14482051,8.568142835,8.795213818,7.674717857,7.455119399,5.641577357,9.312079781,6.082453937,9.248156615,8.057499831,7.240922909,6.571324479,9.894611142,5.331461271,5.379093775,8.389334849,8.290749375,7.014136261,7.973397669,6.609496687,7.323408211,8.442749964,7.293988333,6.531934504,9.504101837,7.735445341,7.032318523,5.22177579,6.2968721,6.929074139,8.268704996,7.79364562,5.279479574,5.911030806,6.658639046,7.271499057,7.455119399,6.22989015,9.709170896,6.899452422,7.014136261,7.323408211,5.379093775,5.731347059,6.434748733,7.448493118,7.085420823,5.46462173,7.263919277,7.279036836,6.212505087,7.611225831,7.680348969,7.076715938,5.540535191,8.61537159,6.986386645,6.328947848,9.718628584,9.670706356,7.674717857,6.39056257,7.663386973,8.004968194,5.379093775,6.571324479,9.683182383,9.932251686,7.854497494,6.571324479,5.641577357,9.405445579,5.331461271,7.651963249,6.212505087,6.40547471,5.887379234,5.863130968,4.727253356,6.728932445,7.532248779,7.102662434,6.34465863,6.728932445,6.2968721,5.97874892,5.423272886,5.503594663,6.571324479,5.331461271,11.16875152,6.717484337,7.724598476,7.674717857,5.759290733,7.301403002,7.575332431,6.280492515,6.360160464,9.352590073,5.887379234,4.97542078,6.263874681,6.042207048,6.042207048,8.995623532,5.934121756,6.909400956,5.911030806,6.571324479,6.78468183,5.863130968,7.014136261,7.746208741,7.380413779,6.929074139,6.22989015,6.158655925,7.513366159,4.727253356,5.077785092,7.898467046,7.50701425,5.379093775,7.441834815,6.977005908,7.217530057,4.727253356,5.379093775,5.503594663,7.740837391,5.156042117,5.887379234,5.423272886,9.43198429,6.40547471,6.082453937,5.838245841,6.682506997,4.727253356,8.825616995,5.97874892,7.448493118,6.375459749,8.462275759,5.812678911,7.286533102,7.177620409,8.140937716,6.584179616,8.748363731,5.156042117,5.672584247,5.57571058,4.727253356,5.22177579,7.468277172,8.180883752,6.247010196,5.863130968,8.053195986,5.911030806,6.909400956,5.956684631,9.312079781,5.331461271,5.672584247,7.903268796,5.156042117,7.177620409,6.449120878,7.225372622,5.46462173,6.313021375,9.024281726,6.899452422,4.97542078,8.02269658,6.858882357,5.759290733,6.558334118,6.194844952,7.185697198,8.323188257,7.256296998,0
SEQ12120,7.664075117,6.732316367,7.850236617,7.253099843,5.844859437,6.515634153,6.854282511,4.727253356,6.208539118,8.45412882,6.644008357,7.424012415,6.659162247,5.549733781,5.549733781,7.224041734,8.990293487,8.703450874,7.43244353,7.224041734,5.401776644,9.51970785,6.042588874,9.26661128,8.090104334,7.068553848,6.532431171,9.831487993,5.206364798,5.401776644,8.322163465,8.517742523,6.879891453,7.76687052,7.023850696,7.406993535,8.597153064,7.111807901,6.688933319,9.510005169,7.85644893,6.814896178,4.727253356,6.09267481,7.046389899,8.290592953,7.545368246,5.279648817,5.875670556,6.917386213,7.233797102,7.733438277,6.58148543,9.472526476,6.917386213,7.184301664,7.143356191,5.279648817,5.343924459,6.644008357,7.656945364,6.953837916,5.672867433,7.24348279,7.381063254,6.251683108,7.233797102,7.75359329,6.989307576,5.592965257,8.482309373,6.498602551,6.272652043,9.555992676,9.580302288,8.191443134,6.313469082,7.545368246,7.620738798,5.45474372,6.463804645,9.298540028,9.76943077,8.276845234,6.09267481,5.549733781,9.394506262,5.279648817,7.473841936,6.313469082,6.613139089,5.844859437,6.016616256,4.727253356,6.929649541,7.465661111,7.281549273,6.56535009,6.74645467,6.409643298,6.042588874,5.745733528,5.119041316,6.391028067,5.343924459,11.09742804,7.068553848,7.733438277,7.576009146,6.09267481,7.545368246,7.664075117,6.549000855,6.313469082,9.305290606,5.905518179,4.727253356,6.251683108,6.230318247,5.875670556,9.166334821,6.016616256,7.15370983,5.745733528,6.659162247,6.854282511,6.016616256,7.046389899,7.868791788,7.204317652,6.613139089,6.186325914,6.272652043,7.628055823,4.727253356,4.727253356,7.812374452,7.514034509,5.343924459,7.481974551,6.917386213,7.336725602,4.727253356,5.745733528,5.45474372,7.671168598,5.45474372,5.745733528,5.503829841,9.417529542,6.140509709,6.186325914,5.710077278,6.828158522,4.727253356,8.706861622,5.989970945,7.406993535,6.463804645,8.470300089,5.343924459,7.440823314,7.214215616,8.074258363,6.481328732,8.873879464,5.119041316,5.672867433,5.745733528,4.727253356,5.343924459,7.318580236,8.196324858,6.313469082,6.016616256,7.793053325,6.208539118,6.828158522,6.515634153,9.185982407,5.672867433,5.672867433,8.29514615,5.401776644,7.300190472,6.732316367,7.272132099,5.672867433,6.391028067,9.163859871,6.841286313,4.727253356,7.825108954,6.828158522,5.503829841,6.042588874,6.372114784,7.43244353,8.686274119,6.97758994,1
SEQ12139,7.665873938,6.589022614,7.980303053,7.223485744,5.77006539,6.364534662,6.828370386,5.102959363,6.253562877,8.726095413,6.875987995,7.557298502,6.753482913,5.887203389,5.558200011,6.944305436,9.026046525,8.815901733,7.48485478,7.205359865,5.257101751,9.552993317,5.991569547,9.274011883,8.20199922,7.168362307,6.328715513,10.12229218,5.558200011,4.727253356,8.245926613,8.610316104,6.778933157,8.031539684,7.223485744,7.408398867,8.527569399,7.091169855,6.778933157,9.688810597,7.754400215,6.529007676,5.257101751,6.497861317,7.050838653,8.424550446,7.742091696,5.257101751,5.635091397,6.828370386,7.223485744,7.849160244,6.617972265,9.218110645,6.803888743,7.360397882,7.48485478,4.727253356,5.257101751,6.701007933,7.905294507,7.110888148,6.086193172,7.599014122,7.091169855,6.253562877,7.149475875,7.599014122,7.168362307,5.558200011,8.506111378,6.214037393,6.13049915,9.600824795,9.355980919,8.011267514,6.253562877,7.424033434,7.691744783,5.257101751,6.589022614,9.41069998,9.765746676,8.370108629,6.173061269,5.472477651,9.379687326,5.705254843,7.439492304,6.291754854,6.253562877,5.635091397,6.173061269,4.727253356,7.168362307,7.293660706,6.778933157,6.433057449,6.673933609,6.559380651,6.173061269,5.940761569,5.257101751,6.497861317,5.257101751,11.2087493,6.944305436,7.050838653,7.691744783,5.991569547,7.652756304,7.948643941,6.465895022,6.559380651,9.444808144,5.991569547,4.727253356,6.433057449,6.086193172,5.77006539,8.900409324,5.830481484,7.071156563,5.558200011,6.291754854,6.673933609,5.887203389,7.149475875,7.766601457,7.27645362,7.110888148,5.991569547,6.086193172,7.652756304,4.727253356,4.727253356,7.778697327,7.514288937,5.472477651,7.327436739,6.701007933,7.543109837,5.374396478,5.472477651,5.257101751,7.585247704,4.727253356,5.635091397,5.374396478,9.456000148,6.173061269,6.214037393,5.635091397,6.98795319,4.727253356,8.756660909,6.214037393,7.585247704,6.646265066,8.541697663,5.472477651,7.860567788,7.514288937,8.439730807,6.497861317,8.726095413,5.102959363,5.887203389,5.558200011,4.727253356,5.102959363,7.499650209,8.184040525,6.433057449,5.991569547,7.814371013,6.399291743,6.803888743,6.778933157,9.379687326,5.887203389,5.472477651,8.237249145,5.374396478,7.27645362,6.617972265,7.130320587,5.102959363,6.328715513,8.469615199,6.778933157,5.102959363,7.704502586,6.828370386,5.558200011,5.635091397,6.433057449,7.223485744,8.675791011,6.753482913,1
SEQ12166,7.592667343,6.581052269,7.881859036,7.410484894,5.700678836,6.480227126,6.885399049,5.233534595,6.046304022,8.424506848,6.548357037,7.404744759,6.732791707,5.56687801,5.325085393,6.910559758,8.930360006,8.740423163,7.731150506,7.166552008,5.473695231,9.747482574,5.816130703,9.333362319,8.104255819,7.081707216,6.420366811,10.18932957,5.325085393,5.56687801,8.205208601,8.457531517,6.959476927,7.885936055,6.76107125,7.582589303,8.669505838,7.081707216,6.548357037,9.615370642,7.617547265,6.581052269,5.048435599,6.35733625,7.200383661,8.234145026,7.722028794,5.120216607,5.595502236,6.70387022,7.096226058,7.758164105,6.344314222,9.402545348,6.975386704,7.265610699,7.444431493,5.120216607,5.506118548,6.581052269,7.35197367,7.088986338,5.700678836,7.345982774,7.290848935,6.382953916,7.499214523,7.646827504,7.200383661,5.120216607,8.872518468,6.694081388,6.029018949,9.637053403,9.644209013,7.666011221,6.276914826,7.622470277,7.961237532,5.537126861,6.514767908,9.475257503,9.765091239,7.980402845,6.205280952,5.56687801,9.501768395,5.233534595,7.551908589,6.17529185,6.382953916,5.7942043,5.975350277,4.727253356,6.876903245,7.509915077,7.103426829,6.190387931,6.943372699,6.559352083,5.878963989,5.649789177,5.325085393,6.654149348,5.180545384,11.37336801,6.779582927,7.572437585,7.675504995,5.858482305,7.427562879,7.957373026,6.344314222,6.248804548,9.492545046,5.675623197,5.120216607,6.304349237,6.096512582,5.937919968,8.864354002,6.080040105,7.110589096,5.595502236,6.67427345,6.959476927,5.878963989,6.918840268,7.680227761,7.239895102,6.8335716,6.096512582,5.899016288,7.694300917,5.120216607,5.048435599,7.735689147,7.577522723,5.365722193,7.398980542,6.975386704,7.07438823,5.120216607,5.56687801,5.180545384,7.680227761,5.365722193,5.748685491,5.233534595,9.538081706,6.046304022,6.096512582,5.473695231,6.959476927,4.727253356,8.766958626,6.063307377,7.499214523,6.526067049,8.664807546,5.281295954,7.427562879,7.450008759,8.508305562,6.503363081,8.594888577,5.325085393,5.439662482,5.918661481,4.727253356,5.325085393,7.520533475,8.093753489,6.468491169,5.771734759,7.906145828,6.408026574,6.70387022,6.159985891,9.429036581,5.439662482,5.325085393,8.04368507,5.7942043,7.088986338,6.514767908,7.088986338,5.403776111,6.276914826,8.4189276,6.751714115,4.954597494,7.694300917,6.918840268,5.748685491,5.918661481,6.205280952,6.975386704,8.648240921,6.902226545,0
SEQ12177,7.685238023,6.761464134,7.850020259,7.444674613,5.614206281,6.220285008,6.899848853,5.175936565,6.220285008,8.464195876,6.452511681,7.455578611,6.66672531,5.666233427,5.558503652,7.054483379,9.107099203,8.657411106,7.685238023,7.231938891,5.275684944,9.682582419,5.715172268,9.332295913,8.110735298,7.068999034,6.302975447,9.841429065,5.045156909,4.727253356,8.295435484,8.531547086,6.899848853,7.982670812,7.068999034,7.721577672,8.711964901,7.365825827,6.564268367,9.591235862,7.38881973,6.606267722,5.045156909,6.428865682,7.068999034,8.283440463,7.982670812,5.045156909,5.558503652,6.724411783,7.152933368,7.929553969,6.705473396,9.386275228,6.797474262,7.219087731,7.694411963,5.359281291,5.558503652,6.646895258,7.666707209,6.761464134,5.805464252,7.282160208,7.269777775,6.452511681,7.269777775,7.609588837,6.866612424,5.432503224,8.410133324,6.797474262,6.09951967,9.643475301,9.615216334,7.841813797,6.380116693,7.477131263,7.730516821,5.359281291,6.404741697,9.835318845,9.823020084,8.076309188,5.887616862,5.432503224,9.317747482,5.359281291,7.539842274,6.354965744,6.276074555,5.963289801,5.76146718,4.727253356,6.815108295,7.477131263,6.963892698,6.302975447,6.932261214,6.475701032,5.999072088,5.847439394,5.432503224,6.705473396,5.045156909,11.19526095,6.761464134,7.38881973,7.62888982,5.999072088,7.539842274,8.069322342,6.520787669,6.705473396,9.488511827,5.614206281,4.727253356,6.452511681,6.276074555,6.033641559,9.055386267,5.926181927,7.179785359,5.666233427,7.009961712,6.963892698,6.09951967,7.024968623,7.52958586,7.294431039,6.7430724,6.033641559,5.887616862,7.800046259,4.727253356,4.727253356,7.850020259,7.455578611,5.275684944,7.111623019,6.705473396,7.219087731,5.045156909,5.76146718,5.045156909,7.257281576,5.275684944,5.715172268,5.498321071,9.467583867,6.380116693,6.191315075,5.614206281,6.979428137,4.727253356,8.634051676,6.220285008,7.550023314,6.498453549,8.610304296,5.558503652,7.791541452,7.590016184,8.209263528,6.329261804,8.600693779,4.727253356,5.558503652,5.76146718,5.045156909,5.175936565,7.539842274,8.069322342,6.033641559,5.963289801,7.62888982,6.498453549,6.520787669,6.302975447,9.397385632,5.558503652,5.432503224,8.130996322,5.432503224,7.282160208,6.452511681,7.193013534,5.175936565,6.09951967,8.404612582,6.7430724,4.727253356,7.782984739,6.7430724,5.359281291,6.033641559,6.542720587,6.994782983,8.615085433,7.193013534,1
SEQ12181,7.624200619,6.761846984,7.982608488,7.114200536,5.5805891,6.656454498,7.114200536,5.158560194,5.917663,8.676029323,6.619272504,7.260620004,6.82756867,5.844509418,5.677983431,6.978650935,8.81288935,8.633152929,7.624200619,7.513326128,5.334984022,9.584177239,5.917663,9.171110659,8.245462117,6.890112181,6.795127194,9.971427266,5.334984022,5.334984022,8.323270103,8.496220403,6.890112181,7.95482681,7.088170689,7.493952831,8.641831656,7.350131984,6.458241201,9.597579121,7.659276625,6.890112181,5.334984022,6.541398379,6.920293563,8.290443698,7.676489021,5.468890723,5.917663,7.088170689,7.454371423,7.413619647,6.321553727,9.422867107,7.139734699,7.237291285,7.392781806,5.5805891,5.468890723,6.656454498,7.454371423,7.088170689,5.917663,7.306110135,7.03453832,6.109581501,7.606325505,7.837874338,7.088170689,5.468890723,8.993028237,6.82756867,6.109581501,9.796600579,9.671252678,7.775533788,6.321553727,7.710289701,7.837874338,5.5805891,6.368899732,9.33487922,9.753360481,8.036583629,6.458241201,5.468890723,9.432873455,4.727253356,7.79138061,6.458241201,6.368899732,6.109581501,6.272187651,4.727253356,6.890112181,7.350131984,7.088170689,6.541398379,6.890112181,6.500531052,5.844509418,5.5805891,5.334984022,6.619272504,5.334984022,11.31079796,6.82756867,7.454371423,7.434146333,5.917663,7.237291285,7.606325505,6.049485209,6.656454498,9.501034282,5.765146605,4.727253356,6.321553727,5.765146605,6.109581501,8.923663952,5.917663,7.114200536,5.468890723,6.500531052,6.795127194,5.468890723,7.00688921,7.775533788,7.413619647,6.859216548,6.220584801,5.917663,7.743291985,4.727253356,4.727253356,7.743291985,7.624200619,5.158560194,7.306110135,7.213554306,7.237291285,4.727253356,5.917663,5.334984022,7.676489021,5.158560194,5.677983431,5.5805891,9.452679722,6.166486836,6.166486836,6.049485209,7.00688921,4.727253356,8.850773435,5.917663,7.454371423,6.795127194,8.457373218,5.334984022,7.139734699,7.624200619,7.940728023,6.761846984,8.843276316,4.727253356,5.677983431,6.049485209,4.727253356,5.468890723,7.413619647,8.062817344,6.761846984,6.109581501,7.743291985,6.166486836,6.458241201,6.414409625,9.505781544,5.5805891,5.334984022,7.837874338,5.677983431,6.920293563,6.500531052,7.189393635,5.5805891,6.049485209,8.59790142,6.82756867,5.158560194,7.882878154,6.727678608,5.677983431,6.220584801,6.580947963,6.82756867,8.641831656,6.920293563,0
SEQ12143,7.873359976,6.664024214,7.778222583,6.871534076,5.82975236,6.495334272,7.091624982,4.727253356,5.805532973,8.536765447,6.314410636,7.542903306,6.832624597,5.550256169,5.614263624,6.761581013,8.767753733,8.639593128,7.638588085,7.458820286,5.5160834,9.406233341,5.89886678,9.435787993,8.174550894,6.92780328,6.641283207,10.16992972,5.206674461,5.206674461,8.465876367,8.435267256,6.89056096,7.850173017,6.618121777,7.15500129,8.312560423,7.15500129,6.582551841,9.563862794,7.554508687,6.686361534,5.262654463,6.099604839,6.936950829,8.319289189,7.697170881,5.262654463,5.805532973,6.594522026,7.287569279,7.452613816,6.57046478,9.448052654,7.115743233,6.899971384,7.49548395,5.262654463,5.262654463,6.45595512,7.200648404,7.273463259,5.701539417,7.170389264,7.131584366,6.415241759,7.542903306,7.753394577,7.033596127,5.262654463,8.707666809,6.77197355,6.117700328,9.940892504,9.841029833,7.525310902,6.469224741,7.783135815,7.96677751,5.262654463,6.495334272,9.472272674,9.860647298,7.97107518,6.283919986,5.5160834,9.392018942,5.262654463,7.605564149,6.220376529,6.508181167,5.963367517,6.02396345,5.206674461,6.792509499,7.458820286,6.990540096,6.29926641,6.936950829,6.44253736,5.983970384,5.442355409,5.582927135,6.469224741,5.206674461,11.34692935,6.629756135,7.712730236,7.686700829,5.805532973,7.178017875,7.162717245,6.329358846,6.236600583,9.544007288,5.780654251,4.967789698,6.358690429,6.004162392,6.135496563,8.932043344,5.853355885,7.016541071,5.644403732,6.482349937,6.812722864,5.853355885,7.131584366,7.927497464,7.507492034,6.899971384,6.170237683,5.942332117,7.748375707,4.727253356,5.067031424,7.923064666,7.369273623,5.442355409,7.414775923,7.178017875,7.162717245,4.967789698,5.442355409,5.262654463,7.665522084,5.262654463,5.728716697,5.5160834,9.541148291,6.203913854,6.135496563,5.644403732,6.792509499,4.727253356,8.784814414,5.983970384,7.273463259,6.545929455,8.456762409,5.442355409,7.408367181,7.15500129,8.268030035,6.44253736,8.642272136,4.967789698,5.614263624,5.876382395,4.727253356,5.35932277,7.440116379,8.264546156,5.983970384,6.062464677,7.783135815,6.387304841,6.964017731,6.08119747,9.27121773,5.35932277,5.480202742,7.940712795,5.35932277,6.972917847,6.482349937,7.208108478,5.5160834,6.469224741,8.647615144,6.751103432,4.727253356,8.004993384,6.822712024,5.5160834,6.08119747,6.469224741,7.222906375,8.717858079,6.782282556,0
SEQ12167,7.477078023,6.715611147,7.721521858,7.697292399,5.616102217,6.058800929,6.591389953,5.027701364,6.116460038,8.44467648,6.859333525,7.61334658,6.609908256,5.456732408,5.566693367,7.167814429,9.507060038,8.872953121,7.689121605,7.214880881,5.394331804,9.754599279,6.088021497,9.355103482,8.360617185,7.388360266,6.223310553,10.19885545,5.324952135,5.394331804,8.035852731,8.542108459,6.828751921,8.232802313,7.672635104,8.092337776,8.985841365,7.347013109,6.681353113,9.742988517,7.7374446,6.410781008,5.151390177,6.116460038,7.477078023,8.249421751,7.858702917,5.027701364,5.662603124,6.828751921,7.081268251,8.110676028,6.646139432,9.2847197,6.781478989,7.325861591,7.680902702,5.245789846,5.394331804,6.57259095,7.829356655,6.646139432,5.7884095,7.203267049,7.630545279,6.197553011,7.2715028,7.713491964,6.974961223,5.151390177,8.624875841,6.43223432,6.223310553,9.395242562,9.135650348,8.410662107,6.273119251,7.630545279,7.7764764,5.245789846,6.663869446,10.00029884,9.644490354,8.723009776,6.116460038,5.394331804,9.362715394,5.027701364,7.448135977,6.223310553,6.453309127,5.898765033,5.7884095,5.027701364,7.015830118,7.388360266,6.681353113,5.965859134,6.859333525,6.69859796,5.706614928,5.616102217,5.027701364,6.553501425,5.151390177,11.33311645,7.1436507,7.357467473,7.821923268,5.965859134,7.721521858,7.542340596,6.609908256,6.343982634,9.540991651,6.320841542,5.151390177,6.49438259,6.144165938,5.7884095,8.908109633,5.748463748,7.347013109,5.456732408,6.57259095,6.69859796,6.197553011,6.903898731,7.496040917,7.347013109,6.732399492,6.116460038,6.088021497,7.858702917,4.727253356,5.027701364,7.844106412,7.753188143,5.616102217,7.477078023,6.79743006,7.282549416,5.027701364,5.863399865,5.027701364,7.551417605,5.245789846,5.513822984,5.456732408,9.679431808,6.116460038,6.058800929,5.7884095,7.068435174,4.727253356,8.254918645,6.591389953,7.7374446,6.49438259,8.537616575,5.151390177,7.438351988,7.595932541,8.573162237,6.43223432,9.059577503,5.027701364,5.932882753,5.863399865,5.027701364,5.394331804,7.983676049,8.227219011,6.144165938,5.748463748,7.705415663,6.591389953,6.591389953,6.43223432,9.608679634,6.144165938,5.324952135,8.355514616,5.245789846,7.042392581,6.474020511,7.119044852,5.616102217,6.388933046,8.405735974,6.765327353,5.027701364,7.408575658,7.015830118,5.456732408,5.863399865,6.49438259,6.813185978,8.862235822,6.474020511,1
SEQ12134,7.688062222,6.826447972,7.808912518,6.866942125,5.838950963,6.36456342,6.842797622,4.946321755,6.169715463,8.392485546,6.659761864,7.634827549,6.562312016,5.756886767,5.447030929,7.024529347,8.623809129,8.641681186,7.621194872,7.327207813,5.478346599,9.46376348,6.081097917,9.336886111,8.25667729,7.024529347,6.592356988,9.838603041,5.537047285,5.447030929,8.41087101,8.418678467,6.88279304,7.812899392,6.981394768,7.209219616,8.528533639,7.024529347,6.640871245,9.539365039,7.812899392,6.834648594,5.342788456,6.081097917,7.093448523,8.262481849,7.588855867,5.261320121,5.984374379,6.767536145,7.269492864,7.54613904,6.467491606,9.598707475,6.874891688,7.03860138,7.507030713,5.379520507,5.778110594,6.68757637,7.593522045,7.086714585,5.564709558,7.133156413,7.287065428,6.388220438,7.579476218,7.588855867,7.106815601,5.342788456,8.449487632,6.714791925,6.238453858,9.667701976,9.517822386,7.963756303,6.499925627,7.661698963,7.666127589,5.261320121,6.36456342,9.678526857,9.80837398,8.063840815,6.264810766,5.414167254,9.362635682,5.261320121,7.648328038,5.967328672,6.352553674,5.756886767,5.858373754,5.036766666,6.809889039,7.511980119,7.158990687,6.169715463,6.866942125,6.36456342,5.914371644,5.508301412,5.303571204,6.422840901,5.379520507,11.17788741,6.944341615,7.784750324,7.8247925,5.756886767,7.425327624,7.178046245,6.376451392,6.251709047,9.355904057,5.564709558,4.727253356,6.238453858,6.155439916,6.017630782,9.096302171,5.838950963,7.126619521,5.564709558,6.58242286,6.921598355,6.001137947,7.093448523,7.502063528,6.906214099,6.714791925,5.932340972,6.238453858,7.588855867,5.036766666,4.946321755,7.890348582,7.471879472,5.564709558,7.435809288,6.79311484,7.251690284,5.036766666,5.564709558,5.564709558,7.683702794,5.379520507,5.689938399,5.617186743,9.473744656,6.352553674,5.967328672,5.642166477,6.858943704,4.727253356,8.672429736,6.225040835,7.40412158,6.422840901,8.523719462,5.642166477,7.446211752,7.251690284,8.106505016,6.445374156,8.824816166,4.946321755,5.591393107,5.735140948,4.727253356,5.342788456,7.430578435,8.119377962,6.140975373,5.666397966,7.80090462,6.315763561,6.858943704,6.264810766,9.245135557,5.689938399,5.537047285,8.1000244,5.414167254,7.257650427,6.340419192,6.959288107,5.478346599,6.225040835,9.113976384,6.898453631,5.036766666,8.0164085,6.921598355,5.778110594,6.183807888,6.434160632,7.298655747,8.408258992,7.093448523,1
SEQ12129,7.779076448,6.926687733,7.714720294,6.831960407,5.879879779,6.360856173,6.939676804,5.222006271,6.275645819,8.526672484,6.601890585,7.551899035,6.297545601,5.74121927,5.74121927,6.990388204,8.587219622,8.768838299,7.647256712,7.467096875,5.478203347,9.504321421,6.029013581,9.382502158,8.151485765,7.109281102,6.550356361,9.645278219,5.423594238,5.131872436,8.424116261,8.424116261,7.015032225,7.962279397,6.952538763,7.348427621,8.747798725,7.131840553,6.817846275,9.487537599,7.968401171,7.039226751,5.131872436,6.275645819,6.965276277,8.303997768,7.654915833,5.423594238,5.81316692,6.744857985,7.279998968,7.692592805,6.759791592,9.647168169,6.831960407,7.25979989,7.484478619,5.297626485,5.74121927,6.420918002,7.560100388,6.939676804,5.423594238,7.039226751,7.239296051,6.550356361,7.765028595,7.677643903,7.120608237,5.363931977,8.441729185,6.618603439,6.340133739,9.555543557,9.522972124,8.124394149,6.183545737,7.700007652,7.806756688,5.222006271,6.496566325,9.322233662,9.875490347,7.943753007,6.275645819,5.478203347,9.307959331,5.363931977,7.5353493,6.159279235,6.550356361,5.911558616,6.109063589,5.131872436,6.859735606,7.467096875,7.249586672,6.584949944,7.015032225,6.420918002,5.702916004,5.363931977,5.363931977,6.618603439,5.297626485,11.02423854,6.532687991,7.692592805,7.616191921,5.942239885,7.357929293,7.186636962,6.532687991,6.31903569,9.291124817,5.777914268,4.727253356,6.253317332,5.847116169,6.056379316,9.208993118,5.942239885,6.859735606,5.576098754,6.618603439,6.952538763,6.083048604,7.002767524,7.867110541,7.45832319,7.02718457,6.056379316,6.478094901,7.647256712,4.727253356,5.131872436,7.974496495,7.543648875,5.423594238,7.576359045,6.965276277,7.647256712,4.727253356,5.363931977,5.478203347,7.847279335,5.297626485,5.576098754,5.528797365,9.500143785,6.360856173,6.275645819,5.971999596,6.886929762,4.727253356,8.701123719,5.942239885,7.449493314,6.532687991,8.480580556,5.576098754,7.404474012,7.467096875,8.039863735,6.459336781,8.942382481,5.222006271,5.662803546,5.662803546,4.727253356,5.363931977,7.154027388,8.167495674,6.056379316,5.662803546,7.912324058,6.134462307,6.886929762,6.31903569,9.196129048,5.576098754,5.662803546,8.068605203,5.297626485,7.41359652,6.618603439,7.02718457,5.297626485,6.567774373,9.231862157,6.990388204,4.727253356,7.860531179,6.965276277,5.847116169,6.401234453,6.360856173,7.239296051,8.327898112,7.228926776,0
